# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_ef15cf8542b_model
# start_datetime = 2023-06-16 15:48:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/standata-ef15b6d8bad.json
# init = 2 (Default)
# random
#   seed = 236
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/model_fdd4c9acbc20a2e373126c404e00965f-202306161248-2-08fdf4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/model_fdd4c9acbc20a2e373126c404e00965f-profile-202306161248-2-873207.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3.1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4.1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5.1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6.1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7.1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8.1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9.1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0219217
# Diagonal elements of inverse mass matrix:
# 0.0675573, 4.35042, 0.199102, 0.10833, 0.0115556, 0.0322025, 0.0802499, 0.0738895, 0.190594, 0.192147, 0.0539188, 0.278092, 0.280939, 0.37614, 0.395244, 0.635684, 0.490199, 0.661042, 0.673151, 0.227263, 0.781305, 0.564935, 0.736525, 0.868173, 0.89589, 0.911089, 0.807923, 1.10382, 1.17171, 0.667447, 0.613721, 0.815966, 0.743428, 0.858597, 0.928493, 0.990914, 0.951084, 1.74094, 0.160982, 0.0631249, 0.293366, 0.243295, 0.425609, 0.291712, 0.537241, 0.479929, 0.302305, 0.0378111, 0.0109235, 0.129536, 0.0443852, 0.0970089, 0.119055, 0.368829, 0.13735, 0.101034, 0.0545153, 0.0151989, 0.138674, 0.0558649, 0.138164, 0.0997728, 0.298888, 0.156647, 0.0937301, 0.0626249, 0.0314253, 0.206853, 0.100127, 0.264564, 0.267801, 0.370812, 0.245844, 0.106429, 0.0266387, 0.015686, 0.211698, 0.0522178, 0.0986, 0.101826, 0.279732, 0.156474, 0.0814995, 0.0266513, 0.0202064, 0.190029, 0.0573127, 0.0797213, 0.113506, 0.217587, 0.127914, 0.0724609, 0.00141918, 0.0240994, 0.0849358, 0.191234, 0.152974, 0.155721, 0.269395, 0.139778, 0.149621, 0.223482, 0.143886, 0.155845
-1997.76,0.987604,0.0219217,8,255,0,2049.58,0.581688,8.38451,-0.702536,-1.07968,-0.062874,-0.421587,0.819066,-0.60609,0.883139,0.98851,8.83243,0.000285475,0.347495,0.368109,0.39261,0.282459,0.932799,0.278907,-0.287406,0.873047,0.226778,-1.09659,-0.291057,0.311516,-0.784381,1.42484,0.60281,-2.92806,0.121365,0.204508,-0.808525,1.71919,0.64285,-0.680819,0.43546,-0.0943832,0.172319,0.227762,-0.161276,0.0861044,-0.689671,0.664587,-0.0252295,-0.00145951,-1.39125,0.0928803,1.01631,0.0385794,0.0535978,-0.293646,0.159223,-0.335393,0.712081,-1.5691,-0.0942194,2.16429,0.427544,0.102199,-1.18476,0.885968,-0.433145,0.442021,-3.01879,0.803461,0.936594,0.356844,-0.418372,-0.939626,-0.00762957,-1.00642,-0.62362,-0.86369,-0.0976842,0.94479,-0.0162813,-0.476669,-1.36615,-0.330002,0.0500456,-0.666109,-2.40782,0.310242,1.05242,-0.0149452,-0.551158,-1.24715,-0.439668,0.185081,-0.674378,-1.5463,0.328414,1.25301,0.40867,1.8703,1.75315,-0.78074,-0.150439,-0.0558381,-0.983303,-0.217501,-0.178938,-0.828151,-0.123465,-0.0655885,-6.2051,-9.53623,-0.55533,-3.72364,7.23435,-5.35325,7.80026,8.73094,0.000249233,0.30338,0.321377,0.342767,0.2466,0.814378,0.243499,-0.250919,0.0275228,-0.133088,-0.0353241,0.037807,-0.0951961,0.172925,0.0731598,-0.355362,0.0465792,-0.184152,0.391567,0.146417,-0.155065,0.0991814,-0.0214969,0.0392478,-0.163906,0.0875084,-0.700917,0.675425,-0.0256409,-0.00148331,-1.41394,0.0943949,0.083497,0.116001,-0.635534,0.344604,-0.725888,1.54115,-3.39599,-0.203918,0.400435,0.0957193,-1.10964,0.829792,-0.40568,0.413994,-2.82737,0.752517,0.337143,-0.395273,-0.887749,-0.00720834,-0.950858,-0.58919,-0.816005,-0.0922911,-0.0171348,-0.501657,-1.43777,-0.347301,0.0526691,-0.701028,-2.53405,0.326506,-0.0187264,-0.690604,-1.56269,-0.550907,0.231907,-0.845001,-1.93753,0.411506,-1.36875,-0.263741,-0.0978924,-1.72387,-0.381312,-0.313704,-1.45187,-0.216452,-0.114986,-27.9789,0.581688
-2001.87,0.936281,0.0219217,8,255,0,2047.15,-0.163562,9.07652,-1.6691,-1.16812,-0.0388686,-0.575464,0.629677,-0.657567,1.35869,0.421174,6.76334,0.949222,1.32392,-0.561624,1.5127,-0.68444,1.11798,-0.986766,-0.869008,0.226184,-0.680127,-0.0385801,-0.511356,-2.02996,1.33254,-1.36579,0.400869,1.80326,0.0179372,0.311489,-0.0222782,0.590938,-0.260339,-0.760278,-0.40696,-0.0237975,-0.529105,0.338669,-0.0351832,0.331962,-1.78675,0.635607,-0.50491,-1.05566,-2.07536,-1.01874,0.488715,-0.171109,0.277574,-1.21562,0.253462,-0.128052,0.498094,-2.89107,0.32829,0.949961,-0.165098,0.16467,-0.726341,-0.0491436,-0.0883458,-0.264658,-1.39362,0.434063,1.59441,0.102082,-0.258836,-1.71375,-0.495578,-0.724378,-1.31247,-1.08482,0.867883,0.798589,0.285681,-0.36411,-1.94472,-0.364603,0.0326181,-1.05675,-2.28727,1.00628,1.16404,0.161116,-0.294186,-1.46235,-0.421622,-0.0323559,-0.709916,-1.0911,0.345199,1.555,0.39989,1.86862,0.509004,-1.18015,1.03505,1.24624,-1.76379,0.879266,1.05585,-1.48945,1.03274,1.24863,-11.2887,-7.9004,-0.262882,-3.89206,4.25872,-4.44735,9.18926,2.84854,0.214698,0.29945,-0.12703,0.342148,-0.154809,0.252868,-0.22319,-0.196555,-0.0121996,-0.000692019,-0.00917229,-0.0364118,0.023902,-0.0244985,0.00719046,0.0323454,0.105492,-0.00754494,0.200132,-0.0881686,-0.257483,-0.137825,-0.00805946,-0.179192,-0.0171945,0.162234,-0.873212,0.31063,-0.246757,-0.515917,-1.01426,-0.497875,-0.162547,0.263684,-1.1548,0.240778,-0.121644,0.473169,-2.74641,0.311863,-0.263234,0.262552,-1.15809,-0.078355,-0.140859,-0.421973,-2.222,0.692075,0.0815214,-0.206704,-1.36858,-0.395764,-0.57848,-1.04812,-0.866325,0.693082,0.332543,-0.423838,-2.26373,-0.424412,0.0379687,-1.23009,-2.66248,1.17135,0.250534,-0.457458,-2.27396,-0.655622,-0.0503135,-1.10392,-1.69666,0.536784,-0.600703,0.526844,0.634341,-0.897775,0.44755,0.53743,-0.758137,0.525667,0.63556,-26.8524,-0.163562
-2007.69,0.994957,0.0219217,8,255,0,2054.28,-0.233275,10.7465,-1.00946,-1.45575,0.0395995,-0.629742,1.07241,-0.616511,1.45209,1.03241,6.69517,-0.163365,1.54509,1.30947,0.33401,0.700531,0.403994,-0.579473,1.29119,0.308051,0.881629,2.01674,0.692024,1.57276,-1.69377,1.69293,-1.1681,-1.64456,0.0447258,1.30879,0.552773,-1.20809,0.831603,-0.336252,-0.137756,0.00407872,-0.259058,0.203475,-0.179254,0.370047,-0.383298,0.17185,-0.788349,-0.2838,-2.25773,1.34224,0.772741,0.0478167,0.190231,-0.468184,0.251953,-0.135529,0.633251,-2.04041,0.824499,1.76683,0.423684,0.0759901,-1.04348,0.380495,-0.531255,0.745733,-1.6104,0.587305,1.71963,0.424769,-0.0843315,-1.36644,0.210549,-0.302022,-1.38934,-0.953938,-0.131059,0.719081,0.0558523,-0.167539,-1.27354,-0.540805,0.373161,-0.55981,-1.76573,0.704813,1.27527,0.237123,-0.296859,-1.47516,-0.511842,0.13946,-0.506963,-1.52966,0.814457,1.20387,0.441153,2.10858,0.575435,-0.916055,1.24111,1.13324,-1.5877,0.71602,0.792949,-1.14907,1.05796,1.15813,-6.75853,-9.7465,0.265126,-4.21623,7.17994,-4.12765,9.72197,6.91217,-0.0503249,0.475966,0.403385,0.102892,0.215799,0.124451,-0.178508,0.397753,0.0394316,0.0902001,0.0309514,0.0703429,-0.0757554,0.0757177,-0.0522441,-0.0735544,0.266307,0.112476,-0.245816,0.169211,-0.068419,-0.0280299,0.00082992,-0.052712,-0.138517,0.285951,-0.29619,0.132795,-0.60919,-0.219304,-1.74464,1.0372,0.0844839,0.336105,-0.827202,0.445158,-0.239457,1.11885,-3.60506,1.45675,0.728579,0.130675,-1.79439,0.654309,-0.91356,1.28238,-2.76929,1.00995,0.305443,-0.0606412,-0.982581,0.151402,-0.217178,-0.999049,-0.685959,-0.0942423,0.0712268,-0.213657,-1.62411,-0.689673,0.475881,-0.713909,-2.25179,0.898827,0.285465,-0.357379,-1.7759,-0.616191,0.167892,-0.610317,-1.84151,0.980501,-0.52713,0.714178,0.652103,-0.913619,0.412023,0.456291,-0.661213,0.608788,0.666426,-27.6111,-0.233275
-2015.14,0.763341,0.0219217,8,255,0,2069.22,-0.418569,10.0346,-1.49003,-1.78695,-0.057419,-0.793953,1.54704,-0.779594,1.51636,1.31797,5.08302,0.117129,1.09649,-0.0311328,1.8437,-0.0543031,1.93482,-0.426855,-0.897043,0.275467,-0.793293,1.32372,-1.96289,-0.896807,0.552304,-1.29614,0.383181,1.02175,0.0101802,-0.313199,-0.798438,2.1136,-0.532668,0.655892,0.697313,0.113263,-1.09175,0.177902,-0.268759,0.188761,-1.40466,1.2542,0.386552,-0.556823,-1.63091,-1.4129,0.412141,-0.0446681,0.202802,-1.18959,0.386322,-0.251181,1.08496,-3.12293,0.381552,0.898787,-0.207697,0.091975,-1.02137,0.103463,0.0507269,0.263526,-2.38888,0.393684,1.08348,-0.249431,-0.474348,-1.12861,-0.352385,-0.338181,-0.994586,-1.55379,1.57345,0.565375,0.117429,-0.167106,-0.97321,-0.16814,-0.226936,-0.281083,-0.812824,0.0535493,2.68958,0.110093,-0.515565,-1.88318,-0.793242,-0.176799,-0.510977,-1.82329,0.753994,0.998888,0.402956,1.85791,0.730071,-0.568187,1.03502,1.13274,-0.947635,1.00278,1.19989,-0.584959,1.03237,1.18264,-7.57386,-9.08311,-0.291862,-4.03568,7.86366,-3.96269,7.70769,6.69926,0.0322653,0.302046,-0.00857606,0.507879,-0.0149587,0.532978,-0.117584,-0.247105,-0.00807587,0.0134757,-0.0199826,-0.00912966,0.00562256,-0.0131949,0.00390086,0.0104016,-0.0557188,-0.142044,0.376015,-0.0947629,0.116685,0.124054,0.0201498,-0.194224,-0.110767,0.0777962,-0.578919,0.516909,0.159314,-0.229489,-0.672164,-0.582312,-0.0401471,0.182276,-1.06919,0.347222,-0.225758,0.975151,-2.80685,0.342934,-0.225036,0.0996532,-1.10664,0.1121,0.0549616,0.285526,-2.58831,0.426549,-0.141022,-0.268185,-0.638086,-0.19923,-0.191199,-0.562314,-0.878477,0.889588,0.315833,-0.449445,-2.61752,-0.452225,-0.610361,-0.755995,-2.18615,0.144025,0.109971,-0.514992,-1.88109,-0.79236,-0.176602,-0.510408,-1.82126,0.753156,-0.414817,0.75564,0.826979,-0.691841,0.732099,0.876001,-0.427061,0.753703,0.863413,-26.6771,-0.418569
-2012.69,0.877346,0.0219217,8,255,0,2058.21,-0.237769,8.55504,-1.36206,-1.90285,-0.0964363,-0.911353,1.20763,-0.665566,2.02669,1.23223,4.66171,0.490425,1.53613,0.907883,0.122686,0.429506,1.51942,-1.03621,0.222499,0.266935,0.935026,1.85619,-2.15285,-1.41301,-0.55273,-1.41718,1.04149,-0.0312255,0.00540769,1.03083,-0.467577,-0.858893,0.0632656,1.40838,0.222859,-0.731222,-1.1125,0.124184,-0.317937,0.42398,-1.15287,1.20186,0.631062,-0.501095,-1.12608,-1.63978,0.497559,-0.136083,0.296482,-1.06653,0.220984,-0.0415153,0.836429,-2.26897,1.02503,1.11586,0.105909,0.152748,-0.944753,0.167322,0.0214128,0.0229621,-1.51823,0.142,1.56794,-0.110036,-0.636914,-1.29685,-0.498336,0.121239,-1.61281,-1.72148,1.52729,0.540264,0.0124225,-0.131288,-0.689109,-0.171675,0.289824,-0.195843,-0.811025,0.344388,2.51224,0.294671,-0.530426,-2.03094,-0.640725,-0.148888,-0.312614,-1.86281,0.900858,0.895456,0.398739,1.96649,0.722179,-0.677271,0.890318,0.990638,-1.14279,0.743101,0.800486,-1.05351,0.734976,0.838258,-6.34954,-8.87052,-0.449558,-4.24847,5.62964,-3.10268,9.44784,5.7443,0.130912,0.410047,0.242346,0.0327493,0.11465,0.405586,-0.2766,0.0593928,0.00505634,0.0100377,-0.0116419,-0.00764114,-0.00298899,-0.00766366,0.00563203,-0.000168858,0.128012,-0.0580656,-0.106661,0.00785656,0.174899,0.0276755,-0.0908059,-0.138154,-0.158192,0.210955,-0.573619,0.597997,0.313991,-0.249324,-0.560291,-0.815888,-0.151849,0.330832,-1.1901,0.246586,-0.0463251,0.933335,-2.53185,1.14379,0.166059,0.239499,-1.48132,0.262351,0.033574,0.0360033,-2.38049,0.222648,-0.0594485,-0.344102,-0.70064,-0.269233,0.0655013,-0.871344,-0.930054,0.82514,0.0312084,-0.329828,-1.73121,-0.43129,0.728108,-0.492006,-2.03749,0.865185,0.263865,-0.474973,-1.81862,-0.573741,-0.133323,-0.279933,-1.66806,0.806679,-0.489111,0.642969,0.715418,-0.825301,0.536652,0.578094,-0.76082,0.530784,0.605372,-26.0238,-0.237769
-2023.33,0.918483,0.0219217,8,255,0,2069.15,0.077921,5.59801,-1.53748,-1.36155,-0.195316,-0.587601,1.14951,-0.652231,0.803091,1.23558,5.27519,0.0817524,0.394685,0.771525,-0.2083,0.303951,0.186744,-0.30592,-1.60241,0.533117,0.684494,0.466328,1.30216,-0.256179,0.273685,1.33862,-1.20981,-0.829865,0.00878495,0.43215,-0.685327,-0.793462,-0.347983,0.0163117,-0.556142,0.370605,-2.0196,0.212252,-0.390489,0.119123,-0.506696,-0.195899,-1.17162,0.435294,-1.88711,1.78497,0.444306,-0.225702,0.0911245,-0.467394,0.112349,-0.0117273,0.553112,-1.59605,0.0814617,1.9203,0.0361389,0.0381451,-1.52798,-0.0561571,0.0459648,1.07727,-2.50715,0.181625,0.902864,0.35084,-0.812787,-1.13099,-0.434188,-1.50605,-0.746505,0.261763,-0.752472,0.392049,0.0171231,-0.440173,-1.84744,-0.656024,0.27292,-0.147185,-2.23834,0.418367,1.06644,-0.312863,-0.690669,-1.83888,-1.25363,0.146044,-0.836819,-0.953541,0.541585,0.792996,0.402543,2.0301,0.580321,-1.39821,0.539838,0.623085,-2.09785,0.358831,0.398825,-1.60905,0.417656,0.530199,-8.11048,-7.18243,-1.03033,-3.0997,6.06387,-3.44064,4.23646,6.5179,0.0435836,0.210414,0.411313,-0.111048,0.162042,0.0995565,-0.163091,-0.854274,0.00601325,0.00409667,0.0114394,-0.00225052,0.00240431,0.0117597,-0.0106281,-0.00729032,0.0917248,-0.145462,-0.168414,-0.0738601,0.0034622,-0.118042,0.0786618,-0.428665,-0.173497,0.052927,-0.225128,-0.0870391,-0.520557,0.193404,-0.838453,0.793073,-0.433415,0.174986,-0.897537,0.215744,-0.02252,1.06214,-3.0649,0.156431,0.0326286,0.0344398,-1.37956,-0.0507022,0.0415,0.972633,-2.26362,0.163983,0.137547,-0.318652,-0.443405,-0.170223,-0.590444,-0.292666,0.102624,-0.295006,0.0182608,-0.469419,-1.97019,-0.699612,0.291054,-0.156964,-2.38706,0.446164,-0.248099,-0.547698,-1.45822,-0.994125,0.115812,-0.663594,-0.756155,0.429475,-0.811412,0.313279,0.361589,-1.21743,0.208237,0.231446,-0.933765,0.242374,0.307685,-24.6601,0.077921
