# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_part_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0189333
# Diagonal elements of inverse mass matrix:
# 0.0743272, 6.82663, 0.323604, 0.102189, 0.0177048, 0.0384499, 0.13002, 0.0871786, 0.250058, 0.242952, 0.0634196, 0.281405, 0.213158, 0.427098, 0.359658, 0.682528, 0.45313, 0.640197, 0.639177, 0.235706, 0.743028, 0.479378, 0.805865, 0.712217, 1.00346, 0.774474, 0.781264, 0.85611, 1.42388, 0.615378, 0.434047, 0.786032, 0.628854, 0.80194, 0.7594, 0.881325, 0.76009, 1.16008, 0.260351, 0.168078, 0.473963, 0.364728, 0.635567, 0.451721, 0.779706, 0.510682, 0.469587, 0.0824922, 0.0230757, 0.178497, 0.0894832, 0.183422, 0.180749, 0.366852, 0.278646, 0.132547, 0.113206, 0.0639017, 0.304841, 0.161715, 0.311051, 0.236717, 0.481316, 0.369177, 0.280396, 0.242921, 0.0888751, 0.343605, 0.206713, 0.480429, 0.419195, 0.513299, 0.414246, 0.247021, 0.0651418, 0.0380898, 0.296332, 0.105122, 0.172118, 0.171602, 0.314863, 0.273221, 0.122593, 0.0443051, 0.0317313, 0.207053, 0.103487, 0.142779, 0.16694, 0.260814, 0.209788, 0.0950424, 0.0185702, 0.00165771, 0.0257448, 0.079239, 0.154918, 0.15536, 0.16369, 0.22021, 0.142825, 0.149541, 0.170475, 0.146768, 0.157832
-1961.11,0.912703,0.0189333,8,255,0,2027.76,0.0311134,10.9751,-0.910948,-1.06066,0.0295344,-0.434121,1.15952,0.812795,-1.16637,0.013517,7.11039,-0.343656,1.01841,-0.375464,1.17748,0.395354,-0.0527806,-0.833317,0.456287,0.439702,0.206197,0.818066,-0.775826,1.01005,-1.10675,1.23171,0.217126,0.839006,0.0487821,0.286734,-0.509967,-1.39188,0.407548,-1.14478,-1.68913,1.54578,-0.991863,0.232074,0.303088,0.166896,0.335937,0.67304,-1.51167,0.0204729,-2.27729,1.04925,0.731514,0.259088,0.117508,0.899705,0.592209,-0.628898,0.399733,-2.29061,0.835007,0.934582,0.689478,0.409202,0.8263,0.14419,-0.35179,0.0770874,-1.41854,1.0993,0.641419,-0.110458,-0.647058,1.57323,0.0271052,-0.442864,-2.16272,-1.30743,1.75968,0.536305,0.352152,-0.442272,1.85949,-0.685293,-0.0278984,-0.876835,-1.60821,1.68473,0.827355,-0.229679,-0.574315,2.043,-0.81441,-0.453407,-1.21527,-1.6997,0.862805,0.880844,0.262683,0.375711,1.84664,1.07872,-0.742679,0.264602,0.41221,-1.03932,0.118293,0.325737,-0.817994,0.21335,0.385605,-6.47719,-7.54173,0.210001,-3.08677,8.24461,5.77928,-8.29331,0.0961111,-0.151106,0.447798,-0.165092,0.517738,0.173838,-0.0232077,-0.366411,0.20063,0.0100587,0.039907,-0.0378464,0.0492725,-0.0539898,0.0600856,0.0105919,0.0409285,0.0665434,-0.11835,-0.323019,0.0945811,-0.265673,-0.392004,0.358735,-0.230185,0.221713,0.122086,0.245743,0.492338,-1.10581,0.0149762,-1.66587,0.767539,0.242139,0.109821,0.840848,0.553468,-0.587757,0.373584,-2.14076,0.780383,0.442245,0.26247,0.530005,0.0924862,-0.225645,0.0494454,-0.909877,0.705113,-0.059239,-0.347021,0.84373,0.0145367,-0.23751,-1.15988,-0.701184,0.943723,0.291355,-0.365916,1.53846,-0.566981,-0.0230819,-0.725454,-1.33056,1.39387,-0.202311,-0.505882,1.79957,-0.717368,-0.39938,-1.07047,-1.49717,0.759996,-0.801145,0.285433,0.44466,-1.12113,0.127605,0.35138,-0.882388,0.230146,0.415961,-27.2213,0.0311134
-1957.66,0.985471,0.0189333,8,255,0,1999.72,-0.133036,10.2558,-1.28121,-1.27055,-0.0409616,-0.663926,0.922408,0.756649,-1.38642,0.232724,7.13006,0.36596,0.487017,-1.0185,0.224677,-0.368447,-0.105939,-0.378737,0.252221,0.622646,1.56128,-0.181218,0.132153,0.327909,0.281812,0.633848,-0.166773,-0.154641,0.0516659,-0.326927,-0.111446,0.857774,-0.32193,-1.0814,-1.74674,0.677079,-0.0493997,0.23418,0.469273,0.15547,1.01441,0.349952,-0.707852,-0.578783,-2.15948,1.19102,0.769919,0.33682,0.325673,0.958816,0.389457,-0.617544,0.44985,-1.65204,0.850047,0.98129,0.0433291,0.133979,1.28664,0.112875,-0.164085,-0.139553,-1.73848,0.82176,1.31762,0.646031,-0.455359,1.9364,0.151785,-1.60553,-2.66146,-1.08917,0.570149,0.398025,0.287357,-0.395343,2.15136,-0.477785,0.110927,-0.988263,-1.44384,1.20462,1.08925,-0.474987,-0.475552,2.50253,-0.713293,-0.782361,-1.07833,-2.25259,0.794186,1.08134,0.262474,0.379058,1.61481,1.11287,-0.597103,0.419637,0.55429,-0.851101,0.247269,0.481981,-0.610972,0.35638,0.522089,-9.13511,-9.05914,-0.292059,-4.73383,6.57683,5.39496,-9.88529,1.65934,0.227864,0.303239,-0.634163,0.139894,-0.229412,-0.0659622,-0.235819,0.157044,0.080665,-0.0093628,0.0068278,0.0169417,0.01456,0.0327483,-0.00861647,-0.00798964,-0.0765597,-0.0260985,0.200873,-0.0753895,-0.253241,-0.40905,0.158558,-0.0115684,0.361303,0.119699,0.781014,0.269434,-0.544988,-0.445616,-1.66262,0.916992,0.330518,0.31958,0.940877,0.382171,-0.60599,0.441433,-1.62113,0.834143,0.0570911,0.176533,1.69529,0.148726,-0.216201,-0.183877,-2.29065,1.08276,0.257136,-0.181244,0.770738,0.0604143,-0.63904,-1.05933,-0.433516,0.226934,0.313004,-0.430627,2.34337,-0.520427,0.120828,-1.07647,-1.57271,1.31213,-0.513622,-0.514233,2.70608,-0.77131,-0.845997,-1.16604,-2.43581,0.858784,-0.664499,0.467002,0.616854,-0.947166,0.275179,0.536383,-0.679934,0.396606,0.581018,-27.2722,-0.133036
-1978.61,0.986432,0.0189333,8,255,0,2020.57,-0.31294,11.2799,-1.72524,-1.24919,0.141369,-0.522923,1.5411,-0.173519,-1.16455,1.70116,5.11282,-0.0509681,1.48835,-2.27972,1.65358,0.638113,1.72386,-1.70457,-0.797126,0.239007,-2.81406,0.428351,-0.315061,-0.310035,-0.310848,-0.520441,0.414067,0.541869,0.0592668,-0.521866,0.197172,-0.917201,0.129728,1.28058,2.38789,-0.187605,-0.731124,0.150895,0.408311,0.432361,0.9506,0.758235,1.00581,0.604942,-1.05704,-1.06118,0.801537,0.276267,0.208014,0.961453,0.222976,0.238307,0.537002,-0.988842,-0.0475021,1.04125,0.130013,0.410185,1.13275,0.144765,0.494251,0.294982,-1.94939,1.09189,0.739659,-0.178663,-0.237803,0.939517,-0.135974,0.250477,-0.413167,-1.50079,0.709023,0.388892,0.0463154,-0.176692,1.72648,-0.437251,-0.0417969,-0.204261,-1.58948,-0.225625,1.17689,0.323174,-0.393177,1.56283,-1.02423,1.5728,-1.09463,-1.08379,1.30578,0.9245,0.260759,0.420065,1.98837,0.454894,-1.12482,1.69405,1.66127,-1.84669,1.29648,1.47735,-1.56692,1.45744,1.66252,-8.82087,-6.38689,0.722796,-2.67361,7.87935,-0.887171,-5.95414,8.69775,-0.0121817,0.355726,-0.54487,0.395217,0.152514,0.412015,-0.407405,-0.190519,-0.16678,0.025387,-0.0186727,-0.0183748,-0.018423,-0.0308449,0.0245404,0.0321149,-0.078747,0.0297522,-0.138401,0.0195753,0.193234,0.360321,-0.0283087,-0.110323,0.327277,0.346554,0.761941,0.607753,0.806196,0.484883,-0.847255,-0.850578,0.287662,0.216595,1.00111,0.232173,0.248136,0.559152,-1.02963,-0.0494614,0.0961655,0.303397,0.837846,0.107076,0.365577,0.218186,-1.44188,0.807629,-0.0694805,-0.0924795,0.365371,-0.0528793,0.0974084,-0.160677,-0.583645,0.275733,0.0545083,-0.207948,2.03188,-0.514598,-0.0491905,-0.240394,-1.87065,-0.265537,0.298775,-0.363492,1.44483,-0.946903,1.45405,-1.01198,-1.00196,1.20719,-0.511672,0.770613,0.755701,-0.840049,0.589762,0.672037,-0.712783,0.662979,0.75627,-26.4611,-0.31294
-1978.46,0.940966,0.0189333,8,255,0,2037.51,-0.145257,6.18014,-1.85716,-1.56079,-0.169002,-0.616317,1.10223,1.66553,-1.46636,0.0181629,4.21625,0.102639,0.249841,-0.371132,-0.00061535,0.195868,-0.182187,-0.34119,0.180787,0.407597,-1.57005,-0.3466,-2.54044,1.46149,-1.53518,1.61263,0.457226,-0.989369,0.187443,-1.21374,-1.57384,-0.392247,-0.847187,-0.685715,-1.85963,0.631622,-0.405266,0.207477,0.702868,0.220631,1.07911,1.20868,-0.623248,-0.929318,-1.53441,0.603021,0.539176,-0.103661,-0.0890693,0.817947,0.926407,-1.08801,0.0615021,-2.15529,0.0628417,1.07833,-0.0803356,0.0754001,0.949504,0.315788,-0.580042,-0.305675,-1.69207,0.918512,0.846607,-0.00669461,-0.540095,0.760293,-0.249396,-0.629932,-1.66547,0.0491921,0.387489,0.862653,0.302929,-0.462389,1.51024,-0.256563,-0.222033,-1.14601,-0.804885,0.68296,0.950535,-0.403479,-0.566383,1.74388,-0.120683,-1.14511,-0.933791,-2.00748,0.593183,1.12261,0.301921,0.366371,1.62712,0.832068,-0.629668,0.65103,0.725921,-1.13757,0.54698,0.556311,-1.01064,0.49392,0.536661,-7.83023,-6.58069,-0.712552,-2.59854,4.64729,7.02229,-6.18255,0.0765792,0.0418353,0.101834,-0.151272,-0.000250815,0.0798352,-0.0742588,-0.139068,0.0736883,-0.294295,-0.0649676,-0.476188,0.273946,-0.28776,0.302276,0.0857038,-0.18545,-0.251822,-0.326534,-0.0813822,-0.175772,-0.14227,-0.38583,0.131047,-0.0840833,0.378969,0.118959,0.581829,0.65169,-0.33604,-0.501065,-0.827317,0.325134,-0.111781,-0.0960462,0.882018,0.998974,-1.17324,0.0663197,-2.32412,0.0677642,-0.0680126,0.0638342,0.803856,0.267348,-0.491067,-0.258786,-1.43251,0.777618,-0.00577512,-0.465914,0.655869,-0.215142,-0.543412,-1.43672,0.0424357,0.334268,0.287945,-0.439517,1.43554,-0.243872,-0.21105,-1.08932,-0.765071,0.649177,-0.452948,-0.635827,1.9577,-0.135479,-1.28551,-1.04828,-2.25362,0.665913,-0.523926,0.541701,0.604016,-0.946535,0.455124,0.462888,-0.840918,0.410975,0.446539,-24.1399,-0.145257
-1970.87,0.995411,0.0189333,7,127,0,2030.24,-0.181164,8.19019,-1.84831,-1.70693,-0.149294,-0.701713,1.1975,1.716,-1.133,0.0767447,5.66313,0.0615106,0.69333,-0.352403,0.5234,0.524393,0.294986,-0.389131,-0.123533,0.41354,-0.265773,-1.04781,-2.02106,0.887006,-1.1232,1.3993,-0.0399778,-0.417565,0.086556,-1.17901,-1.56177,-0.840731,-0.379706,0.585226,-1.6442,0.159287,-0.236061,0.137373,0.949792,0.140264,1.45146,1.09321,0.0401691,-0.722261,-1.44707,0.70367,0.416513,0.0550643,0.228063,0.522376,0.623589,-0.955362,0.0850446,-1.94682,0.270854,0.996196,-0.0181372,0.317761,1.19825,0.363141,-0.321751,0.184905,-1.45473,0.539547,0.664402,-0.108593,-0.424579,0.585359,-0.697002,-0.841819,-1.88498,-0.0561614,0.560377,0.972913,0.084056,-0.492966,1.2229,-0.329263,-0.052103,-0.975221,-1.18354,0.474161,1.15996,-0.375719,-0.584188,1.62291,-0.480814,-1.21308,-1.43606,-1.26789,0.525195,1.07677,0.269463,0.380937,1.70362,0.8914,-0.787764,0.598682,0.672749,-1.15396,0.440474,0.442852,-0.791296,0.531934,0.585581,-10.4672,-9.66658,-0.845469,-3.97389,6.78159,9.71796,-6.41634,0.434615,0.0254371,0.286719,-0.145733,0.216447,0.216857,0.121988,-0.160921,-0.051086,-0.0230043,-0.0906942,-0.174935,0.0767757,-0.0972197,0.121117,-0.00346032,-0.0361428,-0.161964,-0.214545,-0.115494,-0.0521614,0.0803944,-0.225869,0.0218817,-0.0324285,0.3956,0.0584216,0.604551,0.455334,0.016731,-0.300831,-0.602722,0.293088,0.0548548,0.227195,0.520389,0.621217,-0.951728,0.0847211,-1.93941,0.269824,-0.0120504,0.211121,0.796123,0.241272,-0.213772,0.122851,-0.966526,0.358476,-0.105652,-0.413079,0.569503,-0.678122,-0.819017,-1.83392,-0.0546402,0.545198,0.0975021,-0.571823,1.41852,-0.381934,-0.0604376,-1.13122,-1.37287,0.55001,-0.404561,-0.629034,1.74749,-0.517724,-1.3062,-1.5463,-1.36522,0.565512,-0.702212,0.533665,0.599688,-1.02864,0.392638,0.394758,-0.705361,0.474166,0.521987,-25.7295,-0.181164
-1968.1,0.999468,0.0189333,8,255,0,2025.66,0.21777,9.50973,-2.53215,-1.93774,0.0398659,-0.806661,2.3161,0.162402,-0.287529,1.18768,3.75862,-0.76982,1.30154,-0.611739,1.20545,0.0166636,1.69502,0.724148,-1.37701,0.33614,-1.32028,0.501871,1.38056,-0.624138,0.118745,-1.43195,0.987933,0.794488,0.0526834,-1.06973,-0.293112,0.138133,1.15537,-1.19065,2.16502,1.82082,-0.979201,0.177472,0.340042,0.265133,0.363375,0.948138,-1.36835,0.151249,-0.824147,-1.22456,0.815474,-0.196185,0.309265,1.08794,0.0629715,-0.057975,1.2622,-1.72568,0.430901,0.863197,-0.278333,0.183608,1.0976,-0.0159181,-0.365569,0.473891,-1.47803,-0.437824,1.13585,-0.812943,-0.273424,1.71685,-0.103668,-1.02088,-0.203355,-0.976209,0.250743,0.612285,-0.465694,-0.298579,2.28261,-0.193438,-0.225961,-0.186054,-1.5787,-0.152205,1.01145,-0.236826,-0.269423,1.66891,-0.66314,0.807245,-0.266668,-1.17848,0.294778,1.10588,0.289313,0.395821,2.09143,1.13026,-0.934443,0.118091,0.147454,-1.23955,-0.0406499,0.166631,-1.14893,0.0463204,0.112053,-9.51739,-7.28322,0.149841,-3.03193,8.70534,0.610409,-1.08071,4.46402,-0.258767,0.437499,-0.20563,0.405199,0.00560131,0.569762,0.243415,-0.462867,-0.0695566,0.0264402,0.0727327,-0.0328817,0.0062559,-0.07544,0.0520477,0.0418563,-0.189847,-0.0520191,0.0245147,0.205046,-0.211307,0.38423,0.323144,-0.173781,0.277295,0.216209,0.296323,0.773181,-1.11585,0.12334,-0.67207,-0.998593,-0.169346,0.266957,0.939105,0.0543568,-0.0500439,1.08952,-1.4896,0.371952,-0.316145,0.208551,1.24671,-0.0180806,-0.415232,0.53827,-1.67882,-0.497303,-0.497753,-0.167413,1.0512,-0.0634745,-0.625069,-0.124511,-0.597718,0.153526,-0.471027,-0.301998,2.30875,-0.195653,-0.228549,-0.188185,-1.59678,-0.153948,-0.261901,-0.297949,1.84562,-0.733353,0.892717,-0.294903,-1.30326,0.325989,-1.05616,0.133473,0.166661,-1.40102,-0.0459448,0.188336,-1.29859,0.052354,0.126649,-25.3326,0.21777
