# 0.117362, 1.52995, 0.170882, 0.0423302, 0.00218259, 0.00208062, 0.00622446, 0.073184, 0.0353563, 0.31187, 0.058398, 0.084305, 0.0102904, 0.0951025, 0.154412, 0.088744, 0.138865, 0.10709, 0.131288, 0.0694653, 0.0474699, 0.00874901, 0.109857, 0.201192, 0.0496547, 0.0854386, 0.0671404, 0.055293, 0.0780655, 0.0775387, 0.0119555, 0.0997715, 0.186158, 0.0606103, 0.0950528, 0.0633255, 0.0690798, 0.0747319, 0.405812, 0.290924, 0.748001, 0.539106, 0.845534, 0.709082, 0.864139, 0.824882, 0.735371, 0.482606, 0.413708, 0.519241, 0.593828, 0.676958, 0.699949, 0.889617, 0.776717, 0.728262, 0.586135, 0.518103, 0.784833, 0.573746, 0.851131, 0.664608, 0.832561, 0.828733, 0.886979, 0.0510858, 0.0223069, 0.136755, 0.109172, 0.261317, 0.146026, 0.270397, 0.320737, 0.12748, 0.44968, 0.614437, 0.683165, 0.679342, 0.732963, 0.693535, 0.823146, 0.907813, 1.15667, 0.268773, 0.242289, 0.415063, 0.457035, 0.592578, 0.475279, 0.594607, 0.583105, 0.411311, 0.17227, 0.0673845, 0.10149, 0.00726827, 0.0980294, 0.0846038, 0.102681, 0.106688, 0.0863636, 0.00230018, 0.0294465, 0.0668488, 0.158029, 0.203834, 0.219211, 0.272472, 0.142662, 0.144312, 0.239495, 0.142024, 0.142549
-464.585,0.846619,0.00823165,9,511,0,518.58,-0.284245,-6.7485,-0.458564,0.688289,-0.133922,0.102463,-0.232646,-0.926451,0.445812,-1.91765,17.5747,-0.916477,-0.183178,0.990391,-0.909078,-0.141216,-0.855229,-0.0400233,0.910124,1.17756,-1.14715,-0.45339,1.81404,-2.08985,0.480072,-1.35453,0.609508,0.405048,0.653032,-0.985937,-0.340544,1.28408,-1.48257,0.822366,-1.14196,0.0784408,0.798866,0.920969,0.511579,-0.908702,0.169344,0.901732,0.689597,-0.582748,0.893679,0.10973,0.0116419,2.22945,0.988386,-1.39944,0.78362,0.232161,-0.384532,-0.241262,0.221343,0.0219694,-0.186376,0.952166,-0.317382,0.582632,-0.454974,-0.571285,0.0966064,1.13476,0.00505766,0.138965,-0.242743,-1.26664,1.07211,1.11447,0.0930128,2.15639,-1.44603,0.527594,-0.379211,-0.799732,1.71279,-0.29926,-0.495861,-0.0910123,0.0212072,-0.563542,0.12814,-0.0982929,-1.31288,1.08256,-1.07366,-0.0773531,-0.0577567,-0.0237803,-1.12653,0.146383,-1.44402,0.737108,1.04039,0.1027,-0.706044,0.669405,-0.440883,0.351896,0.114069,0.175047,2.24803,0.789031,-0.26599,1.42589,1.54235,-1.15877,0.638302,0.694887,-1.00185,0.658879,0.616756,-8.05913,12.0965,-2.35364,1.80076,-4.08869,-16.2821,7.83503,-33.7022,-1.07921,-0.215703,1.16625,-1.0705,-0.166291,-1.00709,-0.0471299,1.07173,-0.749124,-0.296078,1.18463,-1.36474,0.313502,-0.88455,0.398028,0.264509,-0.908018,-0.313631,1.1826,-1.3654,0.757374,-1.05171,0.0722416,0.735731,0.00595574,-0.010579,0.00197148,0.0104979,0.00802821,-0.00678429,0.0104041,0.00127746,0.0489797,0.0217142,-0.0307448,0.0172156,0.00510044,-0.00844792,-0.00530037,0.00486277,-0.000942628,0.00481573,-0.00160521,0.00294676,-0.00230111,-0.00288937,0.000488602,0.00573925,0.0733171,-0.12807,-0.668269,0.565638,0.587988,0.0490729,1.1377,-0.762914,-0.0485921,-0.102478,0.219476,-0.0383472,-0.0635396,-0.0116623,0.00271748,-0.0722122,-0.0143884,-0.192183,0.158469,-0.157165,-0.0113232,-0.00845459,-0.00348103,-0.164904,-0.164717,0.0840811,0.118677,0.0117149,-0.0805377,0.0763583,-0.050291,0.0401404,-0.209875,1.12507,1.21696,-0.914305,0.50364,0.548287,-0.790491,0.519876,0.48664,-28.267,-0.284245
-461.248,0.927657,0.00823165,9,511,0,512.109,-0.794172,-6.95986,-0.990699,0.80576,-0.155602,0.152995,-0.295885,-0.95895,0.614397,-2.03365,17.1311,-0.572328,-0.170028,0.546847,-0.834031,0.13152,-0.752601,-0.00831847,0.6951,1.62093,-0.863065,-0.443976,1.2593,-2.17293,0.87101,-1.15482,0.97312,1.17817,0.722996,-1.00778,-0.463917,1.11552,-1.98558,1.09106,-1.18277,0.622217,1.00871,0.755709,-1.6777,-0.272439,-0.927914,0.557115,-0.951469,0.558684,-1.03957,-0.665672,0.203822,-0.126427,0.00251086,1.08564,0.684446,-0.28452,1.49573,0.603076,0.893682,0.0295642,0.272794,-1.63595,-2.03581,-1.55487,-0.0266381,1.12706,0.0826302,-0.531902,0.0333823,-0.0836676,-0.328936,-1.13293,1.19426,0.00741721,-0.0167211,1.03454,-1.33147,0.520055,0.176299,-1.79681,0.0878999,-0.548802,1.4272,-1.02207,0.686358,2.03899,0.0729192,-0.0285971,-0.964638,0.581682,-1.02653,1.31699,0.209417,0.447485,2.30018,0.230745,-1.80367,1.20679,1.49503,0.0276431,-1.00284,0.710599,-0.712573,0.102206,0.0921573,0.16199,1.89324,1.46375,0.182944,1.1475,1.18923,-0.286948,0.695511,0.728778,-0.192086,0.689443,0.674682,-16.9718,13.8036,-2.66564,2.62098,-5.06884,-16.4279,10.5253,-34.8388,-0.927707,-0.275604,0.886403,-1.35191,0.213186,-1.21992,-0.0134837,1.12671,-0.623993,-0.320993,0.91047,-1.57102,0.629737,-0.83493,0.703562,0.851814,-0.761586,-0.350586,0.843006,-1.50052,0.82452,-0.893827,0.470215,0.762293,-0.341952,-0.0555291,-0.189129,0.113552,-0.19393,0.113872,-0.211888,-0.135679,-0.0037377,7.42314e-05,0.0320959,0.0202351,-0.00841161,0.04422,0.0178295,0.026421,0.00910649,-0.0546119,-0.0679599,-0.0519051,-0.00088924,0.0376238,0.00275838,-0.0177561,-0.0435117,-0.171064,-0.589184,0.621082,0.00385736,-0.00869589,0.538015,-0.692439,0.0128556,-0.131022,0.00640959,-0.0400182,0.10407,-0.0745284,0.0500487,0.148681,-0.00659864,-0.222585,0.13422,-0.236867,0.303889,0.0483218,0.103255,0.530754,-0.166221,0.111215,0.137778,0.00254751,-0.092419,0.0654869,-0.0656688,0.00941899,0.267785,1.67965,1.74074,-0.42002,1.01805,1.06675,-0.281166,1.00917,0.987564,-28.5697,-0.794172
-467.732,0.980547,0.00823165,9,511,0,521.829,-0.43931,-6.28622,-0.548665,0.941501,-0.178943,0.162749,-0.287849,-1.24562,0.558906,-2.69923,12.9432,-0.489245,-0.135657,0.384907,-0.712873,0.28296,-0.74812,0.261642,0.340734,1.73694,-1.08861,-0.285877,1.37855,-1.84977,0.63074,-1.17509,0.256501,0.573413,0.779378,-1.39605,-0.444466,1.40659,-2.06207,0.682422,-1.49009,0.645545,0.770757,0.706215,-0.361746,-1.45372,-1.7883,2.02781,0.615647,0.607234,-1.76711,-0.28309,0.0674747,0.121945,0.51343,3.05184,-0.548857,0.543248,1.34719,-0.20651,-0.236174,0.0112144,-0.475337,0.438396,-1.14847,-0.0705047,0.205054,-0.917431,0.748245,0.445763,0.107254,-0.889763,-0.350603,-1.8015,1.35745,0.269611,-0.168922,1.10392,-0.197719,0.261393,-0.372617,-0.567561,0.631077,-0.229795,-0.0540184,-0.88882,0.228215,-0.346669,0.218067,-1.3731,-1.38802,0.677482,-1.75805,0.230587,-0.0764868,0.0154082,0.544187,0.124823,-1.81829,0.857639,1.14025,0.151213,-1.26827,1.39951,-0.476938,0.135545,0.0916611,0.166356,2.07805,0.970906,-0.0671539,1.32487,1.42347,-0.802597,0.690828,0.714409,-0.647419,0.682494,0.654916,-7.10148,12.186,-2.31609,2.1065,-3.72569,-16.1223,7.23403,-34.9366,-0.849787,-0.235627,0.668559,-1.23821,0.491483,-1.29944,0.454456,0.591833,-0.848443,-0.222806,1.07441,-1.44167,0.491585,-0.915842,0.199911,0.446906,-0.985909,-0.313888,0.993357,-1.45626,0.481937,-1.05233,0.455893,0.54432,-0.0244087,-0.0980891,-0.120665,0.136826,0.0415406,0.040973,-0.119236,-0.0191014,0.00136754,0.0057578,0.0342244,-0.00615508,0.00609219,0.0151079,-0.00231588,-0.00264855,-0.0509819,0.0470198,-0.123179,-0.00756193,0.0219929,-0.0983983,0.0802524,0.04781,-0.232578,-0.0916452,-0.4709,0.354829,0.0704745,-0.044155,0.288558,-0.0516826,-0.0812556,-0.123766,0.137617,-0.0501108,-0.0117796,-0.193822,0.0497662,-0.0755972,-0.171395,-0.173257,0.0845657,-0.219446,0.0287827,-0.00954734,0.0019233,0.0679273,-0.166667,0.0786121,0.104517,0.0138603,-0.116251,0.128281,-0.0437167,0.0124242,-0.0652001,1.28632,1.38206,-0.779246,0.670729,0.693624,-0.628583,0.662638,0.635862,-27.0935,-0.43931
-462.364,0.995435,0.00823165,9,511,0,516.396,-0.302421,-8.96328,-0.292961,0.917499,-0.179358,0.168385,-0.317923,-1.05885,0.556793,-2.60852,15.1281,-0.654977,-0.192078,0.605622,-0.923259,0.0675923,-0.900365,-0.0935022,0.561647,1.30671,-0.829987,-0.401851,1.1814,-1.75901,0.585134,-1.23812,0.498313,0.43552,0.801448,-1.31004,-0.551583,1.41333,-1.89901,0.440202,-1.70944,0.445911,0.871139,0.690594,-0.716605,-0.439639,-0.733683,1.89316,0.00666121,1.11382,-1.3648,0.20305,0.0476405,0.782044,-0.290137,1.9812,-0.388355,0.39688,1.80244,-0.88311,0.957227,0.0259732,-0.345429,-0.137077,-2.30693,0.231326,-1.70974,-0.871425,-0.204431,1.75559,0.0316026,-0.929026,-0.786286,-1.2774,1.46869,0.357542,-0.177113,1.31783,-0.648855,0.212238,0.305995,-1.02782,0.0692739,0.0174621,0.360042,-0.876929,1.04229,0.896699,0.159011,-0.357424,-1.07667,0.826718,-1.25756,0.411259,0.167384,0.620825,0.258307,0.218585,-2.43281,1.03513,1.54523,0.179265,-0.968326,1.19931,-0.522588,0.194064,0.0734878,0.182334,2.33572,0.95547,-0.209777,1.20393,1.29955,-0.983788,0.564846,0.592569,-0.796879,0.56434,0.538618,-4.43195,13.88,-2.71334,2.54734,-4.80958,-16.0184,8.42322,-39.462,-0.855865,-0.25099,0.791372,-1.20643,0.0883234,-1.17652,-0.12218,0.733909,-0.665191,-0.322063,0.946829,-1.40976,0.468954,-0.992286,0.399372,0.349046,-0.904708,-0.38092,0.97604,-1.31145,0.304001,-1.18053,0.307943,0.601604,-0.0341394,-0.0209446,-0.034953,0.0901913,0.000317343,0.053063,-0.06502,0.00967342,0.0203121,-0.00753576,0.0514581,-0.0100868,0.0103082,0.0468149,-0.0229372,0.0248622,-0.0109165,-0.00433198,-0.0729052,0.00731049,-0.0540323,-0.0275393,-0.00646055,0.0554813,-0.197175,-0.16688,-0.271114,0.311711,0.0758839,-0.0375901,0.279694,-0.137712,0.0486565,-0.163434,0.0110153,0.00277666,0.0572506,-0.139441,0.165736,0.142585,-0.0781276,-0.235343,0.180708,-0.274885,0.0898952,0.0365877,0.135703,0.056462,-0.178782,0.0760691,0.113555,0.0131738,-0.0711601,0.0881347,-0.0384039,0.0142613,-0.200435,1.15032,1.24169,-0.939981,0.539694,0.566182,-0.761394,0.53921,0.514634,-28.5892,-0.302421
-475.096,0.91302,0.00823165,9,511,0,518.522,-0.229561,-7.53986,-0.27293,0.704808,-0.155122,0.105336,-0.22339,-0.879401,0.414243,-2.15739,16.6,-0.630722,-0.157336,0.660184,-0.944132,0.0972991,-0.774671,0.00231541,0.566051,1.21524,-0.761581,-0.276571,1.26879,-1.35783,0.253963,-0.744483,0.152247,0.443926,1.05186,-1.19916,-0.415272,1.41615,-1.78206,0.904689,-1.09724,-0.0590567,0.366199,0.752681,-1.08444,-0.731371,-2.01491,0.573966,-0.0301086,-1.10686,-1.11347,0.881539,0.0486267,-0.151352,1.33949,1.37486,-0.557095,-0.156667,0.720694,0.641961,-0.0454517,0.0518984,-0.403764,-0.796003,-0.0408469,-0.237326,0.422566,-1.63882,-0.446108,0.930743,0.0293021,-0.455564,-0.812758,-1.2515,1.55508,0.654655,-0.0257322,1.85515,-1.79877,0.208124,0.17246,-0.733328,0.686568,-0.803271,-0.107187,-0.78596,-0.277586,-0.593428,0.148771,-0.650573,-1.35255,1.03247,-1.65561,0.506898,-0.88801,-0.960038,-0.724451,0.147103,-1.92872,0.781838,1.15313,0.293441,-1.5127,1.26518,0.0553995,-0.216854,0.0916979,0.163183,1.99341,1.18557,-0.20276,0.936727,0.992398,-0.868223,0.383531,0.433869,-0.666104,0.383508,0.36899,-4.53065,11.6998,-2.57502,1.74859,-3.70828,-14.5981,6.87644,-35.8127,-0.766481,-0.191202,0.802284,-1.14735,0.118242,-0.941414,0.00281379,0.68789,-0.801078,-0.290914,1.33459,-1.42825,0.267134,-0.783094,0.160142,0.466948,-0.902589,-0.312567,1.06591,-1.34132,0.680942,-0.825871,-0.0444509,0.275631,-0.0527329,-0.0355642,-0.0979783,0.0279101,-0.00146408,-0.0538229,-0.0541445,0.0428664,-0.00785492,0.0695172,0.0713533,-0.0289123,-0.00813076,0.0374029,0.0333167,-0.00235887,-0.0118311,-0.0233246,-0.0011969,-0.00695414,0.0123821,-0.0480207,-0.0130719,0.0272727,-0.0948137,-0.169154,-0.260468,0.323648,0.136249,-0.00535549,0.386101,-0.374367,0.0256571,-0.109098,0.102141,-0.119503,-0.0159463,-0.116928,-0.0412967,-0.0882848,-0.0957013,-0.198965,0.15188,-0.243546,0.0745664,-0.130629,-0.141225,-0.106569,-0.17686,0.0716929,0.105739,0.0269079,-0.138711,0.116015,0.00508001,-0.019885,-0.240386,1.11056,1.17656,-1.02934,0.454704,0.514384,-0.789715,0.454677,0.437465,-28.4609,-0.229561
-476.713,0.855895,0.00823165,9,511,0,541.627,0.439832,-6.7768,-0.637426,0.842324,-0.142554,0.121028,-0.333682,-1.18128,0.576652,-2.19312,14.9581,-0.508348,-0.116037,0.506735,-0.83881,0.39902,-0.59665,0.149489,0.51794,1.46729,-0.741358,-0.229656,1.25264,-1.25055,0.636248,-0.808361,0.82905,0.572998,0.999625,-0.855763,-0.292103,1.08509,-1.34415,0.650627,-0.698014,0.752696,0.802233,0.957345,-1.00492,-0.947858,1.78436,-1.05527,-0.242875,0.0678543,0.539483,-0.539622,0.0278272,0.563702,0.549336,0.73407,1.19026,0.42539,-0.0457876,0.344559,1.02951,0.11325,-1.69977,2.27146,-0.10544,2.02837,0.0987375,0.281854,0.597812,0.223401,0.00862321,-1.19033,-0.0554556,-0.32875,1.14849,1.14123,-0.00280346,2.73281,0.220117,0.163953,0.195296,-0.390622,0.801256,0.106012,0.848055,-0.686899,1.23812,1.18071,0.261198,-0.383338,-0.882493,0.679636,-0.982431,0.978975,0.253917,0.859022,1.16791,0.16918,-1.75573,0.981556,1.54216,-0.037907,-1.17963,1.15923,-1.23394,0.040498,0.0897557,0.17852,2.31576,1.15476,-0.808315,0.376643,0.440405,-1.4521,-0.178024,-0.17963,-1.27019,-0.163527,-0.214376,-9.53466,12.5995,-2.13233,1.81034,-4.99124,-17.6697,8.6256,-32.8048,-0.745893,-0.17026,0.743527,-1.23078,0.585477,-0.875457,0.219343,0.759967,-0.74108,-0.22957,1.25217,-1.25008,0.63601,-0.808057,0.828739,0.572783,-0.81926,-0.279643,1.0388,-1.28681,0.622874,-0.66824,0.720589,0.768014,-0.0279641,-0.0263763,0.0496539,-0.0293651,-0.00675854,0.0018882,0.0150123,-0.0150162,0.063839,0.062212,0.0831331,0.134797,0.0481752,-0.00518542,0.0390212,0.116591,-0.0146575,0.0195873,-0.000909232,0.0174911,0.000851435,0.00243048,0.00515506,0.00192643,-0.195158,-0.00909211,-0.0538996,0.188299,0.187108,-0.000459635,0.448052,0.0360889,0.0510109,-0.10203,0.209286,0.02769,0.22151,-0.179416,0.323395,0.308398,-0.064853,-0.1493,0.114981,-0.166207,0.165623,0.0429576,0.145329,0.197587,-0.157586,0.0881002,0.138418,-0.00340237,-0.105878,0.104047,-0.110753,0.00363493,-0.933408,0.434931,0.508561,-1.67682,-0.205575,-0.20743,-1.46676,-0.188834,-0.247552,-27.8617,0.439832
-473.711,0.921386,0.00823165,9,511,0,538.376,0.390065,-8.71875,-1.05253,1.14442,-0.27021,0.17717,-0.412912,-1.4393,0.975602,-3.14561,10.8019,-1.0118,-0.159437,1.09456,-1.22463,-0.123585,-1.04582,0.300624,0.689479,1.01939,-0.547824,-0.239842,0.935359,-1.2917,0.289151,-0.651967,0.406564,0.361515,1.21786,-0.821491,-0.245556,1.00387,-1.24005,0.414776,-0.701852,0.139486,0.389764,1.21452,-1.11474,0.666273,-1.37034,0.739593,-0.79078,-0.0268799,-0.379395,-0.125743,0.0771594,0.862349,1.30835,-0.35003,-1.63034,-1.45881,1.0484,2.12062,-1.04749,0.0318055,-0.420007,0.475125,0.543471,0.277327,0.0598137,0.968864,-0.414129,0.897359,0.0147526,-1.32826,-0.512192,0.45899,0.692157,1.18204,-0.105368,1.14573,0.0336099,0.160061,0.201965,-0.461648,0.324766,-0.888244,0.749656,-1.17003,0.291844,-0.200002,0.127271,-0.0815671,-0.437898,0.401324,-0.933205,0.392781,-0.352019,-0.0272706,0.203295,0.332627,-2.09695,1.19591,1.37994,0.0262605,-1.55393,1.46244,-0.908042,0.7854,0.0788109,0.167896,1.80842,1.03211,-0.818094,0.462562,0.530498,-1.58205,-0.161156,-0.157475,-1.37251,-0.141287,-0.192533,-11.3693,12.3619,-2.91878,1.91377,-4.46024,-15.5472,10.5384,-33.9785,-1.03142,-0.162529,1.11579,-1.24838,-0.125982,-1.0661,0.306454,0.702849,-0.667172,-0.292094,1.13913,-1.57311,0.352145,-0.794003,0.495137,0.440274,-0.997714,-0.298232,1.21922,-1.50606,0.503752,-0.852411,0.169408,0.473374,-0.0860123,0.0514092,-0.105734,0.0570665,-0.0610161,-0.00207404,-0.0292738,-0.00970222,0.0274274,0.0416128,-0.0111329,-0.0518538,-0.0463981,0.0333448,0.0674473,-0.0333159,-0.00619619,0.0070093,0.00801758,0.00409129,0.000882405,0.0142932,-0.00610946,0.0132383,-0.212602,-0.0819819,0.0734663,0.110787,0.189199,-0.0168653,0.183387,0.00537963,0.0257042,-0.0587542,0.0413332,-0.113047,0.0954092,-0.14891,0.0371432,-0.0254543,-0.0271314,-0.145656,0.133491,-0.310409,0.13065,-0.117091,-0.00907092,0.0676212,-0.165263,0.0942505,0.108755,0.00206962,-0.122467,0.115256,-0.0715636,0.0618981,-0.844364,0.477415,0.547533,-1.63285,-0.166331,-0.162532,-1.41658,-0.145824,-0.198715,-27.4174,0.390065
-465.681,0.976738,0.00823165,9,511,0,519.816,0.351726,-7.60372,-1.05803,1.29104,-0.217004,0.232397,-0.485262,-1.51044,0.837807,-3.45973,11.606,-0.866128,-0.19991,0.614544,-1.32667,0.454683,-1.32379,0.276516,0.718067,1.06521,-0.567141,-0.224385,0.885801,-1.39758,0.507544,-0.976762,0.304144,0.355192,1.08321,-0.716182,-0.218461,0.792474,-1.19236,0.48287,-0.997102,0.413549,0.468275,1.20964,-0.680896,0.57352,-1.98837,1.33974,-0.489035,-0.201557,-1.26556,-0.625743,0.0568815,1.06622,1.14518,0.326242,-1.28499,-0.0333046,-1.13493,1.69682,-0.228308,0.0683525,-0.902668,0.257405,0.243525,0.833447,-0.999544,0.061895,1.708,-0.549446,0.0622498,-1.40227,-0.346377,0.419542,0.606878,1.12287,0.0632605,1.76374,-0.515073,0.160353,0.34678,-0.677907,0.923185,-0.373652,0.627709,-1.50544,0.631809,0.0958031,0.0819419,-0.240913,-0.26768,0.364502,-0.54804,0.366526,-0.103298,-0.0918083,0.255159,0.54901,-2.21982,1.1655,1.53255,0.20229,-1.3094,0.787117,-0.687538,0.517694,0.081827,0.172743,2.28945,0.774157,-1.10064,0.642917,0.776824,-2.09267,-0.151205,-0.119839,-1.80429,-0.144447,-0.226612,-12.2795,14.9838,-2.51855,2.69721,-5.63197,-17.5302,9.72362,-40.1538,-0.922604,-0.212945,0.654615,-1.41317,0.484331,-1.4101,0.294546,0.764889,-0.614332,-0.243055,0.959507,-1.51387,0.549776,-1.05804,0.329451,0.384747,-0.866326,-0.26426,0.958612,-1.44233,0.5841,-1.20614,0.500247,0.566446,-0.0387304,0.0326227,-0.113102,0.0762062,-0.0278171,-0.0114649,-0.0719868,-0.0355932,0.0728785,0.0782757,0.0222994,-0.0878326,-0.00227646,-0.0775756,0.115982,-0.0156054,-0.0561909,0.0160234,0.0151594,0.0518819,-0.0622214,0.00385295,0.106323,-0.0342029,-0.224858,-0.0555425,0.0672747,0.0973146,0.180055,0.010144,0.282821,-0.0825934,0.0284158,-0.055549,0.0756475,-0.0306178,0.0514357,-0.123359,0.0517716,0.00785029,-0.132264,-0.146959,0.200115,-0.30088,0.201226,-0.0567119,-0.0504037,0.140085,-0.181641,0.0953693,0.125404,0.0165527,-0.107144,0.0644074,-0.0562592,0.0423613,-0.852071,0.497719,0.601384,-1.62006,-0.117057,-0.0927744,-1.3968,-0.111825,-0.175433,-27.1939,0.351726
-481.993,0.917178,0.00823165,9,511,0,529.169,0.368925,-6.6036,-0.416942,1.12969,-0.277998,0.108603,-0.254114,-1.72715,0.652925,-3.41235,8.95363,-0.578555,-0.0902054,0.64654,-0.945168,0.387802,-0.676388,0.0430609,0.328979,1.20564,-0.301131,-0.0989957,0.515975,-0.754127,0.100745,-0.364812,0.270978,0.381892,2.21319,-0.344015,-0.132473,0.463702,-0.743474,0.250258,-0.449672,0.188423,0.30933,1.97681,-1.25906,-0.0151139,0.086025,0.845632,-0.344824,-0.193234,0.752302,-0.499957,0.0916444,0.57058,0.854888,0.876064,0.65305,0.164832,2.14393,-1.06888,0.646187,0.111643,1.11175,1.27382,-0.874607,-1.60089,1.06,0.655788,-1.69304,0.807902,0.0399953,-1.19938,-0.259351,-1.22863,0.646535,0.12748,1.35808,1.22801,0.751124,0.176635,0.313555,-0.951087,0.590466,-1.45879,-0.675205,0.0319634,0.359364,1.36375,0.0917732,-0.381699,-0.722143,1.36437,-1.82588,1.17968,0.662068,0.102921,0.608415,0.218534,-1.79281,0.881028,1.53348,-0.0207185,-0.875586,1.19875,-0.926697,-0.10571,0.0848616,0.167996,2.06762,1.00367,-0.883088,0.482654,0.585609,-1.53848,-0.136966,-0.100189,-1.42662,-0.137483,-0.135103,-3.73315,10.1149,-2.48909,0.972393,-2.27525,-15.4642,5.84605,-30.5529,-0.697528,-0.108755,0.779493,-1.13953,0.467549,-0.81548,0.0519158,0.39663,-0.666458,-0.219096,1.14195,-1.66902,0.222966,-0.807397,0.599725,0.845198,-0.680054,-0.261874,0.916652,-1.46971,0.494713,-0.888918,0.372477,0.611488,-0.115386,-0.0013851,0.00788371,0.0774974,-0.0316012,-0.0177088,0.0689443,-0.0458183,0.0637012,0.0954421,0.0978063,0.0729083,0.0184024,0.239354,-0.119333,0.0721422,0.0444649,0.0509468,-0.0349802,-0.0640281,0.0423951,0.0262285,-0.0677137,0.0323123,-0.211853,-0.0458104,-0.217019,0.1142,0.0225173,0.239884,0.216909,0.132675,0.028776,-0.0872843,0.0541889,-0.133878,-0.0619657,0.00293339,0.03298,0.125156,-0.0834144,-0.157813,0.298161,-0.399017,0.2578,0.144685,0.0224918,0.13296,-0.152141,0.0747654,0.130134,-0.00175821,-0.0743037,0.101728,-0.078641,-0.00897075,-0.886327,0.484424,0.587757,-1.54413,-0.137468,-0.100556,-1.43186,-0.137987,-0.135598,-26.5177,0.368925
-489.547,0.962409,0.00823165,9,511,0,543.375,0.214753,-6.52458,-0.694818,1.17472,-0.302351,0.161327,-0.327476,-1.76236,0.601555,-3.34055,8.47324,-0.912458,-0.137046,1.08251,-1.28857,0.11414,-0.717329,-0.0137237,1.00048,0.944732,-0.576316,-0.154097,0.767696,-1.20274,0.314232,-0.759197,0.367366,0.46143,1.28178,-0.554889,-0.186734,0.683746,-0.939463,0.381197,-0.743428,0.104156,0.436815,1.4641,0.0143968,0.164511,0.848904,1.47806,-0.910262,-1.7701,0.616427,-0.373431,0.098424,0.306991,1.0789,0.553622,-2.58895,-0.980017,-0.452779,0.279133,2.00133,0.0629049,-0.125455,0.305126,-0.46347,-1.89726,-0.419848,-0.982026,0.456948,-0.817462,0.0658215,-0.919514,0.219527,-1.39646,1.02758,-1.30639,2.09796,0.428309,0.132534,0.203597,0.42779,-1.01442,-0.43151,-0.573198,2.4086,-0.890702,1.38864,0.189779,0.035606,-0.55589,-1.08191,0.889845,-2.88785,0.755894,-0.126966,-0.522979,1.21806,0.0982767,-1.52139,0.83482,1.10147,0.134194,-1.48694,1.15909,-0.910568,0.165174,0.0957998,0.175761,2.2607,0.802372,-0.858479,0.805284,0.924388,-1.77287,0.0302979,0.0864232,-1.61145,0.036181,-0.0210012,-5.88737,9.95366,-2.56189,1.36696,-2.77478,-14.9329,5.09712,-28.3053,-0.862029,-0.129472,1.02268,-1.21736,0.107832,-0.677684,-0.0129653,0.945189,-0.738712,-0.197519,0.984019,-1.54165,0.402777,-0.973125,0.470883,0.591453,-0.812416,-0.273398,1.00108,-1.37547,0.558112,-1.08846,0.152495,0.639543,0.00141699,0.0161918,0.0835525,0.145476,-0.0895916,-0.17422,0.0606712,-0.0367546,0.0193112,0.0678679,0.0348255,-0.162857,-0.0616479,-0.028482,0.0175588,0.125893,-0.00825765,0.0200839,-0.0305063,-0.12488,-0.027635,-0.0646384,0.030077,-0.0538065,-0.187211,0.0446951,-0.284316,0.209213,-0.265978,0.42714,0.0872026,0.0269836,0.0152319,-0.0361196,-0.0153643,-0.0204093,0.0857605,-0.0317143,0.0494441,0.00675727,-0.054631,-0.106326,0.0874511,-0.283808,0.0742868,-0.0124778,-0.0513967,0.119707,-0.145749,0.0799757,0.105521,0.0128558,-0.142448,0.111041,-0.0872323,0.0158236,-0.688819,0.646137,0.741703,-1.4225,0.0243102,0.0693436,-1.29298,0.0290306,-0.0168508,-25.7565,0.214753
