# 0.0559657, 4.26379, 0.199923, 0.123778, 0.0123393, 0.0362486, 0.109601, 0.0835747, 0.164015, 0.190727, 0.062405, 0.371986, 0.244652, 0.635265, 0.405873, 0.606758, 0.588455, 0.572902, 0.604427, 0.255786, 0.757552, 0.659068, 0.810267, 0.6915, 0.937256, 0.950075, 0.912611, 1.02747, 1.32029, 0.745488, 0.497387, 0.919879, 0.640538, 1.01571, 0.637223, 0.889174, 0.948126, 0.922767, 0.193789, 0.0570136, 0.228445, 0.172969, 0.318346, 0.285168, 0.449646, 0.484757, 0.274615, 0.0437605, 0.0121501, 0.108858, 0.042238, 0.0963486, 0.107867, 0.333233, 0.155041, 0.105602, 0.0618197, 0.0170484, 0.162188, 0.0679442, 0.143325, 0.0878831, 0.368291, 0.168871, 0.122403, 0.0790103, 0.0505487, 0.24513, 0.105665, 0.302176, 0.323072, 0.404806, 0.377177, 0.155975, 0.0337945, 0.0159074, 0.213509, 0.0604749, 0.0984856, 0.107285, 0.287659, 0.181679, 0.0923809, 0.028345, 0.0225774, 0.186279, 0.0607187, 0.0817255, 0.0909114, 0.208211, 0.130548, 0.0714233, 0.00150417, 0.0240664, 0.0601282, 0.159956, 0.138157, 0.142154, 0.224914, 0.121114, 0.132575, 0.18398, 0.129716, 0.134814
-2011.32,0.981555,0.018639,8,255,0,2082.47,-0.0950614,10.2274,-0.820563,-1.19905,-0.0298854,-0.508057,0.923882,-0.500369,0.941135,1.0245,8.94194,0.761955,0.989483,1.32851,1.04621,0.871738,1.22358,-0.392217,-0.279762,0.322399,-1.27236,-0.52697,-0.156373,-1.16057,0.347748,0.03938,1.47678,-1.64059,0.00675658,0.296505,-0.537106,1.27512,0.878397,-1.05249,0.47675,-1.13183,-0.0293036,0.190856,-0.0841211,0.17992,-1.0317,0.132219,-0.417936,0.0191088,-1.97319,0.953312,0.731397,0.125992,0.171945,-0.853903,0.13621,-0.414764,0.899294,-1.86929,0.349456,1.47353,0.270367,0.286865,-1.60186,0.216739,-0.791384,1.18732,-2.38619,-0.211888,0.791729,0.783265,-0.193813,-1.65683,-0.263797,-1.34433,-1.22313,-1.66842,0.0713146,0.732123,0.156829,-0.289231,-1.49007,-0.397258,-0.164983,-0.728812,-1.65677,0.588455,1.43814,0.289874,-0.377472,-1.97119,-0.608049,-1.01029,-0.70439,-1.62477,0.354183,1.01962,0.422492,1.94268,0.546569,-1.26508,0.797558,0.900193,-1.66349,0.678138,0.72626,-1.27327,0.86765,0.799672,-7.33743,-10.7218,-0.267234,-4.54301,8.26129,-4.47426,8.41557,9.16098,0.245654,0.319008,0.428311,0.337296,0.281048,0.394481,-0.126451,-0.0901951,-0.0085968,-0.00356051,-0.00105655,-0.00784147,0.00234958,0.000266074,0.00997798,-0.0110848,0.0565898,-0.10251,0.243364,0.167648,-0.200874,0.0909907,-0.216016,-0.00559277,-0.061526,0.131593,-0.754585,0.0967045,-0.305677,0.0139761,-1.44319,0.69725,0.185653,0.253366,-1.25825,0.200709,-0.611168,1.32514,-2.75445,0.514935,0.214057,0.227119,-1.26824,0.171598,-0.626562,0.940033,-1.88922,-0.167758,0.573447,-0.141895,-1.21301,-0.193132,-0.984217,-0.895481,-1.22149,0.0522111,0.225541,-0.415953,-2.14292,-0.571311,-0.237268,-1.04813,-2.38266,0.846278,0.295562,-0.384879,-2.00987,-0.619981,-1.03011,-0.718212,-1.65665,0.361133,-0.691453,0.435921,0.492017,-0.90921,0.370649,0.396951,-0.695929,0.474231,0.437076,-27.9926,-0.0950614
-2018.61,0.826169,0.018639,8,255,0,2065.47,-0.300047,5.59384,-0.602294,-1.38439,-0.154469,-0.752953,0.627181,-0.490915,1.77518,0.960504,5.76243,0.0404577,1.45016,0.0110309,0.260188,-1.30916,0.74144,-0.178566,-0.445582,0.237183,1.27802,0.589295,0.324137,1.36702,-0.299225,-0.0245018,-1.54048,1.65365,0.0183178,0.4644,-1.76068,-0.194809,-0.832131,1.39279,-0.498105,1.17028,-1.2776,0.0300872,-0.677684,0.229473,-1.18251,0.779647,-0.427583,-1.4157,-1.59382,-0.876099,0.642993,-0.480554,0.317583,-1.32016,0.130283,0.391901,0.431058,-2.73564,0.68036,1.0307,0.009967,0.16419,-1.96976,0.171875,-0.134397,-0.464336,-1.75574,1.15428,0.862633,-0.0341856,-0.252242,-0.78403,-0.260558,0.154596,-1.33026,0.0189132,0.385095,1.00442,-0.0866435,-0.179027,-1.00211,-0.289736,0.220825,-0.342164,-1.1602,0.457739,2.00315,-0.211439,-0.390058,-1.80313,-0.828491,1.00683,-0.658536,-1.58619,1.08926,1.1126,0.409217,1.6539,0.601931,-0.803346,1.08152,1.23797,-1.18977,1.01921,1.10168,-0.878864,1.02731,1.23986,-3.47068,-7.97742,-0.890119,-4.33883,3.61409,-2.82886,10.2293,5.53484,0.00959588,0.343953,0.00261634,0.0617121,-0.310511,0.175857,-0.0423528,-0.105684,0.0234105,0.0107946,0.0059375,0.0250409,-0.00548115,-0.000448819,-0.0282182,0.0302912,0.0139725,-0.052974,-0.00586124,-0.0250365,0.0419052,-0.0149866,0.0352105,-0.0384393,-0.435746,0.14755,-0.760349,0.501308,-0.274933,-0.910285,-1.02482,-0.563326,-0.495309,0.327334,-1.3607,0.134284,0.403934,0.444292,-2.81964,0.70125,0.00859786,0.141636,-1.69918,0.148265,-0.115935,-0.400551,-1.51456,0.995722,-0.0343368,-0.253358,-0.787498,-0.261711,0.15528,-1.33614,0.0189969,0.386799,-0.17356,-0.358617,-2.00738,-0.580384,0.442345,-0.685404,-2.32406,0.916919,-0.235246,-0.433977,-2.00615,-0.921776,1.12019,-0.732684,-1.76479,1.2119,-0.483558,0.650999,0.745175,-0.716161,0.613496,0.663136,-0.529015,0.618372,0.746309,-25.064,-0.300047
-2023.57,0.99919,0.018639,8,255,0,2079.26,-0.429003,5.94432,-1.34301,-1.38272,-0.198418,-0.607229,1.15641,-0.675589,1.38354,0.262807,4.56545,0.61433,0.916957,1.15503,0.712531,1.06737,0.322416,0.748143,-0.179725,0.420434,-1.1322,0.366068,0.696594,-2.05331,0.0703524,0.403027,1.77931,-1.70296,0.0100492,0.908367,-0.291385,0.555874,0.91526,-1.32885,-1.42232,-0.0267086,-0.42995,0.166855,-0.410176,0.394458,-1.63574,0.116229,0.668219,-0.105732,-0.524086,0.795325,0.444828,-0.230546,0.247638,-1.05449,-0.0501581,0.0379272,0.824219,-2.02612,1.26021,0.897671,-0.16753,0.247161,-0.791262,-0.171075,0.000576635,0.129501,-3.22361,-0.0208511,0.716087,0.402883,-0.641239,-1.46606,-0.539459,-0.582774,-1.59935,-1.82573,0.958742,0.639661,-0.00407222,-0.1908,-0.720004,-0.380093,0.184732,-0.390264,-1.5042,0.277417,1.98624,0.155701,-0.520323,-2.03187,-0.957831,-0.28848,-1.12118,-1.13587,0.914221,0.905605,0.391642,1.93003,0.736322,-0.447815,1.1866,1.14081,-0.897995,0.865283,1.13026,-0.725248,0.891427,1.18907,-6.13143,-6.31274,-0.90587,-2.77228,5.27954,-3.08437,6.31648,1.19983,0.258285,0.38552,0.485615,0.299572,0.448758,0.135555,0.314545,-0.0755626,-0.0113777,0.00367868,0.00700018,-0.020634,0.000706982,0.00405008,0.0178806,-0.0171133,0.151566,-0.0486192,0.0927507,0.152716,-0.221726,-0.237322,-0.00445648,-0.0717395,-0.182458,0.175466,-0.727623,0.0517017,0.297242,-0.0470323,-0.233128,0.353783,-0.206954,0.222297,-0.946587,-0.0450254,0.0340461,0.739878,-1.81879,1.13126,-0.119966,0.176989,-0.566612,-0.122504,0.000412921,0.0927339,-2.30838,-0.0149312,0.257708,-0.410175,-0.93778,-0.34507,-0.372778,-1.02304,-1.16785,0.613269,-0.0080884,-0.378974,-1.4301,-0.754956,0.366923,-0.775158,-2.9877,0.551016,0.141004,-0.471207,-1.84007,-0.867417,-0.261249,-1.01535,-1.02865,0.827923,-0.329736,0.873721,0.840004,-0.661214,0.637127,0.832237,-0.534016,0.656378,0.875541,-24.5201,-0.429003
-2022.45,0.869669,0.018639,8,255,0,2072.54,-0.0385531,9.00812,-1.29709,-1.67814,-0.169748,-0.81202,1.18311,-0.665012,1.66821,1.27636,5.84956,0.739814,0.365209,0.478083,0.516007,-0.743864,1.43257,-1.67323,-0.318303,0.368818,0.25029,-0.607249,0.462605,0.646878,-0.467061,-0.432987,0.755724,0.567547,0.110904,-0.0277293,-0.918117,-0.312488,-1.65872,1.09651,2.22964,0.091356,-1.48502,0.223139,-0.720914,0.0277271,-0.389332,0.298391,-0.672397,-1.05962,-3.3143,-0.810537,0.542252,-0.403086,0.138441,-1.13788,-0.459036,0.184424,0.724351,-3.83406,0.763831,0.758377,0.131477,-0.132918,-1.44774,0.109328,-0.274177,0.48333,-1.58246,1.15197,0.892904,0.335874,-0.294231,-1.13602,-0.31571,-0.972537,-0.779583,-0.913669,0.413408,0.912317,0.0963317,-0.38366,-1.46732,-0.6418,0.0028645,-0.560257,-2.26536,0.733557,1.4604,0.276737,-0.489916,-1.74071,-0.709891,-0.18368,-0.133403,-2.25631,0.77445,1.29816,0.435707,1.93965,0.474953,-1.50345,0.926413,1.05926,-2.16279,0.54289,0.786932,-1.79525,0.563186,0.932434,-7.58742,-9.81639,-0.99295,-4.74996,6.92067,-3.89003,9.75829,7.46612,0.272857,0.134696,0.176326,0.190313,-0.27435,0.528359,-0.617116,-0.117396,0.0277582,-0.0673464,0.0513048,0.0717414,-0.0517989,-0.04802,0.0838128,0.0629432,-0.00618748,-0.204868,-0.0697283,-0.370126,0.244674,0.497521,0.0203851,-0.331367,-0.390917,0.0150351,-0.211116,0.161803,-0.364609,-0.574583,-1.79719,-0.439515,-0.305692,0.10499,-0.862943,-0.348123,0.139863,0.549332,-2.90767,0.579272,0.117396,-0.118683,-1.29269,0.0976194,-0.244813,0.431567,-1.41298,1.0286,0.306424,-0.268432,-1.03641,-0.288028,-0.887263,-0.711227,-0.833556,0.37716,0.140683,-0.560298,-2.14288,-0.937288,0.00418333,-0.818202,-3.30834,1.07129,0.35925,-0.635992,-2.25973,-0.921556,-0.238446,-0.173179,-2.92906,1.00536,-0.71407,0.440003,0.5031,-1.02722,0.257847,0.373756,-0.852658,0.267487,0.442862,-26.2593,-0.0385531
-2007,0.951376,0.018639,8,255,0,2073.35,-0.256957,6.49827,-1.1846,-1.59244,-0.21719,-0.787476,1.09188,-0.838999,1.47077,0.636342,5.36068,0.0911095,1.49972,1.11605,0.0522974,0.00853128,-0.0436991,0.967297,0.618631,0.23564,0.714302,0.0121779,-0.362134,-0.375559,-0.653228,0.211634,1.07784,-0.752455,0.100567,0.968846,-1.55037,-0.824896,-1.06635,-1.77614,0.337761,-0.920789,-2.25568,0.0994517,0.405219,0.185852,-1.47627,0.48299,-2.2473,-0.533783,-2.31723,0.118966,0.662542,0.0796808,0.148494,-1.13668,0.115907,-0.223953,0.344004,-1.58279,0.357966,1.39381,0.148522,0.171998,-1.32468,0.0938845,-0.754686,0.391431,-2.24307,0.247509,0.946784,0.00268104,-0.331913,-0.758994,-0.219087,-0.200211,-0.978483,-1.02083,0.530589,1.26855,0.20609,-0.516005,-2.2903,-0.717058,-0.153318,-0.655879,-1.50029,0.628146,0.949826,-0.00251636,-0.333538,-1.46859,-0.803494,0.169998,-1.00894,-0.736093,0.345196,1.31263,0.388988,1.86828,0.521301,-1.08926,1.27624,1.36719,-1.61121,0.875005,1.19103,-1.29208,1.15487,1.41216,-6.35026,-8.53657,-1.16429,-4.22141,5.85325,-4.49761,7.88431,3.41123,0.0214691,0.353394,0.262987,0.0123234,0.00201031,-0.0102973,0.227934,0.145774,0.071835,0.00122469,-0.0364186,-0.0377687,-0.0656931,0.0212833,0.108395,-0.075672,0.0963535,-0.154187,-0.0820373,-0.10605,-0.17664,0.0335909,-0.0915741,-0.224332,0.268475,0.123135,-0.97809,0.320001,-1.48893,-0.353654,-1.53526,0.0788202,0.11106,0.206972,-1.58431,0.161553,-0.312147,0.479475,-2.2061,0.498935,0.140618,0.162845,-1.25419,0.0888884,-0.714525,0.370601,-2.12371,0.234337,0.00340104,-0.421049,-0.962822,-0.277923,-0.253977,-1.24125,-1.29497,0.673079,0.19575,-0.490115,-2.17538,-0.68108,-0.145625,-0.62297,-1.42501,0.59663,-0.00330305,-0.437813,-1.92772,-1.05469,0.223145,-1.32437,-0.966221,0.453116,-0.567833,0.665305,0.712719,-0.839926,0.456141,0.620884,-0.67356,0.602036,0.736161,-25.1721,-0.256957
-2011.65,0.971385,0.018639,8,255,0,2060.47,-0.137707,6.93097,-0.350353,-2.15845,-0.265415,-0.969433,1.54321,-0.585547,2.45006,2.24375,4.36311,0.176524,0.473082,-0.118385,0.406296,0.0377213,0.999547,-2.19595,-0.9371,0.499622,-0.163433,-0.665581,0.0327836,-1.04773,-0.353518,-0.0396407,-0.881333,0.0449888,0.0957141,-0.824691,-0.961051,0.473253,0.37456,1.2947,-0.644761,0.320719,0.130115,0.126876,-0.113674,-0.0107875,-0.397803,0.0948883,1.18826,-0.724615,-1.92297,0.467521,0.840782,-0.204891,0.201923,-1.19181,-0.035941,0.173836,0.875659,-2.90757,0.852023,1.08151,0.155328,0.0953728,-1.49677,0.204827,-0.360472,0.250386,-2.32401,1.09973,0.864915,0.312347,-0.517981,-1.62813,-0.0237968,-0.738946,-1.32776,-1.39163,1.26919,0.611044,-0.00951995,-0.469441,-1.34434,-0.664746,0.403761,-0.313925,-1.369,0.27953,1.28196,0.332378,-0.597406,-1.86195,-0.702908,-0.2781,-0.539966,-2.17239,0.650476,1.23913,0.404186,1.8852,0.702941,-0.810963,0.703803,0.762932,-1.41403,0.695731,0.659689,-1.01856,0.664708,0.800524,-1.52863,-9.41755,-1.15803,-4.22974,6.7332,-2.55481,10.6899,9.78972,0.0881954,0.236363,-0.059148,0.202994,0.0188464,0.499396,-1.09715,-0.468196,-0.0156429,-0.0637055,0.00313786,-0.100283,-0.0338367,-0.00379417,-0.084356,0.00430606,-0.104634,-0.121934,0.0600445,0.0475227,0.164266,-0.0818048,0.0406916,0.0165085,-0.0955749,-0.00906998,-0.334466,0.0797804,0.99907,-0.609243,-1.6168,0.393084,-0.221591,0.218381,-1.28895,-0.0388704,0.188005,0.94703,-3.14455,0.921468,0.134346,0.0824894,-1.29458,0.177158,-0.311778,0.216563,-2.01007,0.951173,0.190858,-0.316509,-0.994861,-0.0145409,-0.451529,-0.811321,-0.850345,0.775533,-0.0122042,-0.601805,-1.7234,-0.852179,0.517606,-0.40244,-1.755,0.358347,0.411859,-0.740261,-2.30719,-0.870991,-0.344601,-0.669086,-2.69186,0.806022,-0.570059,0.494732,0.536297,-0.993982,0.489058,0.463723,-0.715985,0.467251,0.562722,-24.804,-0.137707
-2023.12,0.962366,0.018639,8,255,0,2074.04,-0.544027,6.03021,-0.386505,-2.15795,-0.229907,-1.02347,1.77606,-0.677758,2.49121,1.59591,3.42332,-0.182868,0.840243,0.694442,0.38442,0.665526,1.26484,-0.428309,0.837677,0.312026,-0.0571668,0.321781,-0.0957836,-0.755529,1.64509,-0.511171,-0.360095,-1.8866,0.033212,1.45979,-0.802402,-0.920003,1.20967,-2.69201,-0.079376,0.732622,-0.550102,0.0922941,-0.240555,0.415398,-1.00021,0.583088,-0.998685,-0.0826407,-1.30592,0.591937,0.587729,-0.0110516,0.108401,-0.778543,0.177414,0.00415442,0.54166,-1.63143,0.621427,1.53412,0.0960461,0.120763,-1.16969,0.139603,0.0728785,0.580625,-1.90568,0.42962,1.50645,0.0477311,-0.499091,-1.997,-1.01427,-0.0302424,-1.68385,-1.31896,1.74643,0.508389,0.183672,-0.508219,-3.08464,-0.707302,-0.269059,-1.22171,-3.9624,0.583394,0.705572,0.000705947,-0.359148,-1.09983,-0.503612,0.368736,-0.434881,-1.42014,0.339697,1.49113,0.400166,1.75984,0.968844,-0.265333,1.00165,1.0294,-0.482354,0.758011,0.984874,-0.370399,0.84471,1.07062,-1.32313,-7.38737,-0.787045,-3.50366,6.08004,-2.32018,8.52823,5.46333,-0.0570597,0.262177,0.216684,0.119949,0.207661,0.394664,-0.133643,0.261377,-0.00189862,0.010687,-0.00318116,-0.0250926,0.0546367,-0.016977,-0.0119595,-0.0626577,0.13473,-0.074057,-0.0849109,0.111645,-0.248456,-0.00732594,0.0676167,-0.0507712,-0.141381,0.244141,-0.587852,0.342698,-0.586957,-0.0485704,-0.767529,0.347899,-0.0169545,0.166301,-1.19438,0.272175,0.0063734,0.830973,-2.50281,0.953346,0.144688,0.181923,-1.76207,0.210305,0.109788,0.874681,-2.87081,0.6472,0.024266,-0.253732,-1.01525,-0.515645,-0.0153749,-0.856051,-0.670542,0.887867,0.129594,-0.358585,-2.17644,-0.499053,-0.189841,-0.862001,-2.79576,0.411626,0.00105266,-0.535534,-1.63998,-0.750948,0.549832,-0.648462,-2.11761,0.506532,-0.257066,0.970443,0.997332,-0.467326,0.734394,0.954189,-0.358859,0.818392,1.03726,-24.2195,-0.544027
-2031.82,0.842338,0.018639,8,255,0,2082.59,-0.115284,10.5337,-2.36342,-1.31038,0.00891958,-0.643689,1.1862,-0.886986,1.2552,-0.257273,5.06488,0.424615,0.422176,1.36919,0.900576,-1.08399,0.367749,-0.267619,-1.00623,0.444026,0.311144,-1.07343,0.131036,0.52535,-1.84956,0.902138,0.608167,1.97018,0.0859043,-0.842821,-1.1794,1.85588,-1.03185,2.40765,-0.573672,-0.282202,-0.137604,0.0485948,-0.405013,0.069395,-0.882103,0.652094,-0.274388,-0.944756,-1.97773,0.366779,0.553636,-0.302839,0.0282294,-0.842692,0.130405,-0.492224,0.519363,-2.16489,0.517688,1.08348,-0.0531806,0.026745,-1.26565,0.126194,-0.402556,0.00127837,-1.46494,0.631977,1.30465,0.0616559,-0.636796,-1.01758,0.2833,-1.22551,-1.66893,-0.143422,-0.320785,0.633337,0.0577094,-0.893643,-2.30828,-1.10295,-0.543953,-0.930414,-0.590213,1.96303,0.73065,0.157779,-0.496346,-1.38761,-0.617581,-0.418105,-0.636005,-1.53443,0.378784,1.24057,0.442907,2.05065,0.551232,-1.16172,0.966868,1.00039,-1.83792,0.640703,0.889605,-1.41872,0.728037,0.889689,-11.9704,-6.63691,0.0451766,-3.26021,6.00794,-4.49248,6.35742,-1.30306,0.18854,0.187457,0.607955,0.399879,-0.48132,0.16329,-0.11883,-0.446793,0.0267286,-0.0922123,0.0112566,0.0451298,-0.158885,0.0774975,0.0522442,0.169247,-0.0409567,-0.0573127,0.0901859,-0.0501425,0.116999,-0.0278775,-0.0137136,-0.00668684,-0.22423,0.0384195,-0.488364,0.361022,-0.151911,-0.52305,-1.09494,0.203062,-0.328119,0.030586,-0.913038,0.141291,-0.533313,0.562718,-2.34561,0.560903,-0.0693819,0.0348928,-1.65123,0.164639,-0.525194,0.00166783,-1.91124,0.824507,0.039049,-0.403307,-0.644473,0.179425,-0.776158,-1.057,-0.0908346,-0.203165,0.0421654,-0.65294,-1.68655,-0.805869,-0.39744,-0.679807,-0.431239,1.43429,0.195736,-0.615751,-1.72142,-0.766151,-0.518687,-0.789007,-1.90357,0.469907,-0.640374,0.532968,0.551446,-1.01312,0.353176,0.490378,-0.782046,0.401317,0.490425,-26.3744,-0.115284
-2029.88,0.992293,0.018639,8,255,0,2093.76,-0.104969,11.1449,-2.42042,-1.28061,-0.0142821,-0.616086,1.16512,-0.896369,1.23137,-0.481581,5.36601,0.378789,0.3318,1.13818,0.884346,-0.958363,0.478461,-0.622386,-1.03499,0.446365,0.459573,-1.05246,0.205006,0.211375,-1.54767,1.58086,0.853732,2.1648,0.0620626,-0.819698,-1.31327,1.77169,-0.742154,2.29542,-0.510702,-0.221106,-0.237629,0.0308404,-0.385831,0.0397756,-0.778594,0.381443,-0.388526,-1.12239,-2.05459,0.409495,0.636716,-0.229444,0.0497546,-0.78208,0.105579,-0.56112,0.543914,-2.0566,0.517899,0.990132,0.12741,0.0184388,-1.12355,0.168465,-0.281114,-0.151226,-1.22337,0.627376,1.22646,0.0952958,-0.58306,-1.26243,0.297908,-1.23793,-1.79198,-0.144983,-0.308343,0.598392,0.0953485,-0.885721,-2.35353,-1.20382,-0.408739,-1.02244,-0.558615,1.8545,0.750889,0.163638,-0.509665,-1.37725,-0.630984,-0.37787,-0.526817,-1.66224,0.209999,1.18102,0.447885,1.9553,0.565217,-1.19238,0.911388,0.945518,-1.80293,0.593118,0.767955,-1.46056,0.824392,0.993667,-12.988,-6.87177,-0.0766381,-3.30592,6.25202,-4.80992,6.60754,-2.58417,0.169078,0.148104,0.508045,0.394741,-0.427779,0.213568,-0.277811,-0.461983,0.0285223,-0.0653187,0.0127232,0.0131185,-0.0960524,0.0981121,0.0529848,0.134353,-0.0252798,-0.0405019,0.0546396,-0.0228883,0.0707917,-0.0157503,-0.006819,-0.00732858,-0.245665,0.0253258,-0.495743,0.24287,-0.24738,-0.714644,-1.30819,0.260732,-0.22718,0.0492636,-0.774363,0.104538,-0.555583,0.538547,-2.03631,0.512789,0.156263,0.0226144,-1.37798,0.206615,-0.344774,-0.185472,-1.50041,0.76945,0.0570243,-0.348899,-0.755427,0.178266,-0.740768,-1.0723,-0.0867566,-0.18451,0.0715961,-0.665078,-1.76724,-0.903934,-0.306918,-0.767742,-0.419458,1.39252,0.19326,-0.601926,-1.62657,-0.745207,-0.446274,-0.622184,-1.96314,0.248014,-0.673956,0.515132,0.534423,-1.01905,0.33524,0.434061,-0.825533,0.46596,0.561638,-26.6628,-0.104969
-2026.75,0.963772,0.018639,8,255,0,2097.72,-0.332253,5.53866,-1.5114,-1.6504,-0.211873,-0.874388,0.859234,-1.20883,1.12578,0.257703,5.58937,0.0583207,0.852318,0.193825,0.37473,0.169196,-0.13663,0.4319,-0.956954,0.366693,-0.0783318,0.683897,0.371016,-0.353267,-2.46511,-1.1639,0.00602003,-0.836651,0.0657412,-0.706336,-1.44687,-0.0979237,0.457173,-1.65492,-1.08183,-0.138443,-2.16176,0.0218671,0.00277493,0.236274,-1.24371,0.591048,-2.42105,-1.14996,-2.04546,0.804779,0.680817,-0.379145,0.245612,-1.13199,0.0496238,-0.894916,-0.00510004,-1.95646,0.184801,0.937199,-0.356888,0.199714,-0.656021,-0.0636485,-0.386226,-0.315015,-1.66718,0.554764,1.39243,0.240289,-0.273495,-1.30217,-0.0898016,-0.892623,-1.89428,-0.269985,1.27124,0.677361,0.430276,-0.567948,-3.36095,-0.784041,-0.80197,-1.13741,-1.86571,0.651481,0.737783,0.125218,-0.395004,-2.04367,-0.487666,-0.716428,-1.17169,-0.915958,-0.159463,1.14015,0.414091,2.08623,0.574765,-0.892056,1.29069,1.28379,-1.33696,1.08384,1.15681,-1.01351,1.22754,1.35774,-8.44778,-9.22469,-1.18424,-4.88728,4.80258,-6.75659,6.29242,1.4404,0.0213858,0.312539,0.071074,0.137411,0.062043,-0.0501012,0.158374,-0.350908,-0.00514963,0.0449603,0.0243911,-0.0232242,-0.16206,-0.0765161,0.000395764,-0.0550024,-0.0154455,-0.0316388,-0.00214131,0.00999704,-0.0361883,-0.0236564,-0.00302735,-0.0472714,0.00188922,0.16086,-0.846742,0.402396,-1.64829,-0.782914,-1.39259,0.547908,-0.355334,0.230188,-1.0609,0.0465073,-0.838714,-0.00477975,-1.83359,0.173195,-0.496942,0.278088,-0.913465,-0.0886262,-0.537793,-0.438637,-2.32143,0.772471,0.162762,-0.185255,-0.882038,-0.0608281,-0.604628,-1.28311,-0.182878,0.861088,0.31745,-0.419022,-2.47965,-0.578453,-0.59168,-0.839159,-1.37649,0.480652,0.142767,-0.450363,-2.33008,-0.556011,-0.816833,-1.3359,-1.04433,-0.181811,-0.512723,0.741846,0.737877,-0.768436,0.622956,0.664894,-0.58253,0.70555,0.780382,-24.6787,-0.332253
-2025.86,0.994586,0.018639,8,255,0,2079.96,-0.20837,5.18683,-1.07749,-1.71252,-0.162316,-0.814859,1.23146,-0.224123,1.06013,1.98685,4.48216,0.423888,1.0114,-0.213299,0.391395,-0.272888,2.26274,-0.892046,-0.152434,0.4906,1.61122,0.0587353,-0.0741271,-1.3901,-0.703813,0.48768,1.84899,-0.715957,0.0868018,0.79718,1.16073,-0.568457,-0.432033,0.216116,1.02326,0.746712,1.93941,0.0285881,-0.58385,0.174635,-0.730366,0.913708,0.966715,-0.497069,-0.153729,-0.643046,0.648604,-0.0291984,0.144025,-0.898293,0.0859975,-0.27069,0.684319,-2.2565,0.34255,1.25098,0.488134,0.133213,-1.80977,0.707779,-1.0395,0.947712,-3.31501,0.2677,0.840141,0.709486,-0.413041,-1.65498,-0.363444,0.177449,-1.4992,-1.96609,-0.470013,0.420948,0.025366,-0.140991,-1.37039,-0.557911,0.871485,0.141041,-1.0737,0.840305,1.53713,-0.0791584,-0.261979,-1.33893,-0.531942,0.615395,-0.648741,-1.41684,0.0253979,1.43694,0.395583,1.90712,1.5334,-0.360223,0.380377,0.41916,-0.63469,0.283957,0.344546,-0.51757,0.353257,0.382699,-4.82947,-7.67579,-0.727525,-3.65233,5.5196,-1.00455,4.75166,8.90539,0.20796,0.496192,-0.104645,0.192018,-0.133879,1.1101,-0.437638,-0.0747842,0.139857,0.00509833,-0.00643437,-0.120663,-0.0610922,0.0423315,0.160495,-0.0621463,0.0227899,0.033183,-0.0162511,-0.012351,0.00617834,0.0292531,0.0213471,0.055444,-0.378687,0.113269,-0.473718,0.592634,0.627015,-0.322401,-0.0997091,-0.417082,-0.0365267,0.180173,-1.12375,0.107581,-0.338629,0.856071,-2.82284,0.428525,0.410101,0.111918,-1.52046,0.594634,-0.87333,0.796211,-2.78508,0.224905,0.298657,-0.173869,-0.69666,-0.152991,0.0746966,-0.631085,-0.827621,-0.197851,0.0389909,-0.216722,-2.10647,-0.857584,1.33959,0.216799,-1.65042,1.29166,-0.113746,-0.376447,-1.92396,-0.764369,0.884285,-0.932201,-2.03591,0.0364953,-0.552365,0.583269,0.642739,-0.973231,0.435419,0.528326,-0.79364,0.541683,0.586829,-24.3864,-0.20837
