# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_diss_noar_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.00793394
# Diagonal elements of inverse mass matrix:
# 0.110245, 1.56634, 0.161384, 0.039183, 0.00193746, 0.00211732, 0.00567137, 0.0617457, 0.0304812, 0.288176, 0.0519306, 0.0890164, 0.00938509, 0.114589, 0.14695, 0.0779673, 0.14786, 0.0998676, 0.116825, 0.0783001, 0.0568509, 0.00956228, 0.122743, 0.211772, 0.052299, 0.08958, 0.0646409, 0.0649257, 0.0841088, 0.0603912, 0.0105328, 0.076819, 0.133872, 0.0454004, 0.0772551, 0.0492686, 0.0507478, 0.0778267, 0.43242, 0.294804, 0.623668, 0.559223, 0.649058, 0.73666, 0.915963, 0.886933, 0.737396, 0.576062, 0.451114, 0.691863, 0.649086, 0.751172, 0.654989, 0.819929, 0.827406, 0.899535, 0.635746, 0.676931, 0.731532, 0.713531, 0.812628, 0.858601, 0.791823, 0.976051, 1.32201, 0.0744591, 0.0242516, 0.158771, 0.156636, 0.285883, 0.151142, 0.372266, 0.354658, 0.162102, 0.552076, 0.663541, 0.723777, 0.711567, 0.817392, 0.746131, 0.901758, 0.853789, 0.838715, 0.26281, 0.306176, 0.351479, 0.45782, 0.566326, 0.42613, 0.658551, 0.588486, 0.700228, 0.175534, 0.0612606, 0.0951307, 0.00710825, 0.099366, 0.0954868, 0.109408, 0.104992, 0.090371, 0.00205829, 0.0265521, 0.0835181, 0.142122, 0.183964, 0.200052, 0.274764, 0.118488, 0.120114, 0.234281, 0.118201, 0.117677
-459.572,0.965306,0.00793394,9,511,0,513.434,0.0695488,-6.49797,-0.54545,0.618085,-0.133682,0.0956099,-0.188458,-0.790094,0.490778,-1.82309,18.2119,-1.34647,-0.307783,1.45257,-1.69005,-0.183173,-1.57212,0.368386,0.879942,0.741918,-0.788338,-0.338813,1.25103,-1.35284,0.238244,-0.988939,0.640624,0.0962846,0.892659,-0.710259,-0.275659,0.678443,-1.08638,0.412698,-0.667601,0.280869,0.560732,1.28752,-0.560661,-0.842148,0.555913,-0.054676,-1.03164,-0.638763,-0.591964,1.02984,0.0331722,1.07447,-1.13953,-0.918898,0.737489,0.100753,1.12397,-0.689706,0.289802,0.0226824,-0.687352,-0.383182,-0.670686,-0.0536788,-1.2395,0.815045,1.71731,-0.201295,0.150154,0.0284647,-0.2508,-0.965442,0.88529,0.335961,0.108433,1.34121,-1.54643,0.737146,-0.288275,-1.18482,0.0476752,-1.15076,0.381161,-1.00532,1.20487,1.08955,0.125625,-0.340133,-1.60577,1.046,-1.71818,0.262917,-0.655337,1.47373,-1.20066,0.123135,-1.421,0.742612,1.0037,0.0598395,-1.18609,0.779909,-0.191994,0.327512,0.111287,0.167087,1.92289,0.64779,-0.822139,1.19337,1.32715,-2.00344,0.243009,0.320041,-1.77748,0.255766,0.186417,-9.93366,11.2565,-2.4346,1.74123,-3.43218,-14.3891,8.93797,-33.2018,-0.998967,-0.22835,1.07769,-1.25388,-0.135899,-1.16638,0.273312,0.652845,-0.703717,-0.302445,1.11674,-1.20762,0.21267,-0.882785,0.571859,0.0859494,-0.914472,-0.354916,0.873509,-1.39874,0.531357,-0.859549,0.361625,0.721954,-0.0185983,-0.0279359,0.0184408,-0.00181372,-0.0342217,-0.0211892,-0.0196367,0.0341621,0.0243716,-0.0258474,-0.0208428,0.016728,0.00228532,0.0254943,-0.0156442,0.0065734,-0.103208,-0.0575362,-0.100706,-0.00806006,-0.186115,0.122382,0.25786,-0.0302252,0.0209827,-0.184876,-0.711672,0.652588,0.247652,0.0799307,0.988665,-1.13994,-0.0362144,-0.148842,0.00598918,-0.144564,0.0478832,-0.126293,0.151362,0.136875,-0.0418823,-0.197726,0.128799,-0.211568,0.0323742,-0.0806949,0.181467,-0.147844,-0.158139,0.0826432,0.111699,0.00665937,-0.131996,0.0867938,-0.0213664,0.0364478,-0.532573,0.773056,0.859716,-1.29781,0.157418,0.20732,-1.15143,0.165682,0.120759,-28.3148,0.0695488
-474.189,0.974272,0.00793394,9,511,0,522.425,0.570803,-8.64403,-0.67634,0.994694,-0.209075,0.177553,-0.349843,-1.19371,0.744122,-2.73839,12.736,-0.883313,-0.199605,0.607664,-1.81251,0.643835,-1.42504,-0.155415,1.19719,0.71351,-0.620119,-0.231191,0.930509,-1.39509,0.177834,-0.950143,0.333931,0.227141,1.04372,-1.46468,-0.477078,1.79275,-2.46911,0.905799,-1.95654,0.827947,0.602558,0.546148,-0.69096,-0.0820223,-1.07519,1.11707,0.494801,0.959591,0.090599,-3.17551,0.182436,0.753375,2.1208,1.66975,-0.366489,-0.25671,-0.615712,1.29365,-0.323093,0.0392232,-0.650825,0.791133,-1.28943,0.536951,1.44048,-0.824234,-1.23647,0.681821,0.0910446,-0.158827,-0.311021,-1.52174,1.0136,0.16148,0.732184,1.52324,-1.31942,0.34089,-0.387839,-1.0126,-0.140214,0.0556961,0.444729,-1.73004,-0.739639,-0.346532,0.0828049,-0.406052,-0.429123,0.453496,-0.745522,0.457472,0.318556,-0.915421,1.49571,0.292684,-1.01213,0.507177,0.791877,0.0943584,-0.540231,0.736746,-0.409314,0.354845,0.169137,0.178221,2.04986,1.24442,-0.834778,0.203261,0.293394,-1.48721,-0.247325,-0.254132,-1.34147,-0.271514,-0.2878,-8.61389,12.6685,-2.66279,2.26132,-4.45562,-15.2031,9.47716,-34.8762,-0.630253,-0.14242,0.433575,-1.29324,0.459383,-1.01678,-0.11089,0.854209,-0.64723,-0.241298,0.97119,-1.45608,0.185608,-0.991682,0.34853,0.237071,-0.799932,-0.260555,0.979108,-1.3485,0.4947,-1.06856,0.452181,0.329086,-0.126056,-0.0149638,-0.196153,0.203794,0.0902692,0.175064,0.0165285,-0.579327,0.0295498,0.0831845,0.065493,-0.0143748,-0.010069,-0.0241502,0.0507411,-0.0126727,-0.0592541,0.0720284,-0.117396,0.0488865,0.131148,-0.0750421,-0.112574,0.0620761,-0.0541425,-0.106024,-0.518745,0.345525,0.055047,0.249594,0.519258,-0.449778,-0.0321149,-0.0838483,-0.0116104,0.00461191,0.0368257,-0.143256,-0.0612457,-0.0286945,-0.118845,-0.125597,0.132731,-0.218202,0.133895,0.0932361,-0.267929,0.437771,-0.171189,0.0857823,0.133936,0.0159595,-0.0913731,0.124611,-0.0692301,0.0600174,-1.03881,0.252941,0.365105,-1.85071,-0.307776,-0.316247,-1.66935,-0.337877,-0.358144,-27.869,0.570803
-470.108,0.766717,0.00793394,9,511,0,529.452,0.426189,-5.21601,-0.520134,0.788955,-0.149271,0.107219,-0.203323,-1.14375,0.527802,-2.32935,13.308,-1.23432,-0.269283,1.42005,-1.29018,0.148733,-1.0423,0.138323,1.10931,0.82517,-0.357401,-0.177022,0.622712,-0.906382,0.491419,-0.447633,0.352169,0.450397,1.52909,-1.49298,-0.516542,1.85876,-2.28601,0.882478,-1.4199,0.823343,0.716647,0.559175,-0.164735,0.303332,-0.761197,1.01995,-0.534824,1.82065,0.348324,-1.82789,0.287521,1.61602,0.59704,0.360428,1.54684,-0.868546,0.0464261,0.0667243,-1.0807,0.0835136,0.0124188,1.5614,-0.888917,0.478492,0.614572,-0.00188432,-1.05763,0.304545,0.0128476,-0.201085,-0.10012,-1.01501,1.40944,0.742825,0.666827,0.741432,-1.32614,0.489381,0.811485,-2.09467,1.28733,-0.718771,-0.0739678,-1.71664,-0.687361,-2.00173,0.0666801,-0.0501699,-0.540913,0.875514,-0.727255,0.565744,-0.0834499,0.974823,-0.242713,0.251157,-0.857559,0.415971,0.680525,0.0483585,-0.710521,0.29797,-0.327074,0.0289839,0.179256,0.161055,2.04323,1.06695,-0.841318,0.437945,0.518491,-1.56624,-0.191424,-0.127731,-1.38916,-0.170504,-0.221725,-6.92197,10.4994,-1.9865,1.42687,-2.70583,-15.221,7.02401,-30.9991,-1.01852,-0.222204,1.17178,-1.06462,0.12273,-0.860072,0.11414,0.915371,-0.546497,-0.270682,0.952179,-1.38594,0.751422,-0.684469,0.538496,0.688696,-0.834836,-0.288838,1.03937,-1.27828,0.49346,-0.793971,0.460393,0.400731,-0.0473648,0.0872143,-0.21886,0.293258,-0.153773,0.523475,0.100151,-0.525556,0.134959,0.049861,0.0301007,0.129182,-0.0725353,0.00387721,0.00557238,-0.0902535,0.000159552,0.0200603,-0.0114205,0.00614749,0.00789579,-2.4209e-05,-0.0135881,0.00391269,-0.0984074,-0.0489969,-0.496725,0.689756,0.363525,0.326333,0.362843,-0.648987,0.0541099,-0.139673,0.0858393,-0.0479277,-0.00493218,-0.114466,-0.0458333,-0.133476,-0.0126005,-0.135854,0.219892,-0.182655,0.142091,-0.020959,0.244834,-0.0609591,-0.153723,0.0745656,0.121989,0.00866857,-0.127366,0.0534131,-0.0586301,0.00519555,-0.897643,0.467265,0.553203,-1.6711,-0.204239,-0.136282,-1.48216,-0.181919,-0.236569,-26.7174,0.426189
-464.508,0.999035,0.00793394,9,511,0,520.282,0.360586,-6.7376,-0.346371,0.816979,-0.158666,0.134164,-0.23088,-1.0306,0.509042,-2.44452,14.119,-0.953995,-0.147912,0.959866,-1.13273,-0.188399,-0.868884,-0.0728092,1.05671,0.99025,-0.645772,-0.260662,1.00403,-1.42419,0.150501,-0.963833,0.352107,0.315063,0.962118,-1.50176,-0.524006,1.8381,-2.37327,0.846219,-1.7568,0.399159,0.896591,0.580486,-0.04517,-0.399187,-1.19501,1.06664,-0.381204,1.2523,-2.41226,-0.442111,0.180593,0.0189696,0.424441,0.656503,0.256187,-1.29366,-0.0938203,0.478399,0.221123,0.107152,-0.282749,-0.156673,0.752354,0.792553,-0.200213,0.80343,-0.332133,1.57553,0.112106,-0.296351,-0.20929,-0.574489,1.21976,-0.607097,0.611573,1.18932,-1.43381,0.442587,0.757034,-1.78361,0.143334,0.356749,0.168545,0.415019,0.570012,-0.130254,0.080319,-0.00207479,-0.873953,0.0929653,-0.59771,1.20946,-0.0906306,-0.596352,0.498377,0.200825,-1.34142,0.591897,0.828087,0.00576882,-0.891224,1.16873,-0.52054,-0.277517,0.124217,0.166928,1.74029,0.931928,-0.842551,0.537896,0.629235,-1.72226,-0.157384,-0.0942992,-1.46015,-0.138583,-0.150947,-4.89041,11.5349,-2.2402,1.89427,-3.2598,-14.551,7.18715,-34.5141,-0.944694,-0.14647,0.950507,-1.12168,-0.186562,-0.860412,-0.0720994,1.04641,-0.621309,-0.250788,0.966,-1.37024,0.144799,-0.927321,0.338769,0.303128,-0.87175,-0.304178,1.06699,-1.37765,0.491219,-1.0198,0.231706,0.520459,-0.00815737,-0.0720901,-0.215809,0.192627,-0.0688426,0.226157,-0.435637,-0.0798419,0.00203263,0.0454798,0.0703456,0.027451,-0.138618,-0.010053,0.0512615,0.0236938,-0.0316979,-0.017564,0.0843433,0.0888499,-0.0224451,0.0900693,-0.0372341,0.176626,-0.131161,-0.0926291,-0.254261,0.539851,-0.268693,0.270675,0.526378,-0.634584,0.0608043,-0.143258,0.0115125,0.0286538,0.0135374,0.033334,0.0457828,-0.0104619,-0.00041667,-0.175512,0.0186698,-0.120035,0.24289,-0.0182009,-0.119763,0.100087,-0.166627,0.0735238,0.102863,0.000716588,-0.110705,0.145177,-0.0646601,-0.0344725,-0.785197,0.501281,0.586401,-1.60502,-0.146671,-0.0878801,-1.36075,-0.12915,-0.140671,-27.428,0.360586
-462.909,0.956092,0.00793394,9,511,0,521.025,0.25631,-5.82512,-0.449271,0.768891,-0.133645,0.110204,-0.216605,-1.0192,0.561436,-2.31936,14.74,-0.971119,-0.314994,1.11005,-1.04299,-0.235932,-0.913512,0.194908,0.894547,0.950602,-0.793686,-0.265127,1.30105,-1.32546,0.273387,-0.662532,0.304484,0.35077,1.02776,-1.36613,-0.559596,1.73701,-2.09578,0.973307,-1.45561,0.589229,0.718407,0.613846,-0.175746,-0.0886667,0.213783,0.904469,-0.268572,0.415002,-2.13045,-0.394057,0.163506,0.763503,0.122899,-0.0856267,1.20042,-1.12286,0.295221,1.05071,-0.102795,0.221176,-0.342685,0.488787,-0.449041,3.3332,0.25464,0.992625,0.283286,1.38293,0.0376856,-0.44783,-0.135695,-0.569106,1.35129,-0.306354,0.147691,1.12694,-1.64856,0.541701,0.652955,-1.86561,0.271018,-0.683753,0.399722,-0.764753,0.405663,-0.716058,0.0713403,-0.19417,-0.375386,0.2526,-0.246399,0.037497,0.250643,0.713217,0.753616,0.508014,-1.5219,0.728337,1.12355,0.0717712,-0.911122,0.828794,-0.348159,-0.324366,0.106889,0.156549,1.85903,0.946152,-0.821184,0.638937,0.731846,-1.59962,-0.0444849,0.0100813,-1.4078,-0.0302104,-0.0603777,-6.62226,11.3335,-1.96993,1.6244,-3.19276,-15.023,8.27556,-34.1874,-0.923148,-0.299434,1.05522,-0.991466,-0.224277,-0.868386,0.18528,0.850358,-0.815716,-0.272486,1.33716,-1.36225,0.280975,-0.680921,0.312935,0.360506,-0.838595,-0.343506,1.06626,-1.28649,0.59746,-0.893522,0.361696,0.440991,-0.0287354,-0.0144975,0.0349548,0.147886,-0.0439131,0.0678552,-0.348341,-0.0644305,0.168869,0.0271823,-0.0189386,0.265505,-0.248351,0.0652958,0.232393,-0.0227357,-0.0129143,0.0184203,-0.0169224,0.125614,0.00959627,0.0374077,0.0106758,0.0521164,-0.24259,-0.073506,-0.308285,0.731997,-0.165952,0.0800041,0.610463,-0.893026,0.046582,-0.133093,0.0193345,-0.0487791,0.0285163,-0.0545577,0.0289401,-0.0510838,-0.0986412,-0.190701,0.128324,-0.125174,0.019049,0.12733,0.362324,0.382848,-0.162675,0.0778515,0.120095,0.00767158,-0.0973893,0.0885893,-0.0372145,-0.0346713,-0.776965,0.604531,0.692437,-1.51349,-0.0420895,0.00953844,-1.33199,-0.0285836,-0.0571264,-27.2202,0.25631
-478.919,0.993004,0.00793394,9,511,0,523.218,0.271555,-7.36172,-1.26108,0.911968,-0.165394,0.179333,-0.346629,-1.03862,0.843723,-2.41869,14.2668,-1.41044,-0.214957,1.2091,-1.8818,0.44586,-1.69031,-0.420621,1.23182,0.670615,-0.825914,-0.158705,1.14197,-1.56285,0.520674,-0.914518,0.152458,0.350278,0.875046,-1.73564,-0.265232,1.81307,-2.75118,0.508817,-1.88998,0.232359,0.862743,0.489546,-0.37382,0.844156,-1.52802,1.97291,-1.08423,-0.399276,2.11223,-1.6472,0.143826,0.567861,1.17867,-1.15472,0.552321,0.597179,0.367669,-0.125909,1.02341,0.125592,-0.187606,1.91344,-2.03753,-1.05889,0.216233,-1.76356,0.409677,-0.643702,0.0945753,0.0508599,-0.138657,-0.87807,0.344708,1.12863,-0.0986646,1.59814,-0.701452,0.766774,0.43783,-0.0210732,0.526803,0.0145649,-0.407075,-0.385744,0.427761,2.01048,0.00743732,-0.996832,-1.16751,0.330697,-1.79871,0.333232,-0.66387,-0.222591,-0.879582,0.0503023,-0.928507,0.62827,0.729878,0.112422,-0.642664,0.643727,-0.31625,0.515735,0.182319,0.175606,2.29807,0.844021,-0.933221,0.704396,0.812831,-1.79427,-0.0416218,-0.00645798,-1.56715,-0.0703157,-0.0874628,-17.9916,13.0109,-2.35965,2.55851,-4.9453,-14.8178,12.0373,-34.5071,-0.945861,-0.144153,0.810844,-1.26196,0.299,-1.13355,-0.282075,0.826075,-0.722713,-0.138874,0.999273,-1.36756,0.455614,-0.800246,0.133408,0.30651,-0.849678,-0.129843,0.88758,-1.34683,0.249089,-0.925232,0.11375,0.422352,-0.053765,0.121412,-0.219769,0.283756,-0.15594,-0.0574263,0.303793,-0.23691,0.0713187,0.148031,-0.145023,0.0693669,0.0750008,0.0461762,-0.0158132,0.128532,-0.0177429,0.180965,-0.1927,-0.100145,0.0204503,-0.16679,0.0387453,-0.0608783,0.0389981,-0.106319,-0.673282,0.264313,0.865407,-0.0756535,1.22541,-0.537855,0.00325628,-0.000156728,0.00391801,0.000108324,-0.00302755,-0.0028689,0.0031814,0.0149526,-0.050143,-0.0587285,0.0166348,-0.0904793,0.0167624,-0.0333942,-0.0111968,-0.044245,-0.169285,0.114546,0.133071,0.0204968,-0.11717,0.117364,-0.0576585,0.0940286,-0.787658,0.594525,0.686046,-1.5144,-0.0351296,-0.00545067,-1.32271,-0.0593479,-0.0738204,-27.6939,0.271555
