# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_part_noar_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0195923
# Diagonal elements of inverse mass matrix:
# 0.0713824, 4.43796, 0.212789, 0.101076, 0.0107818, 0.0321525, 0.0781919, 0.075467, 0.200322, 0.167183, 0.0590124, 0.277683, 0.24634, 0.475988, 0.357418, 0.547791, 0.573727, 0.599912, 0.699192, 0.223538, 0.795592, 0.611758, 0.80663, 0.750488, 0.833265, 0.979839, 1.0208, 0.867742, 1.31137, 0.745161, 0.530042, 0.711452, 0.720002, 0.813528, 0.802972, 0.948122, 0.93463, 1.22167, 0.111116, 0.102549, 0.267477, 0.170651, 0.290721, 0.220002, 0.510693, 0.431685, 0.214142, 0.0486364, 0.016778, 0.124124, 0.0435172, 0.110262, 0.104596, 0.391045, 0.168266, 0.101483, 0.0578425, 0.0219887, 0.170069, 0.0639116, 0.154412, 0.114596, 0.354575, 0.188657, 0.107385, 0.0645197, 0.0516929, 0.224734, 0.0967557, 0.234453, 0.25752, 0.384244, 0.296214, 0.136544, 0.0301688, 0.0158189, 0.216076, 0.046825, 0.0965525, 0.0982796, 0.24891, 0.155307, 0.0848722, 0.0300918, 0.0203026, 0.211676, 0.0595245, 0.0839835, 0.103406, 0.22521, 0.130076, 0.0902855, 0.00146713, 0.0227723, 0.0828387, 0.182771, 0.140268, 0.141013, 0.261215, 0.124521, 0.133156, 0.211817, 0.129575, 0.137988
-2016.34,0.823156,0.0195923,7,255,0,2070.07,0.182474,8.62278,-1.55218,-1.02623,-0.10025,-0.533766,0.6236,0.536346,-1.02638,0.14874,7.57052,-0.921323,1.17451,-0.648603,1.01082,-0.760796,0.596222,0.124275,-1.12692,0.262435,-0.577394,-0.304874,-0.500672,-0.442573,-1.03702,0.00141401,1.00774,-0.493113,0.196802,-0.21282,-0.422127,0.92317,0.657996,1.43633,-0.110782,3.14374,0.305058,0.0579206,0.151741,0.2739,1.31298,0.335366,-0.510774,-0.744369,-2.49519,-0.279182,0.573286,-0.244944,0.168389,1.827,0.303664,-0.0826968,0.208501,-2.4833,-0.00530981,0.785838,-0.0712988,0.123061,1.29329,0.194114,0.0387416,0.165512,-1.7682,0.155764,1.03309,-0.468143,-0.588565,2.29615,-0.528433,-1.02285,-1.85882,0.247075,1.06374,0.446811,-0.137678,-0.436497,2.1274,-0.93687,0.25946,-1.21228,-2.01013,0.702507,1.05012,-0.147986,-0.286274,0.8205,-0.527195,-0.166988,-0.719126,-0.80215,0.313924,1.94826,0.392247,1.79416,0.615364,-1.46999,0.282006,0.368763,-2.02616,0.286267,0.192992,-1.64665,0.239183,0.482406,-11.7508,-7.76909,-0.758947,-4.04089,4.72098,4.06042,-7.77026,1.12604,-0.241788,0.308231,-0.170216,0.265275,-0.199659,0.15647,0.0326141,-0.295743,-0.113632,-0.0599999,-0.0985332,-0.0870993,-0.204088,0.00027828,0.198325,-0.0970455,-0.0123267,-0.0244498,0.0534706,0.0381116,0.0831929,-0.00641654,0.182088,0.0176692,0.086991,0.157023,0.752715,0.192261,-0.292819,-0.426736,-1.43046,-0.160051,-0.192486,0.132327,1.43573,0.23863,-0.0649863,0.163848,-1.95147,-0.00417265,-0.0736584,0.127133,1.3361,0.200538,0.0400237,0.17099,-1.82672,0.160919,-0.209171,-0.262977,1.02594,-0.236109,-0.45702,-0.830543,0.110396,0.475292,-0.144579,-0.458376,2.23404,-0.983829,0.272465,-1.27304,-2.11088,0.737719,-0.288315,-0.557737,1.59855,-1.02711,-0.325336,-1.40105,-1.5628,0.611606,-0.904577,0.173537,0.226923,-1.24683,0.176158,0.11876,-1.01329,0.147185,0.296856,-26.919,0.182474
-2007.85,0.998493,0.0195923,8,255,0,2062.69,-0.0311746,7.33291,-0.842855,-2.13104,-0.226808,-0.85759,1.73309,0.852138,-2.03759,1.35999,3.83041,-0.739904,0.463106,-0.512848,1.14892,-0.0913291,0.611454,-1.15903,-0.44057,0.486481,-0.570254,-1.01373,-0.065768,-0.671841,0.416341,0.683597,0.964693,0.752801,0.160139,-0.605639,-1.11182,-0.306176,-0.918635,-2.06389,1.30285,-2.6419,-1.47129,0.217249,-0.0912038,-0.0277964,0.323829,0.113227,-0.471886,0.27042,-0.964269,0.671597,1.16104,0.338517,0.0941715,0.64532,0.077046,-0.0889819,1.46343,-2.37757,1.07198,0.851935,-0.457759,-0.106176,1.10236,0.286841,-0.0846679,0.579891,-2.24908,0.69025,1.09563,-0.397528,-0.501118,1.58145,-0.320901,-0.492091,-0.46212,-1.86214,0.412934,0.643758,-0.22854,-0.365845,1.12835,-0.252998,0.117916,-0.276394,-1.76,0.235298,1.54145,-0.15565,-0.471185,1.14308,-0.372215,0.00572102,-0.576394,-1.27379,0.79144,1.37749,0.430816,2.13085,0.691109,-1.05747,0.659899,0.687198,-1.61563,0.302681,0.516252,-1.22831,0.510948,0.537125,-3.22848,-8.16277,-0.86877,-3.28492,6.63846,3.26404,-7.80482,5.20933,-0.359949,0.225292,-0.24949,0.558929,-0.0444298,0.29746,-0.563847,-0.214329,-0.0913198,-0.162338,-0.010532,-0.107588,0.0666725,0.109471,0.154485,0.120553,-0.131574,-0.241542,-0.0665164,-0.199572,-0.448377,0.283043,-0.573951,-0.319637,-0.105891,-0.0322726,0.375977,0.131461,-0.547876,0.313967,-1.11955,0.779749,0.288394,0.0802279,0.54977,0.0656382,-0.0758068,1.24674,-2.02553,0.913255,-0.501535,-0.11633,1.20778,0.314272,-0.0927648,0.635347,-2.46416,0.75626,-0.255912,-0.322599,1.01807,-0.206582,-0.316788,-0.297493,-1.19877,0.26583,-0.352283,-0.563932,1.7393,-0.389984,0.181761,-0.426048,-2.71295,0.362701,-0.214406,-0.649052,1.57458,-0.512722,0.00788063,-0.793976,-1.75462,1.0902,-0.730825,0.456062,0.474929,-1.11657,0.209186,0.356786,-0.848899,0.353121,0.371212,-24.9019,-0.0311746
-2022.87,0.888947,0.0195923,8,255,0,2072.88,-0.157431,9.7753,-1.55616,-1.64326,-0.0412885,-0.855077,1.50503,0.639875,-1.85371,0.530848,4.2501,0.886428,0.884581,-0.957717,0.0316315,-0.158022,2.67366,0.702675,0.571259,0.250629,0.0497407,-0.709028,-0.0984435,-0.418069,-1.37748,0.659067,-0.131088,-0.71036,0.249678,1.08128,-1.74977,0.677434,1.10807,1.12822,-0.471166,2.62973,0.29095,0.132994,0.362304,-0.0390638,0.874774,0.270908,-0.741798,-0.506814,-2.04133,0.78967,0.771055,0.215539,0.04915,1.48043,-0.083206,0.0349417,0.684072,-2.1592,0.689846,0.956069,-0.357701,-0.175091,1.85246,0.358908,-1.36507,1.17637,-3.54227,1.04698,0.674742,0.288884,-0.385764,1.05013,-0.0696367,-0.60323,-1.64707,0.1091,1.20443,0.742846,0.191885,-0.580014,1.57139,-0.59008,0.519562,-0.492042,-1.86938,1.22981,1.16302,0.0703703,-0.390474,1.24171,-0.436737,-0.0382981,-0.674086,-1.23168,0.591052,1.57384,0.383997,1.43714,0.673091,-0.922945,0.92212,0.943042,-1.3082,0.651296,0.72747,-1.15475,0.761542,0.762925,-6.61384,-6.98401,-0.17548,-3.63416,6.3965,2.71953,-7.87847,2.25616,0.222164,0.221701,-0.240031,0.00792775,-0.0396048,0.670096,0.176111,0.143174,0.0124191,-0.177029,-0.0245792,-0.104383,-0.343926,0.164554,-0.0327298,-0.177361,0.143804,-0.232709,0.0900945,0.147367,0.150046,-0.0626621,0.349737,0.0386945,0.279357,-0.0301204,0.674499,0.208885,-0.571967,-0.390781,-1.57398,0.608879,0.20607,0.0469908,1.4154,-0.0795507,0.0334067,0.65402,-2.06434,0.65954,-0.241356,-0.118141,1.24993,0.24217,-0.921072,0.793744,-2.39012,0.706443,0.214597,-0.286563,0.780086,-0.0517293,-0.448107,-1.22352,0.0810447,0.894706,0.223166,-0.674568,1.82756,-0.686274,0.604261,-0.572254,-2.17412,1.43029,0.110751,-0.614543,1.95426,-0.687353,-0.0602749,-1.0609,-1.93847,0.930219,-0.621226,0.620671,0.634754,-0.880538,0.438382,0.489654,-0.777253,0.512587,0.513518,-25.8675,-0.157431
-2030.86,0.985684,0.0195923,7,127,0,2074.4,-0.274957,12.4226,-1.66102,-1.64588,-0.0089609,-0.852777,1.41922,0.622198,-1.58016,0.916013,5.5449,0.340947,0.112874,-1.39535,0.443791,0.469945,2.37131,-0.388987,0.186478,0.33674,0.188067,-0.871057,1.09821,-0.569575,-1.35523,-0.118905,-0.165992,0.335953,0.315194,0.689395,-2.44608,1.46422,0.713778,0.367923,-1.72254,2.58567,-0.0186739,0.141527,0.385713,-0.0609287,0.577147,0.326737,-0.326809,-0.371749,-3.37529,0.655154,0.681188,0.246019,0.0286181,0.51904,0.14007,-0.285558,1.17717,-2.32783,0.42488,1.34046,-0.472829,-0.0685764,2.4015,0.202107,-1.08129,1.06166,-3.03184,1.20651,0.753278,-0.152645,-0.670564,1.03605,-0.00482315,-0.849691,-1.35523,-0.14279,1.05168,0.807151,0.164637,-0.477405,2.04155,-0.77598,0.406244,-0.383158,-2.10141,1.08761,1.37742,0.0560533,-0.375593,1.23032,-0.704927,0.201215,-0.154381,-1.01567,0.315928,1.48206,0.359011,1.48397,0.626742,-0.881214,1.0735,1.10706,-1.25022,0.798612,0.968261,-1.00082,0.973591,1.16472,-9.21019,-9.12622,-0.0496873,-4.72856,7.86942,3.45003,-8.76184,5.0792,0.11481,0.0380092,-0.46987,0.149442,0.158249,0.798514,-0.130987,0.0627947,0.0592777,-0.274552,0.346151,-0.179527,-0.42716,-0.0374782,-0.0523198,0.10589,0.0975677,-0.346186,0.207226,0.101019,0.052071,-0.243786,0.365941,-0.00264286,0.262743,-0.0415039,0.393146,0.22257,-0.222619,-0.253231,-2.29921,0.446283,0.329778,0.0383614,0.695751,0.187758,-0.382779,1.57795,-3.12036,0.569535,-0.356172,-0.0516571,1.809,0.152243,-0.814513,0.799722,-2.28382,0.908841,-0.123208,-0.541246,0.836249,-0.00389301,-0.685829,-1.09387,-0.115253,0.848862,0.226775,-0.657589,2.81208,-1.06885,0.55957,-0.527771,-2.89454,1.49811,0.0830741,-0.55665,1.8234,-1.04474,0.298212,-0.228801,-1.50528,0.468223,-0.552294,0.672806,0.693841,-0.783564,0.500524,0.606849,-0.627255,0.61019,0.729979,-27.4104,-0.274957
-2021.35,0.977328,0.0195923,8,255,0,2088,-0.313994,6.8318,-0.797787,-1.37114,-0.163395,-0.637421,1.13675,0.887133,-0.825423,0.396954,6.60312,-0.0159286,1.24286,-0.645506,1.32709,0.0530172,0.797445,-0.234114,0.270828,0.24456,-0.251524,-0.689411,-0.617704,0.521213,-1.8562,1.93603,1.47952,-1.5335,0.148579,-1.9028,-1.69595,1.05265,0.0810958,-0.725035,1.55951,-1.06823,-1.78393,0.0908532,0.248579,0.190062,0.98694,0.306328,-0.591453,0.246649,-1.26361,-0.393674,0.573231,0.139346,0.0379537,1.46426,-0.100817,-0.0709631,0.677934,-2.72616,1.26816,0.879983,-0.367999,0.000337912,0.948238,0.571291,-0.675159,0.403436,-1.90372,0.702341,1.33049,0.424933,-0.814683,1.87061,-0.490927,-0.764157,-1.17971,-1.30506,-0.0209899,0.421489,-0.0303115,-0.631996,1.83787,-0.506507,-0.543872,-0.710552,-2.10294,0.627065,0.922542,-0.115908,-0.645568,1.96875,-0.693252,-0.359672,-0.828728,-2.35717,0.648141,0.973219,0.397594,1.71327,0.491078,-0.808932,1.40613,1.55012,-1.4518,1.21046,1.18341,-1.26033,1.30073,1.44459,-5.26788,-9.05384,-1.07892,-4.20897,7.50609,5.85785,-5.45037,2.62114,-0.00389549,0.303954,-0.157865,0.324554,0.0129659,0.195023,-0.0572548,0.0662336,-0.0373712,-0.102432,-0.091778,0.0774414,-0.275792,0.287654,0.219826,-0.227847,-0.172876,-0.154082,0.0956361,0.00736781,-0.0658717,0.141686,-0.0970524,-0.162076,0.142493,0.10895,0.565745,0.175597,-0.339039,0.141387,-0.724341,-0.225666,0.122622,0.0333986,1.28853,-0.0887175,-0.0624463,0.59657,-2.39897,1.11596,-0.48962,0.00044959,1.26162,0.760098,-0.898293,0.536768,-2.53289,0.93446,0.179105,-0.34338,0.788441,-0.20692,-0.322084,-0.497234,-0.55007,-0.00884703,-0.0279637,-0.583043,1.69551,-0.467275,-0.501745,-0.655514,-1.94005,0.578494,-0.112804,-0.628279,1.91603,-0.674685,-0.350039,-0.806534,-2.29405,0.630783,-0.397248,0.690517,0.761227,-0.712946,0.594429,0.581144,-0.618921,0.638757,0.709405,-25.6001,-0.313994
-2009.48,0.981783,0.0195923,8,255,0,2070.39,-0.304298,8.53275,-1.0965,-1.63703,-0.135288,-0.6685,1.02585,1.06652,-1.56164,1.45742,6.48162,-0.208012,0.559904,-0.980592,0.96933,-1.10314,0.703371,-1.20907,-0.863221,0.221943,-0.786317,-1.05196,0.869048,0.0641037,0.300625,-1.8408,-0.01368,-0.442083,0.126074,-0.2751,-1.39682,-0.100917,-0.966067,-1.65439,0.23205,-0.0953876,0.794263,0.111268,-0.135266,-0.0607007,0.479358,0.0984235,-0.741411,-0.679135,-1.88956,0.405879,1.30564,0.166672,0.0680916,0.605576,0.226492,-0.287672,0.595424,-2.38599,0.754546,1.49478,-0.0158386,-0.0260848,1.47018,-0.00511601,-0.640649,0.619001,-2.90924,-0.0288758,0.865996,-0.731696,-0.481308,1.00372,0.263864,-0.877919,-1.31721,-1.10649,-0.219716,0.962507,0.00785738,-0.408705,1.85342,-0.314264,0.00204698,-0.821136,-2.41638,0.381505,1.26602,-0.241971,-0.682869,1.96428,-0.805642,-0.223502,-0.99213,-2.09631,0.0560566,1.07829,0.387102,1.78299,0.520465,-0.825229,1.36283,1.44598,-1.43157,0.959163,1.35066,-1.11541,1.11895,1.35882,-7.10711,-10.6106,-0.876888,-4.33297,6.64917,6.91276,-10.122,9.44646,-0.0461668,0.124267,-0.217635,0.215136,-0.244835,0.156108,-0.268343,-0.191586,-0.099134,-0.132625,0.109564,0.00808181,0.037901,-0.232076,-0.00172469,-0.0557351,-0.0306097,-0.155421,-0.0112288,-0.107492,-0.18408,0.0258197,-0.0106135,0.0883758,-0.17661,-0.0792535,0.625872,0.128506,-0.968019,-0.886709,-2.46709,0.529934,0.249138,0.101782,0.905203,0.338555,-0.430005,0.890027,-3.56653,1.12788,-0.0137162,-0.0225893,1.27317,-0.00443044,-0.5548,0.536053,-2.51939,-0.0250064,-0.704262,-0.463262,0.966085,0.253971,-0.845003,-1.26783,-1.065,-0.211478,0.00994758,-0.517427,2.34646,-0.397864,0.00259151,-1.03957,-3.05917,0.482991,-0.260914,-0.736328,2.11806,-0.868713,-0.240999,-1.0698,-2.26042,0.0604451,-0.429503,0.709305,0.752584,-0.745082,0.499211,0.702971,-0.580534,0.582374,0.70722,-26.572,-0.304298
