# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_ef15cf8542b_model
# start_datetime = 2023-06-16 15:48:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/standata-ef15b6d8bad.json
# init = 2 (Default)
# random
#   seed = 236
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/model_fdd4c9acbc20a2e373126c404e00965f-202306161248-4-08fdf4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpvCZr3y/model_fdd4c9acbc20a2e373126c404e00965f-profile-202306161248-4-873207.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3.1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4.1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5.1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6.1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7.1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8.1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9.1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.021355
# Diagonal elements of inverse mass matrix:
# 0.067847, 3.87841, 0.244164, 0.119798, 0.0112991, 0.0357051, 0.106828, 0.0625339, 0.189085, 0.197776, 0.0603668, 0.311371, 0.308251, 0.416783, 0.41261, 0.519673, 0.629032, 0.774455, 0.796464, 0.240518, 0.774139, 0.633197, 0.875192, 0.838943, 0.983972, 0.904165, 1.00002, 0.931441, 1.03319, 0.613001, 0.549487, 0.833485, 0.729057, 0.74531, 0.83498, 0.799184, 1.24305, 1.21918, 0.15914, 0.0475185, 0.222274, 0.165366, 0.360408, 0.313443, 0.449474, 0.419872, 0.241973, 0.0361285, 0.013479, 0.108619, 0.0334963, 0.0921177, 0.0973762, 0.353145, 0.156044, 0.0992504, 0.0494269, 0.0155605, 0.135571, 0.0540266, 0.1391, 0.0897377, 0.303996, 0.152775, 0.0924949, 0.0614651, 0.10373, 0.231663, 0.133189, 0.270007, 0.298074, 0.364898, 0.343068, 0.174052, 0.02611, 0.0163964, 0.196348, 0.0562855, 0.0802644, 0.0841925, 0.246245, 0.142558, 0.0837384, 0.0247017, 0.0203395, 0.164517, 0.0641033, 0.0684168, 0.0804117, 0.187432, 0.124196, 0.070387, 0.00141287, 0.0210285, 0.0546667, 0.168085, 0.138962, 0.144939, 0.218357, 0.131219, 0.131825, 0.183126, 0.13823, 0.14263
-2023.85,0.97598,0.021355,8,255,0,2078.51,0.0608515,10.0586,-1.68281,-1.55088,0.00815911,-0.726557,1.27923,-0.621707,1.65218,0.849114,4.96005,0.378737,0.582519,0.418754,0.388957,0.771237,0.553084,-0.775516,0.76453,0.497885,-0.258972,-0.187578,1.27689,-0.509162,-1.05077,-2.00519,-0.510854,-0.383796,0.0674028,-0.768934,0.293176,-0.612972,-1.06333,1.35529,0.926087,-0.908326,1.77887,3.65644e-05,-0.395581,0.274464,-1.43479,0.751875,-1.46637,-0.233932,-2.63633,-1.0337,0.432916,-0.114065,0.0725015,-0.400162,0.0677992,0.0092362,0.378871,-0.61047,0.184855,2.93029,-0.448909,0.212371,-1.81127,0.484694,0.935919,-0.0330572,-3.59693,0.560535,0.583032,0.0950334,-0.340363,-1.25792,0.0229393,0.166806,-1.19954,-1.69222,0.417495,0.581822,-0.252581,-0.256872,-1.86099,-0.271436,0.0886145,-0.690365,-1.81157,0.249213,1.00746,-0.0772722,-0.345311,-1.42713,-0.659013,0.111979,-0.603534,-1.32683,0.424813,1.2682,0.384064,1.77789,1.1281,-0.814376,0.300416,0.282573,-1.04108,0.13982,0.189481,-0.867854,0.219646,0.35753,-8.3468,-7.69245,0.0404696,-3.60376,6.34505,-3.0837,8.19492,4.21165,0.188567,0.290028,0.208492,0.193656,0.383987,0.275372,-0.386118,0.380648,-0.0174555,-0.0126433,0.0860657,-0.0343189,-0.0708247,-0.135156,-0.034433,-0.0258689,-2.81156e-05,1.07198e-05,-2.2413e-05,-3.88799e-05,4.95553e-05,3.38618e-05,-3.32124e-05,6.50435e-05,-0.171253,0.11882,-0.621143,0.325499,-0.634813,-0.101273,-1.14131,-0.447504,-0.334245,0.212451,-1.17259,0.198672,0.0270648,1.1102,-1.78886,0.541678,-0.261729,0.123819,-1.05603,0.282592,0.545671,-0.0192734,-2.09713,0.32681,0.0552925,-0.198031,-0.731883,0.0133466,0.0970515,-0.697918,-0.98457,0.242908,-0.254465,-0.258788,-1.87487,-0.27346,0.0892754,-0.695513,-1.82508,0.251071,-0.0979968,-0.437924,-1.80989,-0.835761,0.142012,-0.765403,-1.68269,0.538748,-0.918698,0.338899,0.318771,-1.17444,0.157731,0.213753,-0.979026,0.247783,0.40333,-26.8056,0.0608515
-2019.81,0.800609,0.021355,8,255,0,2085.14,0.015288,6.70319,-0.870254,-1.68004,-0.218373,-0.835685,1.02183,-0.836469,1.97609,0.379574,5.12128,0.14034,1.66364,0.858631,0.905155,1.27637,0.737582,-1.10726,-0.669308,0.158419,0.183948,0.152036,-1.21693,0.343707,0.639782,2.17205,0.349834,0.233494,0.0265275,0.822147,-0.469987,0.646415,1.15231,-1.37985,-0.951455,0.918443,-0.649797,0.0395136,-1.40943,0.740566,-0.105575,0.109002,0.178655,-0.547589,-0.643906,1.18357,0.233597,-0.0926552,0.392224,-1.32796,-0.0243674,-0.299666,0.856067,-3.45512,0.967582,0.728407,0.290367,0.0338934,-1.00252,0.0726322,-0.363988,0.0268163,-1.46655,0.157532,1.74914,0.126039,-0.186778,-1.12296,-0.150255,-0.773067,-0.902347,-0.844697,0.766099,1.10561,0.122115,-0.385378,-1.92166,-0.401476,0.414519,-0.421022,-1.79398,1.00155,1.13288,0.047912,-0.46637,-2.01912,-1.24174,-0.153296,-1.41681,-1.15871,1.32279,0.936272,0.428856,2.22613,0.638623,-1.26313,0.628564,0.633611,-1.6637,0.369949,0.510374,-1.37579,0.465623,0.753953,-4.45682,-8.60398,-1.11835,-4.27978,5.2331,-4.2838,10.1201,1.94391,0.0222326,0.263553,0.136024,0.143394,0.202202,0.116847,-0.175412,-0.106031,0.00487968,0.00403313,-0.0322821,0.00911769,0.0169718,0.0576192,0.00928024,0.00619403,0.032486,-0.0185709,0.0255422,0.0455319,-0.054523,-0.0375954,0.036291,-0.0256758,-0.329237,0.172994,-0.024662,0.0254625,0.0417332,-0.127915,-0.150414,0.276479,-0.0674907,0.285699,-0.967294,-0.0177494,-0.218279,0.623565,-2.51673,0.704793,0.507893,0.0592845,-1.75356,0.127044,-0.636666,0.0469055,-2.56521,0.275545,0.13935,-0.206504,-1.24156,-0.166123,-0.854711,-0.997645,-0.933906,0.847007,0.138341,-0.436586,-2.177,-0.454823,0.469599,-0.476966,-2.03235,1.13463,0.0448586,-0.436649,-1.89045,-1.16261,-0.143527,-1.32652,-1.08487,1.23849,-0.806666,0.401415,0.404639,-1.06248,0.236258,0.325936,-0.878611,0.297358,0.481492,-25.1022,0.015288
-2006.7,0.835739,0.021355,8,255,0,2068.08,0.54263,5.72416,-1.78842,-2.00545,-0.128636,-0.985686,1.34588,-1.09989,1.29579,0.891904,3.71853,-0.0532496,1.01135,0.582608,0.437741,-0.994551,1.21674,0.311772,-0.48279,0.328067,0.0549293,0.629587,1.24545,-0.467232,-1.07056,-2.10732,-0.012255,-0.515093,0.107282,0.1253,-1.58528,0.460148,-0.822509,1.34361,0.656449,-0.659163,0.287613,0.0547853,-0.743992,0.555467,-1.17813,1.15836,0.248507,-0.851477,-2.44475,0.246078,0.448385,-0.0419653,0.125874,-0.49409,0.102801,-0.086622,0.229074,-1.41021,-0.0428663,2.41902,-0.339402,0.378093,-1.89525,0.261887,-0.258649,0.846949,-2.8263,0.631957,0.573552,0.0865238,-0.289977,-1.23464,-0.0510628,-0.281435,-1.31161,-0.698087,-0.19904,0.764929,-0.261507,-0.249121,-1.53938,-0.284195,-0.174271,-0.845143,-1.44143,0.102558,1.12875,0.127869,-0.288791,-1.28911,-0.394086,0.0550722,-0.390735,-1.64409,-0.0443349,1.48296,0.392413,1.77771,1.06631,-1.17203,-0.135314,-0.0624208,-1.52966,-0.279525,-0.237093,-1.3471,-0.212375,-0.146198,-6.65029,-7.45731,-0.478337,-3.6653,5.00471,-4.08995,4.81844,3.31657,-0.0174695,0.331791,0.191135,0.143609,-0.32628,0.399174,0.102282,-0.158388,0.00589295,0.0675437,0.133615,-0.0501258,-0.114852,-0.226079,-0.00131475,-0.0552605,0.00686461,-0.0868501,0.0252094,-0.0450614,0.0736099,0.0359638,-0.0361124,0.015757,-0.333595,0.249063,-0.528254,0.519391,0.111427,-0.38179,-1.09619,0.110338,-0.101515,0.304491,-1.19521,0.248678,-0.20954,0.554134,-3.41133,-0.103694,-0.194665,0.216856,-1.08702,0.150206,-0.148349,0.485769,-1.62103,0.36246,0.0661845,-0.221812,-0.944408,-0.0390594,-0.215278,-1.00328,-0.533986,-0.152252,-0.295176,-0.281195,-1.73758,-0.320786,-0.196708,-0.953957,-1.62702,0.115762,0.189625,-0.428267,-1.9117,-0.584415,0.0816701,-0.579446,-2.43813,-0.065747,-1.24975,-0.144287,-0.0665602,-1.6311,-0.298062,-0.252816,-1.43644,-0.226458,-0.155893,-24.4467,0.54263
-1996.22,0.961691,0.021355,8,255,0,2046.48,0.688878,7.96204,-1.05748,-1.50454,-0.10226,-0.673533,0.776531,-0.735953,2.0404,1.18557,5.95893,-0.227466,0.724041,0.934213,0.718839,0.709445,0.349014,-2.29704,-0.40651,0.412469,0.176934,0.239766,-1.01862,0.736708,0.682343,1.24383,-0.0660618,0.163922,0.0106611,0.305326,0.584111,-0.0297467,0.340876,-0.94473,-0.897457,-0.0255226,-1.24768,0.146701,-0.00149916,0.227384,-1.18061,0.355244,-0.944571,-0.491416,-1.9848,-0.0344748,0.742814,-0.0995263,0.206517,-0.796327,0.0316748,0.00846723,0.211145,-2.47407,0.298237,1.299,-0.0380826,0.20124,-0.926846,0.300775,-0.203757,-0.472234,-2.66533,0.173536,1.15186,0.21722,-0.107787,-0.590413,-0.124419,-0.556753,-0.64497,-0.714932,0.34478,1.91455,0.0900789,-0.303965,-2.10089,-0.775191,0.836287,-0.759887,-1.84614,1.1706,1.0481,-0.120688,-0.437222,-1.94021,-0.843625,0.0429257,-1.24066,-1.59562,1.15882,1.07568,0.429708,2.07544,0.873978,-1.66658,-0.37855,-0.321176,-2.06207,-0.506134,-0.366064,-1.81273,-0.44613,-0.369828,-6.30145,-8.96544,-0.60936,-4.01354,4.62729,-4.38549,12.1586,7.06473,-0.0938227,0.298644,0.385334,0.296499,0.292624,0.143957,-0.947457,-0.167673,0.00188631,0.00255616,-0.0108596,0.00785409,0.00727451,0.0132605,-0.000704289,0.00174758,0.0447915,0.0856893,-0.00436385,0.0500067,-0.138592,-0.131658,-0.00374418,-0.183035,-0.00111359,0.168904,-0.876976,0.26388,-0.701641,-0.36503,-1.47434,-0.0256083,-0.129285,0.268266,-1.03443,0.0411457,0.0109989,0.274277,-3.21382,0.387411,-0.0438657,0.2318,-1.0676,0.34645,-0.2347,-0.543946,-3.07008,0.199889,0.415877,-0.206364,-1.13037,-0.238207,-1.06593,-1.23482,-1.36877,0.660097,0.0944115,-0.318584,-2.20194,-0.812476,0.87651,-0.796435,-1.93493,1.2269,-0.129822,-0.470312,-2.08705,-0.907472,0.0461744,-1.33456,-1.71638,1.24652,-1.45655,-0.330844,-0.2807,-1.8022,-0.44235,-0.319932,-1.58428,-0.389908,-0.323222,-26.3294,0.688878
-1993.45,0.963732,0.021355,8,255,0,2040.03,0.313965,7.90955,-0.956275,-1.64744,-0.191512,-0.828001,1.01516,-0.720769,1.95235,0.911943,5.49729,0.0879809,1.09003,0.567176,0.641586,-1.04264,0.559154,-0.210273,-0.0950875,0.234294,-0.770532,-1.01683,-0.753912,-1.64397,-1.81143,-0.430152,0.225503,-0.522857,0.0797339,0.60064,-0.864901,-0.397767,-0.202128,0.467907,-0.566863,-0.50483,0.213719,0.268526,-0.451345,0.0641261,-0.468722,0.169734,0.0165142,-0.970213,-2.09356,0.115736,0.619863,-0.178606,0.0302026,-0.571696,0.0422135,-0.116975,-0.0500807,-1.26492,0.296778,2.10072,0.169122,-0.0378646,-1.07785,0.0398142,-0.218146,0.35969,-2.14293,0.866204,1.48547,0.344184,-0.464942,-1.42498,-0.39533,-0.853897,-1.71796,-1.37225,0.565044,0.889276,-0.0715725,-0.451456,-1.52512,-0.557358,-0.450524,-0.885065,-1.5112,0.427826,1.45583,0.377641,-0.690722,-2.43882,-0.504958,-0.0856034,-0.802813,-1.95152,0.581205,1.01592,0.387382,1.59993,0.866902,-1.23356,0.0590353,0.102789,-1.64257,-0.0151095,0.0339196,-1.39149,0.0863197,0.155209,-5.25692,-9.05647,-1.0528,-4.55177,5.58061,-3.96228,10.7327,5.01322,0.0206134,0.255388,0.132886,0.15032,-0.244283,0.131006,-0.0492656,-0.0222784,-0.0614376,-0.0810762,-0.0601123,-0.13108,-0.144433,-0.0342977,0.0179802,-0.0416895,0.161287,-0.232248,-0.106811,-0.0542765,0.125645,-0.152217,-0.13556,0.057389,-0.279772,0.0397494,-0.290544,0.105212,0.0102366,-0.6014,-1.29772,0.0717403,-0.3752,0.0634472,-1.20097,0.0886785,-0.245731,-0.105205,-2.65724,0.623446,0.251226,-0.0562468,-1.60112,0.0591429,-0.324049,0.53431,-3.18326,1.28672,0.306074,-0.413462,-1.2672,-0.351558,-0.75935,-1.52775,-1.2203,0.50248,-0.104198,-0.657244,-2.22032,-0.81142,-0.655888,-1.28851,-2.20005,0.622844,0.383653,-0.70172,-2.47765,-0.512998,-0.0869663,-0.815595,-1.98259,0.590459,-1.06937,0.0511778,0.0891077,-1.42394,-0.0130985,0.0294049,-1.20629,0.0748307,0.134551,-26.2077,0.313965
-2005.36,0.94877,0.021355,8,255,0,2052.53,0.0286615,6.19224,-1.67402,-1.75858,-0.205828,-0.780055,1.18786,-1.10409,0.973171,0.708898,5.06035,0.344488,1.1645,0.574967,0.735675,0.38733,1.52203,-1.05974,0.119207,0.235659,1.27194,0.108706,1.41721,-0.0935652,0.28818,1.21477,-1.1291,2.04801,0.0414523,1.42818,-0.301745,-1.02565,-0.169218,-0.484198,-1.27701,-0.706127,-0.0313084,0.242311,-0.369538,0.218038,-1.46646,0.466783,-1.16644,-0.540662,-0.546014,0.550094,0.370472,-0.099045,0.192615,-0.924016,0.213867,-0.463072,0.4004,-3.03348,0.131128,1.00384,0.0421041,0.0930662,-1.60948,0.145751,-0.691775,0.350754,-2.47113,-0.271434,0.918723,0.132522,-0.15839,-0.74721,0.133125,-0.131196,-0.77267,-0.278504,0.049311,1.49049,-0.0765532,-0.315866,-1.12845,-0.517507,-0.140212,-0.555181,-1.30105,0.400358,1.56106,0.182206,-0.431097,-1.56047,-0.668776,0.0478771,-0.741917,-1.20709,0.361067,1.13223,0.446446,2.08283,0.933795,-0.839536,0.41953,0.40754,-1.21648,0.180652,0.300678,-0.973695,0.38046,0.449728,-8.4711,-8.89904,-1.04156,-3.94735,6.011,-5.58709,4.92458,3.58727,0.0811818,0.274424,0.135496,0.173369,0.0912779,0.358682,-0.249738,0.0280923,0.0527249,0.00450613,0.0587464,-0.00387849,0.0119457,0.0503551,-0.0468036,0.0848946,0.346062,-0.0731161,-0.248525,-0.0410034,-0.117326,-0.309433,-0.171102,-0.00758636,-0.136904,0.0807768,-0.543283,0.17293,-0.432133,-0.2003,-0.202283,0.203794,-0.0994258,0.193356,-0.927569,0.21469,-0.464852,0.401939,-3.04514,0.131632,0.038682,0.0855021,-1.47867,0.133905,-0.63555,0.322246,-2.27028,-0.249372,0.197522,-0.236077,-1.11371,0.198421,-0.195546,-1.15165,-0.415106,0.0734973,-0.119504,-0.493086,-1.76157,-0.807859,-0.21888,-0.866671,-2.03102,0.624983,0.2063,-0.488102,-1.76681,-0.75721,0.0542081,-0.840023,-1.36671,0.408813,-0.783955,0.391755,0.380559,-1.13594,0.168692,0.280772,-0.909232,0.355271,0.419954,-25.0038,0.0286615
