# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_diss_noar_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.00688328
# Diagonal elements of inverse mass matrix:
# 0.111974, 1.79188, 0.19014, 0.0345776, 0.00202848, 0.00163572, 0.00597883, 0.0588012, 0.0347704, 0.278574, 0.0494409, 0.102318, 0.0108361, 0.113493, 0.167954, 0.0760606, 0.151036, 0.109373, 0.136714, 0.0800254, 0.0482547, 0.00963602, 0.109965, 0.181734, 0.0393769, 0.0836572, 0.0574049, 0.0497053, 0.0800447, 0.0676187, 0.0107754, 0.0821426, 0.146132, 0.04748, 0.0911838, 0.0551053, 0.0647069, 0.0654089, 0.378811, 0.2392, 0.525819, 0.408433, 0.589956, 0.645488, 0.668768, 0.753319, 0.772947, 0.490667, 0.42875, 0.618594, 0.586395, 0.724185, 0.613713, 1.08012, 0.825051, 0.815062, 0.636297, 0.654816, 0.852608, 0.80903, 0.901661, 0.873596, 0.951469, 0.926217, 1.10414, 0.056877, 0.0281868, 0.17975, 0.139008, 0.259575, 0.152331, 0.315309, 0.319534, 0.162995, 0.531955, 0.617254, 0.551331, 0.5841, 0.668566, 0.685843, 1.09263, 0.737069, 0.861485, 0.32175, 0.290824, 0.501868, 0.396084, 0.595323, 0.477833, 0.726948, 0.58877, 0.565478, 0.141887, 0.0598412, 0.080903, 0.00667853, 0.0873244, 0.0736203, 0.107401, 0.106644, 0.066659, 0.0020585, 0.0323168, 0.0782813, 0.144879, 0.173588, 0.189339, 0.277561, 0.11588, 0.117856, 0.239905, 0.116899, 0.115885
-470.365,0.991227,0.00688328,10,1023,0,526.296,-0.206599,-5.86364,-1.17193,1.03741,-0.189379,0.163186,-0.36155,-1.26308,0.753192,-2.90309,12.606,-0.527129,-0.1166,0.50415,-0.695102,-0.000748716,-0.525373,-0.093523,0.414391,1.71099,-0.902985,-0.438135,1.4447,-2.11129,0.654543,-1.4815,0.600492,0.66065,0.685586,-0.969172,-0.389419,1.22344,-1.74519,0.571761,-0.762522,0.324299,0.914909,0.897053,-0.879908,-0.603996,0.762187,0.839121,-1.22968,-1.40362,-0.384137,-1.56538,0.125401,1.38322,0.441388,-0.155648,-0.536321,0.535589,0.529927,0.211833,-0.122753,0.115764,-0.357052,-0.136138,0.290415,-0.282996,-0.287748,0.232286,0.0107102,0.633439,0.0349397,-0.0721776,-0.220604,-1.12777,0.871565,0.715649,0.548744,1.57342,-1.4881,0.465197,0.349075,-1.88082,1.30209,0.57118,-0.507755,-1.55429,0.103785,-0.67024,0.0832126,-0.542854,-1.17001,0.606195,-1.47878,0.679249,-0.654551,0.257813,-0.937545,0.200604,-2.21341,1.24789,1.48198,0.381798,-1.553,1.11059,-0.0175661,-0.0772047,0.07952,0.175275,2.38539,0.556959,-0.493938,1.93567,2.03367,-1.85868,0.821549,0.853783,-1.50251,0.803342,0.729475,-14.7734,13.0776,-2.3873,2.05712,-4.5577,-15.9223,9.49472,-36.5963,-0.901912,-0.199501,0.862594,-1.18931,-0.00128104,-0.898906,-0.160017,0.709018,-0.619074,-0.300379,0.990463,-1.44747,0.448745,-1.01569,0.411688,0.452932,-0.869399,-0.34933,1.09749,-1.56553,0.5129,-0.684023,0.290913,0.820722,-0.110341,-0.0757414,0.0955787,0.105226,-0.154202,-0.176015,-0.048171,-0.1963,0.160127,0.051097,-0.0180185,-0.0620868,0.0620021,0.0613467,0.0245227,-0.0142104,-0.0124753,-0.00475664,0.010147,-0.00988781,-0.0100538,0.00811601,0.00037421,0.0221322,-0.0335768,-0.102624,-0.524636,0.40545,0.332918,0.255274,0.731952,-0.692258,0.0290475,-0.156508,0.108351,0.0475294,-0.0422516,-0.129337,0.00863619,-0.0557724,-0.108898,-0.234709,0.121605,-0.296648,0.13626,-0.131305,0.0517183,-0.188075,-0.17601,0.099232,0.117847,0.0303606,-0.123494,0.0883142,-0.00139686,-0.00613932,-0.275103,1.07809,1.13267,-1.03521,0.457569,0.475522,-0.836839,0.447429,0.406288,-26.7647,-0.206599
-471.576,0.905294,0.00688328,9,511,0,535.503,-0.268536,-4.65766,-1.02737,0.975574,-0.167901,0.143805,-0.268785,-1.27506,0.770675,-2.91122,11.6414,-0.415231,-0.0768676,0.484244,-0.492736,0.000325881,-0.342525,0.202154,0.391677,2.3392,-1.14886,-0.400631,1.78141,-2.21009,0.686101,-1.35159,0.991087,0.63612,0.618803,-1.08677,-0.374368,1.22455,-1.57706,0.661082,-1.09713,0.239467,0.705106,0.806107,-1.61899,-0.631361,-0.258804,0.41938,-0.956389,-0.740208,-0.691848,-1.94438,0.155347,1.58519,-0.0580493,-0.0144018,-1.26928,1.04902,0.695951,0.0873048,-0.0297289,0.0503412,-0.0655331,-0.456543,0.560459,0.732422,-1.00963,-0.741932,-0.501294,0.856728,0.0657867,0.014177,-0.175535,-1.08858,0.940378,0.283302,0.577012,1.09026,-1.41718,0.65017,-0.171591,-0.987131,1.17959,-0.237301,-0.136599,-0.829588,0.631596,-0.836514,0.0897132,0.271103,-1.52458,1.12768,-0.894849,0.750218,0.348448,0.523183,-0.258369,0.130135,-2.25847,1.12303,1.75443,0.283144,-1.34708,1.44701,-0.460061,-0.295595,0.0731697,0.173156,2.20157,0.656965,-0.297653,1.71347,1.85546,-1.44258,0.776172,0.801136,-1.2803,0.751614,0.770783,-11.9601,11.3571,-1.9546,1.67409,-3.12904,-14.8434,8.97174,-33.8906,-0.971308,-0.179809,1.13274,-1.15261,0.0007623,-0.801234,0.472878,0.916209,-0.71092,-0.247912,1.10234,-1.36761,0.424561,-0.836367,0.613287,0.393633,-0.876051,-0.30178,0.987121,-1.27128,0.532903,-0.884403,0.193036,0.568391,-0.251506,-0.0980801,-0.0402044,0.0651495,-0.148572,-0.114989,-0.107477,-0.302054,0.0798004,-0.00292227,-0.000725006,-0.0638971,0.0528087,0.035035,0.00439502,-0.00149659,-0.00431121,-0.0300345,0.0368707,0.0481837,-0.0664199,-0.0488092,-0.0329785,0.0563613,0.00921744,-0.114128,-0.707763,0.611406,0.184195,0.375156,0.708853,-0.921406,-0.015394,-0.0885587,0.105825,-0.0212891,-0.0122547,-0.074425,0.0566625,-0.0750463,0.0352801,-0.198401,0.146752,-0.116451,0.0976299,0.0453454,0.0680846,-0.033623,-0.165252,0.0821721,0.128371,0.0207176,-0.0985654,0.105877,-0.0336625,-0.0216286,-0.195548,1.12569,1.21897,-0.947721,0.509918,0.526318,-0.841114,0.493784,0.506377,-26.1564,-0.268536
-469.179,0.958521,0.00688328,9,1023,0,546.163,0.136827,-5.3905,-1.25689,0.686128,-0.192984,0.062186,-0.266921,-1.03602,0.591773,-1.9058,13.1932,-0.833963,-0.208336,0.760497,-1.17947,0.349213,-1.27216,0.303033,0.820663,1.01171,-0.660051,-0.266419,1.31497,-1.76517,0.725096,-1.26947,0.730385,0.910006,0.853,-0.765368,-0.299076,0.91186,-1.2774,0.557739,-1.04283,0.576883,0.642234,1.01457,0.647569,0.597358,-0.667322,1.6917,1.06663,1.06241,1.98079,-0.740912,0.0988306,1.27699,0.988439,0.346059,1.15332,-0.654286,0.429206,1.67131,-0.203082,0.0626364,1.65294,0.45959,-1.61415,-1.59923,1.82095,1.09788,0.64555,0.964084,0.0253514,-0.0486896,-0.108059,-0.782729,0.47706,0.567161,-0.331465,1.85871,-0.899396,0.858065,0.973591,-0.884677,0.261484,-0.587912,0.793287,-0.485751,0.753978,2.62177,0.154348,0.716191,-1.54201,0.82656,-1.66524,0.486947,0.440151,0.321522,1.50221,0.106536,-1.21504,0.97558,1.13649,0.131955,-1.3756,0.645193,-0.391193,0.214431,0.108495,0.1636,1.95539,0.706445,-0.922022,1.0409,1.14317,-1.95173,0.164605,0.203228,-1.76768,0.158014,0.142796,-16.5824,9.05221,-2.54608,0.820431,-3.52153,-13.6685,7.80737,-25.1436,-0.843733,-0.210777,0.769406,-1.19329,0.353304,-1.28707,0.306583,0.830277,-0.563023,-0.227255,1.12166,-1.50569,0.618507,-1.08286,0.623018,0.776235,-0.776519,-0.303434,0.925146,-1.29601,0.565866,-1.05803,0.585288,0.651592,0.0639996,0.0590373,-0.0659518,0.167192,0.105416,0.104999,0.195763,-0.0732248,0.0799862,0.0619123,0.0216759,0.07224,-0.0409822,0.0268839,0.104685,-0.0127203,0.0419045,0.0116513,-0.0409211,-0.0405428,0.0461636,0.0278327,0.0163656,0.0244409,-0.0417788,-0.0927219,-0.671633,0.409348,0.486661,-0.284418,1.59489,-0.771741,0.150272,-0.136548,0.0403596,-0.0907433,0.122443,-0.074975,0.116375,0.404666,0.0763001,-0.16428,0.0880584,-0.177408,0.0518774,0.0468919,0.0342537,0.16004,-0.131825,0.105845,0.123303,0.0143164,-0.149246,0.0700002,-0.0424425,0.0232647,-0.651358,0.735339,0.807585,-1.37879,0.116285,0.143569,-1.24877,0.111629,0.100878,-26.638,0.136827
-470.22,0.98057,0.00688328,9,511,0,530.691,0.145272,-10.7512,-0.256276,0.851926,-0.187679,0.144071,-0.34999,-1.03942,0.674025,-2.2678,14.9926,-1.06312,-0.322395,1.04519,-1.35127,0.513292,-1.51669,0.528395,0.869309,0.737356,-1.02288,-0.446764,1.73141,-2.00773,0.817769,-1.51329,0.99936,0.0867452,0.636375,-0.937561,-0.423601,1.09484,-1.43968,0.675829,-1.34191,0.314447,0.305772,0.791922,-0.68254,-1.12439,-0.560557,1.51398,-1.15984,-1.10444,-2.26382,-0.958897,0.111596,0.355766,-0.0405009,-0.293314,0.261763,1.56907,0.0645536,0.36234,-0.0757373,0.160102,-1.04619,-0.287284,-0.280211,3.27663,-1.06971,0.130401,0.312744,-0.794508,0.0385311,-0.0756624,-0.19608,-0.760467,1.09187,0.381798,0.159332,1.70729,-1.88871,0.700118,0.326496,-1.04666,0.69195,1.30671,0.0668739,0.0223516,1.26217,-2.47552,0.100058,-0.0333244,-1.11559,0.361734,-0.213963,0.635209,-0.312699,0.354695,-0.988585,0.239781,-1.40665,0.619225,1.06708,0.0994314,-0.956371,0.805212,-0.505773,-0.0371815,0.115377,0.167636,2.0649,0.877528,-0.743325,0.774788,0.891046,-1.60393,0.0988349,0.163572,-1.42201,0.0947898,0.025543,-3.84225,12.7726,-2.8138,2.16001,-5.24727,-15.5837,10.1054,-34.0002,-0.783897,-0.23772,0.770679,-0.996367,0.378479,-1.11834,0.389616,0.640991,-0.650934,-0.284309,1.10182,-1.27767,0.520408,-0.963019,0.635968,0.0552025,-0.742475,-0.335459,0.86703,-1.14012,0.535204,-1.06269,0.249018,0.242147,-0.076169,-0.125478,-0.0625562,0.168955,-0.129434,-0.123251,-0.252634,-0.107009,0.0569588,-0.00648427,-0.0469601,0.0419087,0.251211,0.0103352,0.0580113,-0.0121257,-0.040311,-0.0110694,-0.0107969,0.126252,-0.0412171,0.0050245,0.0120504,-0.0306133,-0.0529726,-0.137279,-0.532417,0.76444,0.267303,0.111551,1.1953,-1.32232,0.0326686,-0.104726,0.0692352,0.130747,0.00669127,0.00223646,0.126291,-0.247696,-0.00799055,-0.267498,0.086737,-0.0513042,0.152311,-0.0749793,0.0850492,-0.237044,-0.162295,0.0714446,0.123117,0.0114721,-0.110344,0.0929032,-0.0583548,-0.0042899,-0.652289,0.679898,0.781918,-1.40749,0.0867304,0.143539,-1.24786,0.0831807,0.0224147,-29.06,0.145272
-469.615,0.987359,0.00688328,9,511,0,522.6,0.250272,-9.79199,-0.434618,0.979523,-0.179527,0.180306,-0.368991,-1.12893,0.724202,-2.59849,14.5191,-1.08485,-0.423547,1.08359,-1.88839,0.792547,-1.74926,0.362453,0.806112,0.603588,-0.917247,-0.460144,1.67216,-2.06149,0.750997,-1.41963,1.02337,-0.029528,0.614991,-1.14052,-0.34668,1.31683,-1.58805,0.585348,-1.20547,0.259863,0.186153,0.78579,-0.584944,-0.0145584,-1.13186,1.33767,-1.41702,-0.217508,-1.35823,-1.26851,0.206545,0.889122,0.374201,1.13139,0.635413,0.3014,-0.335416,1.22956,-0.00962299,0.104952,-0.385929,-1.27804,0.69199,3.98197,-1.62702,-0.732432,1.39552,-1.23947,0.0263772,0.0903005,-0.171589,-0.982096,0.719859,0.61952,-0.032986,0.591977,-1.21138,0.651398,0.787361,-1.19202,0.348461,1.52048,0.72043,-0.192219,0.17396,-1.02297,0.0756335,0.169729,-1.04356,0.772172,-0.544753,1.67237,0.658643,0.829072,-0.865053,0.205383,-1.51277,0.643116,0.95882,0.0924488,-0.979196,0.862418,-0.409518,0.0932052,0.117042,0.166448,2.07944,0.837238,-0.8756,0.744653,0.837791,-1.84106,0.010783,0.0234484,-1.59867,-0.0019713,-0.0420657,-6.31026,14.2218,-2.60657,2.61789,-5.35741,-16.391,10.5148,-37.7277,-0.6548,-0.255648,0.654041,-1.13981,0.478372,-1.05583,0.218772,0.486559,-0.564099,-0.282985,1.02837,-1.2678,0.461857,-0.87306,0.629362,-0.0181594,-0.896211,-0.272418,1.03475,-1.24787,0.459961,-0.947246,0.204198,0.146277,-0.120817,-0.00300697,-0.23378,0.27629,-0.292679,-0.0449253,-0.280537,-0.262005,0.093315,0.0392731,0.118742,0.0666878,0.0316325,-0.0352026,0.129045,-0.00100995,-0.0101797,-0.033711,0.0182527,0.105033,-0.042916,-0.0193195,0.0368099,-0.0326938,0.0588216,-0.111773,-0.639735,0.468914,0.403554,-0.021487,0.385612,-0.789087,0.0595509,-0.0901567,0.0263554,0.114999,0.0544886,-0.0145382,0.0131572,-0.0773712,0.0348594,-0.21433,0.158591,-0.111883,0.343477,0.135274,0.170278,-0.177667,-0.177059,0.0752718,0.112222,0.0108204,-0.114607,0.100939,-0.0479309,0.0109089,-0.733085,0.623452,0.701431,-1.5414,0.00902792,0.0196319,-1.33847,-0.00165045,-0.035219,-28.5908,0.250272
-466.748,0.994274,0.00688328,9,1023,0,525.748,0.261699,-9.65725,-0.307272,1.02528,-0.178277,0.176092,-0.365449,-1.22592,0.732677,-2.74376,14.1186,-1.10845,-0.425601,1.18065,-1.85688,0.814042,-1.64177,0.411049,0.927492,0.633129,-0.94274,-0.431465,1.69871,-2.07269,0.722702,-1.39856,0.936255,0.0349738,0.594052,-1.0591,-0.370798,1.38896,-1.57885,0.602095,-1.18565,0.298923,0.165578,0.791512,-0.500749,-0.104074,-1.12405,1.37015,-1.19286,-0.131134,-1.34407,-1.4497,0.251597,0.903823,0.674968,1.0122,0.865804,0.539181,-0.161786,1.17796,0.22035,0.10396,-0.239225,-1.05835,0.938972,4.18481,-1.53517,-0.625427,1.49276,-1.23509,0.0124501,0.0514768,-0.142982,-0.752975,0.751053,0.508858,-0.00131613,0.572457,-1.16852,0.628474,0.736264,-1.58999,0.126666,1.62663,0.635656,-0.352026,0.219904,-0.966637,0.0741852,0.495235,-0.903873,0.547367,-0.704577,1.43157,0.629296,0.961703,-0.904394,0.159856,-1.58459,0.643764,0.980451,0.102024,-0.986032,0.869922,-0.372516,0.0892176,0.11301,0.164819,2.05049,0.832899,-0.942602,0.703804,0.784581,-1.81319,-0.0355152,0.0023055,-1.62075,-0.0670475,-0.0902809,-4.33825,14.4755,-2.51703,2.48618,-5.15964,-17.3083,10.3444,-38.7381,-0.701789,-0.26946,0.747504,-1.17564,0.515394,-1.03945,0.260247,0.587222,-0.560037,-0.256313,1.00912,-1.23128,0.429323,-0.830819,0.556185,0.0207763,-0.838294,-0.293491,1.09938,-1.24968,0.476565,-0.938453,0.236601,0.131057,-0.125987,-0.0261847,-0.282806,0.344725,-0.300119,-0.0329929,-0.338162,-0.364739,0.0939614,0.0701697,0.105228,0.090009,0.0560533,-0.0168192,0.12246,0.0229076,-0.00297838,-0.0131766,0.0116903,0.0521015,-0.0191131,-0.00778665,0.0185851,-0.0153771,0.0323519,-0.0898607,-0.473225,0.472018,0.319804,-0.000827155,0.359775,-0.734386,0.0546199,-0.117954,0.00939676,0.120672,0.0471562,-0.0261151,0.0163136,-0.0717102,0.0791661,-0.144489,0.0874998,-0.112631,0.228845,0.100597,0.153734,-0.144573,-0.179075,0.0727518,0.110801,0.0115298,-0.111432,0.0983099,-0.0420981,0.0100825,-0.785092,0.586198,0.653477,-1.5102,-0.0295806,0.00192025,-1.34992,-0.0558438,-0.0751949,-28.4387,0.261699
