# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/prior_diss_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.392621
# Diagonal elements of inverse mass matrix:
# 13.2971, 12.7613, 0.955473, 1.11981, 0.891643, 1.03959, 0.949456, 0.924524, 0.839587, 1.09672, 1.50255, 0.894768, 0.77522, 1.04456, 1.01282, 1.13753, 0.836397, 0.962045, 1.0172, 1.38685, 0.899888, 0.917348, 1.01878, 1.00115, 0.920061, 0.91166, 1.04032, 0.939705, 0.985673, 0.890798, 1.07779, 0.933217, 1.13512, 0.992134, 0.890437, 1.07545, 1.12511, 1.54636, 0.965548, 1.13444, 0.984378, 0.924051, 0.970641, 1.00257, 1.11422, 1.01028, 1.58779, 0.920457, 1.23564, 1.11645, 0.947541, 0.940182, 0.909431, 1.08423, 0.944878, 1.52402, 1.01801, 0.984019, 1.05893, 0.93402, 0.906566, 1.00743, 1.04337, 0.856137, 1.29312, 1.05337, 1.05234, 0.877067, 0.962036, 1.02873, 1.06641, 1.03977, 0.95306, 1.68723, 0.884479, 0.993886, 1.09603, 1.00559, 0.914694, 1.0255, 0.975901, 1.02257, 1.86121, 1.07038, 0.930862, 0.968192, 0.968159, 1.14798, 0.813802, 1.08123, 1.0219, 1.42847, 0.813383, 1.1352, 1.07608, 0.978789, 0.937501, 0.987968, 0.925357, 0.958373, 1.07519, 1.307, 1.57538, 1.10017, 1.21224, 0.962844, 1.00481, 0.918283, 1.08841, 1.32055, 0.835058, 1.07853, 1.22139, 1.01823
-153.452,0.93077,0.392621,4,15,0,217.813,-2.93911,-3.70218,0.1866,-0.0286068,-0.305176,0.867362,-0.417766,-0.653811,0.659789,-0.0772262,2.41191,0.609021,0.97664,-0.794943,0.473537,0.413834,-0.822989,0.438562,-0.740884,0.95407,1.20952,-2.24969,1.7069,0.160043,-0.597616,-0.574714,-0.523605,1.82873,0.557365,-0.0318872,0.85131,1.0478,1.6341,-0.559335,-0.277839,0.542128,0.115277,2.88393,1.39261,-0.902416,-1.49678,0.215956,1.50653,-0.494866,-0.952518,1.00923,1.60335,0.965557,-0.132063,0.880516,0.259,-0.501244,-0.748453,-0.733738,-0.0571858,2.99734,-0.259276,-2.10959,0.813575,-0.645899,0.417222,-0.627231,0.652584,1.01142,2.16496,-2.44131,-0.139624,1.33326,0.27446,-0.69064,0.304929,-0.236354,0.0629818,1.82913,-0.9714,1.06441,1.01201,1.08834,-0.831958,-0.203193,1.87693,0.224537,3.92599,0.100804,2.01369,0.504009,-0.234347,-0.7904,-1.26762,0.607588,-1.29169,1.76114,-0.647416,-1.20104,-0.0131597,-0.562566,-0.665627,0.960573,-0.361766,0.563554,0.431735,0.364642,1.47921,2.64888,3.47591,-1.13311,1.23574,0.784428,0.0299457,-0.824099,-0.667199,-1.6819,-0.609498,-1.80552,0.450062,-0.068997,-0.736057,2.092,-1.00761,-1.57693,1.59135,-0.186263,0.581049,0.931784,-0.758432,0.451788,0.394827,-0.78519,0.418419,-0.706855,0.674144,-1.2539,0.951369,0.0892024,-0.33309,-0.320326,-0.291839,1.01927,-0.0919606,2.45512,3.02179,4.71263,-1.61308,-0.801267,1.56346,0.332452,2.23284,-1.44689,-2.39986,0.346253,2.4155,-0.793442,-1.52722,1.61814,2.8941,-0.395838,2.6392,0.77631,-1.5024,-2.24337,-2.19926,-0.171405,-0.561321,-4.56718,1.76136,-1.39835,0.903269,-1.35793,1.41282,2.18969,-4.46546,-0.255391,2.4387,0.502022,-1.26327,0.557754,-0.432321,0.115202,-3.81371,4.17888,3.97315,4.27281,-3.26626,-0.797734,7.3688,0.881529,0.177529,3.54639,0.88763,-0.412718,-1.392,-2.23245,1.07005,-2.27484,-0.279512,-0.518533,-0.00568152,-0.24288,-0.287375,0.414713,-0.156187,0.243306,-3.93858,4.29531,2.7266,0.104089,-2.8645,-2.31912,-5.84615,-2.11856,-6.27584,-27.5398,-2.93911
-150.716,0.874939,0.392621,4,15,0,195.961,2.32546,2.16205,0.37487,0.330396,0.317642,0.425707,1.15122,0.298417,-0.235231,0.149943,2.96799,-1.06014,-0.19427,0.895064,-1.09495,0.150145,-0.84625,-1.26656,0.960242,3.91053,-0.166681,-0.789589,1.18258,0.292816,-0.61487,1.88597,1.34801,-1.74697,4.08833,-0.074844,-1.13849,-0.123105,-0.312866,0.689516,0.795113,-1.23768,0.925788,1.51885,-0.103611,-0.639702,0.458379,-1.36545,-0.290819,0.042667,0.712315,-0.780397,1.5178,0.403324,-0.271826,-1.31542,0.0215342,-1.22068,-1.0436,0.579497,-1.31182,2.69688,1.01281,0.424324,-0.638536,-0.511141,-0.577551,1.06923,-0.43462,1.4335,2.01548,0.6134,0.816781,-0.718781,1.00236,-0.173216,-0.16172,-0.00715836,-0.184134,1.82627,-2.42842,-0.583601,0.451056,0.0273545,0.444844,0.728678,-0.647778,-1.24106,0.227285,1.20652,-1.3685,-0.502734,-0.620142,-0.665036,-1.02855,0.601521,-0.56958,5.77437,-0.446357,0.228656,0.401551,1.43768,0.175797,-1.12366,-0.67706,-0.697349,0.412774,0.0940326,1.83347,1.27026,3.15864,-1.2507,-0.604596,-0.924299,1.7411,-0.823983,-0.428692,0.750891,-1.24952,0.0490712,1.11261,0.98061,0.942757,1.26349,3.41682,0.885696,-0.698162,0.44503,-4.1457,-0.759699,3.50018,-4.28184,0.587147,-3.30929,-4.95294,3.75506,-0.681448,-3.2281,4.8348,1.19713,-2.51379,7.71046,5.51112,-7.14221,-0.113677,-1.72919,-0.186978,-0.475196,1.04727,1.20766,-1.87984,1.40613,-0.157261,-0.970942,0.695729,-2.07248,-0.441406,0.0647602,1.08115,-1.18449,1.08772,-0.733082,-3.54754,0.0580753,-3.29203,-2.81448,1.56284,-3.53783,2.04131,0.855217,-1.28696,-1.0302,-1.16404,2.15501,-0.875969,2.88919,1.12023,1.49166,-1.31269,1.83058,-0.31634,-0.295345,-0.0130731,-0.336279,-0.551945,-0.132644,0.102518,0.00621727,0.101106,0.165618,-0.14723,-0.282074,6.9669,-7.90224,-2.90297,-3.58093,-3.84016,-5.9392,3.4734,-3.28897,-0.184245,0.0943833,0.16575,0.593437,0.0725645,-0.463818,-0.279473,-0.287848,-3.95051,-1.9097,-2.91952,5.49951,-2.60266,-1.35408,2.37179,-3.94679,0.154998,-30.1115,2.32546
-153.563,0.734483,0.392621,4,15,0,206.006,4.87577,2.19496,-1.14851,0.945028,-0.188719,0.779384,-0.617158,-1.10223,0.242921,-1.37729,0.270685,1.50109,-0.152707,0.13438,0.239408,0.272825,0.737298,0.10193,-0.538684,3.40245,0.175015,0.757585,0.686453,0.0234491,0.486758,-1.63062,-0.156746,1.12284,1.42653,0.112133,0.974924,-0.614212,0.823606,0.305727,-0.802726,-0.229637,-1.52976,1.81351,-0.719836,-0.723702,-0.418688,0.263095,-0.13972,0.698132,0.183956,-0.888571,5.04717,0.12432,0.100622,0.698234,-0.827461,0.0412451,0.0197025,-0.524042,0.57463,2.69747,-0.424659,0.0718263,0.0779053,1.28534,1.13283,-0.641909,1.12263,-1.55194,4.82511,0.0258959,-0.0796933,1.21086,-1.93439,-0.623177,0.187606,-0.0580945,-0.929197,1.84598,1.75845,1.63513,-0.274393,-1.47657,-1.18379,-1.54463,1.39967,1.84783,5.13989,-1.21707,1.6781,0.574051,0.237015,-0.286099,0.858433,0.111831,0.395089,3.34424,-0.763003,-0.366183,0.121762,-0.543641,-0.20852,0.864227,0.316817,1.27399,0.888534,0.850364,3.78221,12.808,2.52886,1.93473,1.03843,-0.173209,-1.10839,0.65563,0.349275,-0.476386,-1.33816,1.62562,-0.310885,0.255805,-0.0510834,0.210967,-0.167055,-0.298356,0.0657549,-0.372812,5.10738,-0.519577,0.457222,0.814572,0.928273,2.50862,0.346813,-1.83284,0.249663,1.08072,0.979244,0.0334508,0.694374,-2.32612,-0.223603,1.60176,0.203353,1.76803,-1.11388,1.49362,0.554439,-1.45575,-0.416448,-2.77423,-3.63313,-3.65265,-2.11319,1.32788,-0.705192,3.52359,0.928456,-4.48477,0.335349,0.271424,1.88347,-2.23205,0.111257,0.0531468,-1.41359,1.55005,-2.04903,0.34657,0.375902,6.20192,5.46602,-3.09728,5.41683,-7.48826,0.0478033,-0.147112,2.23522,-3.57085,-1.15037,0.346316,-0.107241,-1.71528,9.03824,8.40439,-1.41035,-7.5894,-6.08456,-7.93924,7.19415,9.49764,-4.07018,5.61197,1.91976,0.792634,-0.956784,2.87081,0.373991,1.32127,-0.677954,-0.325366,0.108189,-0.483044,-0.185278,0.767895,0.281503,1.13198,4.89267,2.62604,-0.438023,-2.80297,1.658,0.883268,-1.20472,-3.38402,4.11098,-37.5314,4.87577
-161.722,0.54906,0.392621,4,15,0,204.662,4.39947,1.63744,-0.687305,1.37766,-0.382225,-0.69809,1.30951,0.813592,-0.00195812,-0.888979,0.150212,-0.429181,0.0986072,0.523298,0.0184716,-0.948298,-0.974646,-0.275444,0.296211,0.0161569,1.57296,-1.36096,1.29693,-0.797448,-1.2811,0.88559,1.22227,-1.36013,1.93972,0.346876,-1.43382,-1.75469,-0.660154,1.00238,-0.23618,0.533881,-0.118688,2.18045,-1.54309,-0.698994,-0.742282,-1.83949,0.285676,-0.444619,0.658941,0.689157,3.87757,0.619403,0.488456,1.86761,0.573775,1.18031,-0.280294,0.519551,-0.088984,2.27719,1.32778,0.860353,0.567492,-0.34817,1.48332,-0.826671,0.281694,0.254518,5.74335,-1.15041,-1.7824,0.822063,-0.483978,-1.39158,0.0985728,1.28616,1.51421,1.18568,1.52877,-1.22531,-0.551465,-0.678866,-0.581724,-0.305931,0.220285,-1.35408,2.36096,0.171978,-1.41801,-0.5199,-0.613009,-0.302714,0.280184,-0.235751,-0.403138,3.06379,0.870922,-1.27019,-1.67339,-0.0411365,-0.691884,-0.822215,-0.056054,-0.280386,0.836709,0.810407,3.64741,1.11734,2.38953,1.81977,0.70927,0.464633,0.236515,0.328561,-0.432014,1.42375,-0.519732,-0.268111,-0.103242,0.206941,-0.0574149,-0.104862,0.196705,0.122211,-0.000294134,-0.133536,-0.00693424,0.00159319,0.00845489,0.000298444,-0.0153216,-0.0157473,-0.00445032,0.00478585,3.05111,-2.6399,2.5157,-1.54683,-2.48499,1.7178,2.37086,-2.63828,0.756346,-3.12637,-3.82601,-1.43944,2.18564,-0.514978,1.1641,-0.258793,-5.98342,-2.7104,-2.87825,-7.13274,1.10773,-1.72404,2.55509,2.67225,1.4105,1.11231,4.2529,1.3066,2.68779,-0.638282,1.18312,-0.202634,7.62591,4.94131,3.2593,-1.99966,8.51919,-4.74786,1.61786,1.46178,-1.36401,-2.11335,0.974703,-0.573843,-1.64997,0.116876,1.52497,1.79537,3.60935,-2.8929,-1.30198,-1.60277,-1.37342,-0.722289,0.520082,-3.19693,0.526906,-4.34448,-1.59286,-1.87813,-0.927454,0.858425,-0.722293,-1.23513,0.728708,-1.06278,-1.40014,-0.0344193,-0.578905,-0.687955,-0.0469009,-0.234602,4.34839,1.69482,1.11025,0.565161,0.785106,-1.03231,3.40209,-1.24192,-0.64066,-30.6885,4.39947
-162.984,0.706432,0.392621,4,15,0,221.015,-6.16108,1.88435,0.992877,-1.68622,-0.670176,0.849874,-1.12142,-0.655512,-0.138758,-0.946802,1.41389,0.935783,0.239281,-0.739433,-0.00860378,-0.217414,0.378204,0.0131164,0.270912,17.5682,-1.19881,0.637701,0.571234,0.880887,0.632374,-0.306208,-0.796942,0.265589,2.22476,0.8887,0.507899,2.26959,-1.56081,-0.296843,0.287932,-0.993459,-1.13686,3.39194,0.0403007,1.46641,0.725108,1.21185,-0.132533,-0.022838,-0.73289,-1.70574,3.29301,-0.40215,-1.40253,-2.56162,-1.42695,-0.855877,-0.655725,-0.0591393,1.25434,2.02098,-0.192269,-0.335469,-0.231796,-0.224082,-0.692956,-0.0317894,-0.938524,-0.337128,1.05226,-0.416629,1.48272,-1.9069,0.638446,0.598433,-0.327161,-0.433166,-1.95258,1.1145,-0.959348,-0.233989,-0.104653,0.908681,1.2299,0.256556,-1.19017,0.680764,2.44435,1.326,1.55932,0.118148,1.97415,-0.18303,-0.226449,0.500094,-0.438554,2.45196,-0.702082,2.74817,0.792448,1.50019,0.768628,1.10411,0.170216,0.243454,0.219942,0.256797,3.9931,3.63973,1.57946,-2.35748,-0.463413,0.448801,-0.743477,-2.18363,0.865186,0.212334,-0.00472719,-0.123925,1.40382,-2.38413,-0.947552,1.20163,-1.58556,-0.926818,-0.196189,-1.33867,16.4401,4.20374,-12.9905,-0.151153,-3.81957,6.64438,0.230432,4.75944,-2.66707,1.41873,1.27086,1.95976,1.40688,-0.68124,-1.77301,0.590874,3.01442,1.72277,7.69831,-5.29417,-1.00687,0.976649,-3.36976,-3.85616,0.132711,4.82891,2.38779,3.99064,-0.436434,-0.0752058,-2.41342,-5.61702,-0.812738,-2.83449,-5.17698,-2.88384,-1.72971,-1.32521,-0.119519,2.535,-0.202317,-0.353001,-0.243909,-0.235792,-0.72917,-0.0334507,-0.987571,-0.354746,-0.464334,1.65249,-2.12524,0.711548,0.666955,-0.364622,-0.482764,-2.17615,-2.34498,-0.571951,-0.255808,2.22113,3.00631,0.627111,-2.90919,1.66402,3.25131,3.82339,0.289694,4.84053,-0.448783,-0.555245,1.22621,-1.07532,-0.154417,0.604437,0.174292,0.329954,0.169053,0.24284,0.0374375,0.0535457,-3.72354,-0.731941,0.708863,-1.17429,-3.44895,1.36652,0.335373,-0.0074664,-0.195735,-34.0228,-6.16108
-171.218,0.751515,0.392621,4,15,0,227.152,0.0326113,0.370839,-0.0280194,-0.104176,0.580749,0.908284,-0.17948,-0.733586,-0.879597,0.966627,2.16519,-1.47108,0.872038,-0.0847504,1.34363,-1.93611,-1.7823,1.27204,-1.84638,0.326842,-0.85978,0.685202,-2.02809,-0.687444,0.412282,1.45143,-2.11097,0.181485,4.7001,0.499666,-0.947255,0.128142,1.87047,0.506406,-0.713348,-2.46881,2.74453,2.4322,-1.71466,-0.490773,0.473232,2.29698,-0.543429,0.799928,-0.559737,0.381305,3.01458,-1.81422,0.100499,-1.45547,-1.05801,0.309086,-0.25848,-0.569668,-0.908018,1.47992,0.595034,0.747601,-1.02312,0.426729,-0.488326,-0.288255,2.06967,0.0111716,1.64295,1.17751,0.764612,0.0397748,0.692672,-0.397875,1.03997,0.226938,0.311481,4.88827,-0.921606,-0.21105,0.951486,-1.48271,-0.288415,1.3095,1.61568,-0.05863,2.62899,1.77987,-0.379737,0.569112,-1.25416,-0.743483,1.19966,-0.260335,-2.4296,3.78027,-0.0144027,1.65086,0.427929,-1.23473,0.051334,1.1524,-0.277091,1.01127,0.772552,0.771854,0.428455,2.55366,2.21497,0.756259,-0.209,-1.04599,-0.898341,-0.501531,-0.629676,0.0654248,-0.0337297,-2.75427,-0.0606671,-0.22556,1.25743,1.9666,-0.388607,-1.58835,-1.90449,2.09293,-0.480809,0.285018,-0.0276999,0.439155,-0.632801,-0.582528,0.415755,-0.603473,-4.04105,3.22052,-9.53222,-3.23105,1.93777,6.82188,-9.92178,0.852997,1.21529,-2.30391,0.311666,4.54935,1.23168,-1.735,-6.00464,6.67525,-5.16897,-1.47947,1.42659,6.92442,-1.63821,2.41144,-1.68737,1.14947,-2.6849,0.14873,-2.15397,-1.56577,0.457423,-0.38253,-0.843062,-1.34379,0.977611,1.22827,-1.68093,0.701094,-0.802295,-0.473588,3.40035,0.0183544,5.75598,3.73763,0.19443,3.38597,-1.94492,5.08364,1.10933,1.5226,-2.42289,-0.554849,2.50144,-3.89803,-0.75824,3.44267,4.24759,-0.154137,6.7284,-1.43551,2.1514,-4.74106,-2.81057,4.53506,-0.984138,-9.18456,-0.0111268,1.27537,0.330598,-0.95389,0.0396582,0.89029,-0.214067,0.781262,1.67509,-0.46293,-2.31684,-1.9898,-1.11088,-1.39471,0.144914,-0.0747103,-6.10064,-28.7044,0.0326113
