# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_part_noar_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0190924
# Diagonal elements of inverse mass matrix:
# 0.0832547, 4.24559, 0.22437, 0.120762, 0.0131246, 0.0321083, 0.0966119, 0.089976, 0.219436, 0.198218, 0.0520168, 0.250618, 0.255663, 0.443619, 0.332394, 0.564644, 0.572393, 0.682798, 0.614699, 0.231193, 0.854249, 0.711187, 0.822593, 0.730951, 0.960905, 1.03701, 0.933882, 1.018, 1.50166, 0.669505, 0.57711, 0.928915, 0.65507, 0.897134, 0.766405, 0.828575, 0.963759, 1.39563, 0.164817, 0.0920938, 0.278278, 0.201794, 0.489668, 0.330175, 0.596897, 0.484889, 0.349787, 0.0347709, 0.0145142, 0.119132, 0.0385766, 0.0939927, 0.0999407, 0.331647, 0.147216, 0.0905883, 0.0587722, 0.0170421, 0.148264, 0.0495163, 0.124166, 0.131464, 0.30657, 0.181818, 0.0959167, 0.084721, 0.0678576, 0.269176, 0.0883705, 0.276291, 0.289408, 0.36832, 0.335257, 0.16624, 0.0236707, 0.0208839, 0.204833, 0.0471653, 0.0934298, 0.122076, 0.234025, 0.166746, 0.0945751, 0.0281427, 0.0222779, 0.219898, 0.0590688, 0.0975999, 0.119614, 0.241577, 0.141203, 0.073885, 0.00149857, 0.0269225, 0.075022, 0.187126, 0.148634, 0.14785, 0.269503, 0.134829, 0.143378, 0.215843, 0.139813, 0.151324
-1980.37,0.981668,0.0190924,8,255,0,2048.14,-0.29989,10.6113,-0.327058,-1.59277,-0.0547828,-0.719991,1.04034,0.755817,-1.99467,0.750203,6.73398,-0.362521,0.903586,-0.654155,0.472122,0.636825,0.249495,-1.1262,-1.05022,0.318344,-1.0207,-0.373967,0.0980772,-0.289212,-0.671532,0.523141,0.570625,-0.312972,0.0673825,-0.772539,-0.453318,0.22467,-0.346979,-0.437308,-0.441642,-1.14114,-1.5499,0.245318,-0.182256,0.026699,0.603411,0.323644,-0.730427,-0.97015,-2.40317,1.18487,0.741521,-0.0477834,0.0682003,0.690778,0.0238627,-0.00830042,0.520757,-1.65397,0.850689,1.74387,-0.341157,0.0372216,0.935456,0.169016,-0.552592,0.36067,-1.55464,0.958006,1.67549,-0.698532,-0.25885,1.90632,-0.228288,-0.952847,-0.974387,-1.55751,1.14916,0.822459,-0.169846,-0.236775,1.05983,-0.210246,-0.209294,-0.366606,-0.95868,0.662709,2.38314,-0.257066,-0.405736,1.64511,-0.576806,-0.00549278,-0.791084,-1.37984,1.31547,1.39882,0.413847,1.81626,0.9283,-0.488715,0.73349,0.817837,-0.858695,0.545201,0.619506,-0.551504,0.717476,0.743606,-2.2024,-10.7257,-0.368907,-4.84841,7.0056,5.08966,-13.4321,5.05186,-0.115406,0.287651,-0.208246,0.150297,0.202729,0.0794252,-0.358517,-0.33433,-0.0687772,-0.0251988,0.00660869,-0.0194878,-0.0452495,0.0352506,0.0384501,-0.0210888,-0.189517,-0.111207,0.0551155,-0.0851201,-0.107279,-0.108342,-0.279941,-0.380218,-0.135146,0.0197979,0.447442,0.239988,-0.541627,-0.719387,-1.782,0.878605,-0.083328,0.118932,1.20463,0.0416135,-0.0144748,0.908131,-2.88431,1.48349,-0.571605,0.0623645,1.56735,0.283185,-0.925861,0.604299,-2.60479,1.60513,-0.574514,-0.212893,1.56787,-0.187758,-0.783678,-0.801394,-1.28099,0.945136,-0.404767,-0.564267,2.52572,-0.501044,-0.498775,-0.873671,-2.28466,1.57933,-0.35959,-0.567554,2.30122,-0.80685,-0.00768344,-1.10659,-1.93016,1.84011,-0.453674,0.680898,0.759198,-0.797126,0.50611,0.575087,-0.511961,0.666033,0.690289,-28.0489,-0.29989
-1997.1,0.956363,0.0190924,8,255,0,2028.66,-0.348876,8.74839,-1.90864,-1.66825,-0.0773322,-0.803377,1.14621,0.599261,-1.15294,1.61355,5.5484,0.0172146,0.918001,-0.603908,1.04453,-0.5533,0.982093,-0.295376,0.801451,0.355384,0.5616,1.06691,-0.145469,-0.475152,-0.569966,0.758914,-0.338933,0.240971,0.0334774,-0.323337,-0.219951,0.41008,-0.998379,0.00847273,0.349322,1.50415,-0.495337,0.0796935,0.642434,0.061203,0.874323,0.589848,0.699681,-0.215324,-2.05012,-0.544714,0.447313,-0.0298468,0.112762,0.787882,0.196404,0.120717,0.69221,-2.17912,0.231059,1.79559,0.237534,0.238666,1.03874,0.10228,-0.36789,0.312086,-1.8564,0.0559666,1.20162,-0.138118,-0.248759,0.923757,-0.265318,-0.104446,-1.07409,-0.550641,-0.135324,0.895868,0.0256907,-0.391868,2.35542,-0.619777,0.290045,-0.899097,-2.20772,0.785913,1.03918,-0.111649,-0.340534,1.50128,-0.466,0.062868,-0.537412,-1.36864,0.0392461,1.46219,0.421613,1.83924,0.600555,-0.724104,1.21828,1.2527,-1.3211,0.931406,1.21946,-0.919146,1.10237,1.27016,-10.5899,-9.2561,-0.42907,-4.45746,6.35961,3.32494,-6.39699,8.95261,0.00611781,0.326243,-0.21462,0.37121,-0.196634,0.34902,-0.104972,0.284823,0.0188009,0.0357175,-0.00486991,-0.0159068,-0.019081,0.0254064,-0.0113466,0.00806707,-0.0257678,-0.0175287,0.0326807,-0.0795643,0.000675221,0.0278386,0.119871,-0.0394751,0.287369,0.0273769,0.391096,0.263847,0.312977,-0.0963173,-0.917043,-0.243658,-0.0535925,0.202475,1.41471,0.352661,0.216759,1.24292,-3.9128,0.414886,0.285425,0.286785,1.24816,0.122901,-0.442062,0.375008,-2.23068,0.0672503,-0.123735,-0.222855,0.827564,-0.23769,-0.0935696,-0.962244,-0.493302,-0.121232,0.0266974,-0.407223,2.44771,-0.644062,0.301411,-0.934327,-2.29422,0.816709,-0.163253,-0.497924,2.19516,-0.68138,0.0919248,-0.785797,-2.00121,0.0573852,-0.434864,0.731642,0.752316,-0.793394,0.55936,0.732355,-0.551997,0.662035,0.762801,-26.3019,-0.348876
-2001.04,0.983592,0.0190924,8,255,0,2045.56,-0.34015,4.50013,-0.35102,-1.80163,-0.306761,-0.903461,1.07997,0.582171,-1.75268,1.07901,4.80222,-0.686872,0.852704,-0.898445,-0.306849,0.606235,0.969228,-0.909527,-1.60159,0.289825,-0.502007,0.765393,1.31742,-0.503899,-1.11691,-1.30045,0.430414,-0.655743,0.0722991,-0.42076,-0.0759366,-0.210416,0.629844,0.392235,-0.442363,-1.96726,-0.0671012,0.114008,0.258546,0.0197502,1.1061,0.165482,-0.275649,-0.359505,-1.92632,0.285248,0.650653,0.280232,0.290686,1.04124,-0.201039,-0.301432,0.760231,-3.2238,0.640061,1.01187,-0.141201,0.107576,1.27501,0.156746,-0.087595,0.648613,-1.59265,0.944375,1.32259,-0.674002,-0.555608,1.79847,-0.52611,-0.841689,-1.38246,-2.40702,1.37568,0.560087,-0.0125564,-0.218164,0.825324,-0.381835,-0.116233,-0.494314,-1.08472,0.214093,2.14442,-0.195756,-0.307903,1.23762,-0.484409,0.102598,-0.254913,-0.938607,0.63742,2.01667,0.421474,1.89827,1.07175,-0.440598,0.673079,0.711933,-0.722861,0.557462,0.609445,-0.48698,0.645189,0.707931,-1.68568,-8.65181,-1.47313,-4.33862,5.18626,2.79571,-8.41674,5.18163,-0.199072,0.247134,-0.260391,-0.0889325,0.175702,0.280906,-0.263603,-0.464181,-0.0362946,0.0553372,0.0952484,-0.0364314,-0.0807516,-0.0940214,0.0311185,-0.0474096,-0.0479702,-0.0086574,-0.0239892,0.0718074,0.044718,-0.050433,-0.224284,-0.00765009,0.168224,0.0128505,0.719689,0.107671,-0.179352,-0.233913,-1.25337,0.185597,0.283558,0.294137,1.0536,-0.203425,-0.30501,0.769255,-3.26207,0.647659,-0.186751,0.142279,1.68633,0.20731,-0.115852,0.857851,-2.10642,1.24902,-0.377499,-0.311188,1.0073,-0.294667,-0.471419,-0.774297,-1.34814,0.770502,-0.0269261,-0.467834,1.76984,-0.818814,-0.249252,-1.06002,-2.32609,0.459105,-0.394777,-0.620941,2.49588,-0.976896,0.206907,-0.514076,-1.89286,1.28547,-0.472211,0.721374,0.763015,-0.774728,0.597461,0.653174,-0.521922,0.691482,0.758726,-24.5463,-0.34015
-2002.43,0.947039,0.0190924,8,255,0,2046.27,-0.094642,10.4535,-1.12013,-0.573524,-0.00300086,-0.306763,0.482409,0.191447,-0.684589,0.240992,11.3567,0.461616,1.85521,0.100978,1.31914,-0.158282,0.277101,0.185644,1.60656,0.179315,1.62668,-0.0198811,-0.871211,-1.14397,-0.926538,0.939894,-0.365037,0.0296358,0.0468516,-0.445218,-0.608598,0.125857,-0.544988,0.0875536,-0.0892127,1.35268,-1.3353,0.101951,0.235715,0.199298,0.767302,0.165231,-0.651506,-0.576992,-1.11793,-1.21803,0.740912,0.07435,0.115997,0.80946,0.16835,-0.143002,0.526525,-2.04631,0.156856,1.40545,0.0260853,0.231153,1.04726,0.0495997,-0.47862,0.0305242,-1.69457,0.198683,1.02348,-0.112574,-0.21232,0.943428,-0.0344347,-0.0153728,-1.18911,-0.0357318,0.142283,1.35414,0.166356,-0.401574,1.69981,-0.723571,0.146435,-0.816404,-2.18983,0.484159,1.05763,-0.159596,-0.348849,1.74028,-0.677597,0.361616,-0.727748,-1.19255,0.771033,1.21017,0.402088,1.76344,0.635609,-1.1389,0.760726,0.902573,-1.44537,0.552144,0.743324,-1.28336,0.71861,0.775139,-12.721,-6.51335,-0.0340799,-3.48381,5.47858,2.17421,-7.77468,2.73687,0.0827746,0.332666,0.0181068,0.236541,-0.0283824,0.0496883,0.0332887,0.28808,0.0762123,-0.00093146,-0.0408176,-0.0535968,-0.0434098,0.0440355,-0.0171026,0.00138848,-0.0453904,-0.0620473,0.0128312,-0.0555621,0.0089262,-0.00909534,0.137907,-0.136135,0.174644,0.147662,0.568503,0.122422,-0.482709,-0.4275,-0.828284,-0.902453,0.104496,0.163029,1.13766,0.236608,-0.200983,0.740008,-2.876,0.220453,0.0266978,0.23658,1.07185,0.0507643,-0.489858,0.0312409,-1.73436,0.203348,-0.152442,-0.287511,1.27753,-0.0466295,-0.0208169,-1.61023,-0.0483858,0.192672,0.175944,-0.424719,1.79778,-0.765273,0.154875,-0.863458,-2.31604,0.512063,-0.193139,-0.422168,2.10604,-0.820011,0.437619,-0.880702,-1.44319,0.933085,-0.723895,0.483524,0.573684,-0.918689,0.350948,0.472464,-0.815713,0.456755,0.492686,-28.9846,-0.094642
-2003.26,0.981371,0.0190924,8,255,0,2052.31,-0.0914155,7.68499,-0.492751,-1.36058,-0.0914119,-0.604267,0.849674,0.942965,-1.35037,0.451391,7.03035,0.153419,0.389079,-0.219976,0.531905,-0.448954,0.363913,-1.16969,-0.922694,0.715455,-1.62294,-0.0670651,1.14331,1.3035,0.587935,-0.995308,0.860598,0.924671,0.106847,-0.283337,-0.629754,-0.620623,0.353961,-0.837169,-0.771118,-1.5222,0.488354,0.337984,0.455896,0.109643,0.481758,0.387536,-0.838857,-0.281929,-2.85464,1.62999,0.606959,0.0142136,0.00853264,0.750391,0.0208478,-0.268836,0.259555,-2.5539,1.01526,1.29869,-0.0484924,0.168818,1.29964,0.250878,-0.805007,0.316523,-2.96063,0.899427,0.840564,-0.19043,-0.249366,1.11946,0.057097,-1.01651,-0.798379,-0.906375,0.792549,0.844673,-0.204184,-0.234432,1.30802,-0.104782,-0.491124,-0.633029,-1.4112,0.77901,1.82911,-0.175334,-0.515703,1.60618,-0.325272,-0.836311,-1.14824,-1.55541,0.873846,1.13762,0.42486,2.10025,0.622209,-1.22632,0.762626,0.803244,-1.64759,0.509102,0.628588,-1.27474,0.541581,0.774442,-3.46421,-9.56533,-0.642657,-4.2482,5.9735,6.62937,-9.49358,3.17343,0.109764,0.278368,-0.157383,0.380554,-0.321206,0.260363,-0.836862,-0.660145,-0.173406,-0.00716569,0.122159,0.139275,0.062819,-0.106345,0.0919521,0.0987982,-0.0957634,-0.212847,-0.209761,0.119633,-0.28295,-0.260626,-0.514481,0.165056,0.276711,0.0665488,0.292407,0.235218,-0.509152,-0.171119,-1.73265,0.989339,0.018459,0.0110813,0.974525,0.0270749,-0.349134,0.337082,-3.31672,1.3185,-0.040761,0.141903,1.09243,0.210879,-0.67666,0.266058,-2.4886,0.756026,-0.160851,-0.210633,0.945578,0.0482283,-0.858622,-0.674369,-0.765591,0.669445,-0.373475,-0.428802,2.39252,-0.191657,-0.89832,-1.15788,-2.58123,1.42489,-0.199464,-0.586676,1.82723,-0.370037,-0.951407,-1.30626,-1.76947,0.994107,-0.763024,0.474512,0.499785,-1.02515,0.316767,0.391113,-0.793157,0.336976,0.481865,-26.5004,-0.0914155
-2013.87,0.994241,0.0190924,8,255,0,2051.32,0.0194741,7.10078,-2.2248,-1.86531,-0.109164,-0.84692,1.26823,0.905107,-1.05698,1.50805,4.67829,-0.124436,1.29747,-0.784114,0.597672,-0.130938,1.30071,-0.0413386,0.112748,0.371271,0.904135,0.919685,-2.10531,-0.73681,-1.55256,1.26533,-0.991042,-1.02369,0.158666,-0.120541,-0.188349,0.241096,0.410036,0.465728,0.268821,0.693225,-2.13619,0.288223,0.241608,0.278262,0.709479,0.333147,-0.465211,-0.59164,-1.48157,-1.06098,0.85882,0.197392,0.389833,0.882532,0.679778,-0.131953,0.985439,-2.71591,-0.190912,0.904183,0.0219028,0.21456,0.78448,0.0851169,-0.103466,0.199495,-1.09865,-0.243521,1.30327,-0.0690663,-0.17084,1.50213,0.0936262,-0.123145,-1.23419,-1.79005,0.126633,0.621621,0.0223606,-0.236004,1.41262,-0.868041,0.316225,-0.639154,-2.42066,-0.174285,1.07806,-0.199479,-0.468544,2.23329,-1.17431,0.405163,-0.721764,-2.86066,0.4101,0.856766,0.397553,1.66354,0.68973,-1.17712,0.380523,0.546592,-1.57368,0.342954,0.423526,-1.37119,0.568725,0.48673,-10.4082,-8.72648,-0.510703,-3.96214,5.93314,4.23435,-4.94484,7.05508,-0.0461997,0.481713,-0.291119,0.221898,-0.0486136,0.482917,-0.0153478,0.0418601,0.143455,0.145922,-0.33404,-0.116906,-0.246338,0.200764,-0.157244,-0.162424,-0.0347427,-0.0542865,0.0694895,0.118182,0.134233,0.0774802,0.199803,-0.6157,0.207498,0.238977,0.609315,0.286114,-0.399532,-0.508112,-1.27241,-0.911195,0.178479,0.352481,0.79797,0.614644,-0.11931,0.891017,-2.45568,-0.172619,0.0285454,0.27963,1.02239,0.110931,-0.134845,0.259997,-1.43185,-0.317375,-0.042933,-0.106198,0.933755,0.0582,-0.0765492,-0.767197,-1.11273,0.0787176,0.0241061,-0.254426,1.52289,-0.935798,0.340909,-0.689044,-2.60961,-0.18789,-0.170907,-0.401432,1.91341,-1.00611,0.34713,-0.618383,-2.45091,0.351359,-0.811894,0.262458,0.377001,-1.08541,0.236546,0.292118,-0.945751,0.392267,0.335712,-24.962,0.0194741
