# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/model_noprior_part_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0208653
# Diagonal elements of inverse mass matrix:
# 0.0607762, 7.24701, 0.321173, 0.108568, 0.0165811, 0.0399003, 0.141907, 0.0773268, 0.22526, 0.234711, 0.0659042, 0.366147, 0.274069, 0.555685, 0.453391, 0.550761, 0.619219, 0.668048, 0.689994, 0.308153, 0.747487, 0.622984, 1.1362, 0.824766, 0.846589, 0.92851, 0.882287, 1.13955, 1.30063, 0.610121, 0.449009, 0.659747, 0.683084, 0.83657, 0.653697, 1.00923, 0.848677, 1.27601, 0.287918, 0.133839, 0.425828, 0.364835, 0.643382, 0.396553, 0.723354, 0.644906, 0.407056, 0.0742702, 0.0341569, 0.21402, 0.104777, 0.205315, 0.254279, 0.408249, 0.29805, 0.144994, 0.129178, 0.0414702, 0.275403, 0.147416, 0.276214, 0.237138, 0.484926, 0.424984, 0.283957, 0.183358, 0.120388, 0.417346, 0.227917, 0.527039, 0.505312, 0.497801, 0.530579, 0.297196, 0.0525341, 0.0315115, 0.291953, 0.0822144, 0.175807, 0.168303, 0.302188, 0.264067, 0.125246, 0.0464891, 0.0404702, 0.250531, 0.113594, 0.189557, 0.160972, 0.284022, 0.208491, 0.109706, 0.0223004, 0.00159907, 0.0268453, 0.0672019, 0.160809, 0.143768, 0.140583, 0.2161, 0.117612, 0.12632, 0.185455, 0.128961, 0.136322
-1981.52,0.982057,0.0208653,8,255,0,2026.48,-1.19624,10.9415,-1.60035,-0.550439,0.036251,-0.275887,0.737903,0.154225,-0.370021,-0.0960774,9.25046,-0.977488,2.19488,0.168737,-0.610576,1.26731,-1.52817,-0.176118,-0.171488,0.143848,0.0250865,-0.28399,1.69271,0.1049,-0.348701,1.4758,-0.809706,-0.827902,0.0465968,0.122937,-0.906402,2.12336,-2.2232,1.05399,-0.34273,-1.87458,-1.59023,0.0608547,1.55435,0.140257,0.749115,0.77816,1.32062,-0.167494,-1.12808,0.172668,0.322238,0.34097,0.154739,0.865847,0.0180487,-0.608091,0.519627,-0.96717,0.692607,0.799003,-0.105502,0.322563,1.60493,0.652614,-0.423922,-0.407365,-0.817361,-0.0316916,0.56379,-0.0188655,-0.281235,1.48254,-0.607404,-0.160855,-0.5722,-1.03448,1.50739,0.677436,-0.0261352,-0.311098,2.13907,-0.435924,-0.242724,0.30296,-1.66469,0.755414,0.812149,0.14381,-0.637792,1.83669,-1.30007,-0.237709,-1.01417,-1.10046,1.67342,0.78843,0.321049,0.430733,2.1083,1.66311,0.256863,1.00659,0.993229,0.00950456,0.851515,0.948903,0.132213,0.920106,0.959352,-14.804,-5.09182,0.335339,-2.55209,6.82594,1.42665,-3.42286,-0.88876,-0.140609,0.315728,0.0242724,-0.0878299,0.1823,-0.219824,-0.0253341,-0.0246681,0.00116895,-0.0132331,0.078875,0.00488802,-0.0162484,0.0687676,-0.0377297,-0.0385776,0.00748131,-0.0551588,0.129216,-0.135292,0.0641402,-0.0208567,-0.114077,-0.0967731,0.500871,0.045196,0.241393,0.250752,0.425553,-0.0539728,-0.363509,0.0556401,0.272436,0.123637,0.691815,0.014421,-0.485867,0.415184,-0.772772,0.553395,-0.059481,0.181858,0.904843,0.367938,-0.239003,-0.229668,-0.46082,-0.0178674,-0.0127802,-0.190519,1.00433,-0.411477,-0.108969,-0.387629,-0.700791,1.02116,-0.0212257,-0.252658,1.73724,-0.354036,-0.197128,0.246049,-1.35197,0.613509,0.113384,-0.502855,1.4481,-1.02501,-0.187417,-0.799603,-0.86764,1.31938,0.427192,1.67408,1.65185,0.0158072,1.41617,1.57813,0.219885,1.53024,1.59551,-24.8427,-1.19624
-1965.53,0.953217,0.0208653,7,127,0,2019.54,-1.03147,14.2959,-0.898604,-0.876296,0.00172059,-0.496588,0.729651,0.248471,-1.0546,0.230673,11.122,-0.679714,2.14277,0.401616,1.02918,1.02546,0.0396347,-0.447192,0.960793,0.125274,-0.260405,-0.181432,0.234054,-0.00426347,-0.283379,-0.148504,-0.231367,-0.694994,0.693713,-1.38714,0.549727,0.652784,-0.811071,-0.768154,-1.13069,0.464134,-0.941447,0.00394025,0.901338,0.272949,1.25005,0.365946,0.654302,-0.197456,-0.0850482,0.235091,0.581673,0.181863,0.115517,1.37467,-0.0947694,0.0323891,0.299136,-1.51058,0.630785,1.15669,-0.0128305,0.00457537,2.08053,0.140618,-0.299585,-0.423455,-1.04544,-0.626563,0.56082,0.321411,-0.467098,0.738574,-0.622353,-0.8063,-0.769248,-0.482592,1.84704,0.900613,-0.0372558,-0.358797,1.6603,-0.59911,0.358587,-0.725752,-1.7178,0.298938,1.56929,-0.113062,-0.770095,2.43795,-1.2154,-0.580537,-0.788599,-0.632192,1.42952,0.883338,0.301757,0.417344,2.14917,1.88506,0.116065,0.779542,0.752794,-0.117271,0.718897,0.750867,0.0243059,0.716099,0.766789,-9.99431,-9.74621,0.0191365,-5.52307,8.11521,2.76351,-11.7293,2.56555,-0.0851504,0.268433,0.050312,0.128929,0.128463,0.00496519,-0.0560214,0.120362,-0.180646,-0.125861,0.162366,-0.00295762,-0.196584,-0.103019,-0.160502,-0.482126,-0.00546567,0.00216606,0.00257213,-0.00319582,-0.00302672,-0.00445519,0.00182881,-0.00370954,0.524284,0.158767,0.727117,0.21286,0.38059,-0.114855,-0.0494702,0.136746,0.21036,0.133618,1.59008,-0.109619,0.0374643,0.346009,-1.74728,0.729626,-0.00719559,0.00256596,1.1668,0.0788613,-0.168013,-0.237482,-0.586305,-0.351389,0.289467,-0.420675,0.665169,-0.560499,-0.726164,-0.692795,-0.434629,1.66347,-0.0584652,-0.563058,2.6055,-0.940179,0.562728,-1.13892,-2.69574,0.469122,-0.0998718,-0.680254,2.15353,-1.07361,-0.512811,-0.696599,-0.558439,1.26275,0.218789,1.46948,1.41906,-0.221062,1.35516,1.41543,0.045818,1.34989,1.44544,-25.8597,-1.03147
-1957.13,0.938783,0.0208653,8,255,0,2019.47,-1.78483,7.65754,-1.04195,-1.01084,-0.0354544,-0.431654,0.800047,0.352972,-0.537457,1.31054,8.91985,-0.184111,1.29912,-0.281569,1.91264,-1.50796,1.32474,0.0782806,-3.24695,0.292858,-0.399797,0.276246,-0.108604,-0.894682,-1.39215,0.495415,1.29742,-0.255087,0.287091,-0.321117,-1.07864,-0.442042,-0.700119,1.13325,-0.195092,-1.1318,-0.355527,0.0347124,0.936168,0.442843,0.696923,1.08625,-0.379466,0.674894,-1.72468,-0.957088,0.421952,-0.0999046,0.124594,0.829411,0.153024,-0.32256,0.128175,-1.41704,-0.270268,2.07092,0.278653,0.312899,0.755599,0.283324,0.362797,1.01618,-1.98264,0.630589,0.908308,0.0284528,-0.370738,2.0818,0.174202,-0.376045,-0.989146,-0.917459,-1.3796,0.513538,-0.0242894,-0.41117,1.90308,-0.152058,-0.277111,-0.187467,-0.951262,-0.486413,0.778333,-0.0168934,-0.312258,1.26364,-0.439432,0.359587,-0.935922,-1.66952,-0.208624,1.38259,0.258192,0.387586,1.75637,1.8555,0.566556,1.18914,1.19127,0.369558,1.09159,1.09525,0.463538,1.13135,1.16297,-9.29402,-9.01653,-0.316248,-3.85029,7.1363,3.14845,-4.79403,11.6899,-0.0539186,0.380458,-0.08246,0.560132,-0.44162,0.387962,0.0229251,-0.950897,-0.114778,0.0793079,-0.0311792,-0.256855,-0.399673,0.142229,0.372478,-0.0732332,-0.0111467,-0.0374423,-0.0153443,-0.0243028,0.0393379,-0.00677212,-0.0392875,-0.0123412,0.395018,0.186859,0.294068,0.458344,-0.160117,0.284773,-0.727734,-0.403846,-0.206894,0.258024,1.71764,0.3169,-0.667996,0.265439,-2.93456,-0.559703,0.253103,0.284209,0.686317,0.257346,0.329531,0.923003,-1.80085,0.572769,0.0146116,-0.190388,1.06908,0.0894592,-0.193113,-0.507964,-0.47115,-0.708475,-0.0189053,-0.320027,1.48123,-0.118352,-0.215685,-0.145912,-0.740398,-0.378592,-0.0233567,-0.431725,1.7471,-0.607553,0.497161,-1.29399,-2.30826,-0.288441,1.05125,2.20645,2.2104,0.685716,2.02545,2.03224,0.860096,2.09922,2.1579,-25.62,-1.78483
-1951.19,0.941034,0.0208653,8,255,0,2016.54,-0.660541,11.767,-1.49816,-1.11632,-0.0390764,-0.591005,1.04195,0.388103,-1.34975,0.424686,7.25259,0.350851,0.869074,-0.218462,-0.911999,0.901799,0.0915202,-1.88652,1.27358,0.310343,0.0246778,-0.383726,0.0762212,-0.502256,-0.174507,0.00503567,0.431555,-0.845339,0.156768,1.03604,0.0532226,0.792008,1.35424,1.211,-0.285486,-0.419825,-1.66728,0.00249487,0.511424,0.00176706,-0.0254471,0.203184,0.00953951,-0.740996,-1.13952,-0.0415475,1.25009,0.754196,0.266942,1.31128,-0.0367436,-0.432061,1.28114,-1.91426,0.740059,0.70587,0.142269,0.0311099,1.1848,-0.0871719,-0.597611,-0.214379,-1.82182,-0.86809,1.09664,0.423768,-0.63534,1.44323,-0.955931,-0.984383,-1.3365,-0.878877,1.53985,0.637371,0.200866,-0.315144,1.3709,-0.39237,0.325794,-0.575479,-1.41758,0.332545,1.48578,-0.0959573,-0.477003,1.80896,-1.03052,-0.216789,-0.42692,-0.832247,0.861092,1.31339,0.268341,0.395792,1.88166,1.17823,-0.139154,0.97961,0.92598,-0.471985,0.805959,0.866183,-0.225061,0.889019,0.866128,-10.8655,-8.09624,-0.283405,-4.28632,7.55686,2.81475,-9.78917,3.08007,0.108884,0.269711,-0.0677982,-0.283032,0.279867,0.0284026,-0.585469,0.395247,0.0038687,-0.060156,0.0119491,-0.0787378,-0.0273572,0.000789434,0.0676542,-0.132522,0.00258479,0.000132783,0.00197596,0.00337865,0.00302129,-0.00071225,-0.00104741,-0.00415964,0.639323,0.00220898,-0.031811,0.253997,0.0119252,-0.926308,-1.4245,-0.0519379,0.532364,0.188426,0.925592,-0.0259362,-0.304979,0.904318,-1.35122,0.522385,0.156018,0.0341165,1.2993,-0.0955964,-0.655366,-0.235097,-1.99788,-0.951984,0.270098,-0.404948,0.919871,-0.609283,-0.627417,-0.851846,-0.560171,0.981453,0.298443,-0.468237,2.03686,-0.582977,0.48406,-0.855037,-2.10622,0.49409,-0.126029,-0.626489,2.37587,-1.35347,-0.284728,-0.560712,-1.09306,1.13095,-0.163956,1.15421,1.09102,-0.556108,0.949606,1.02056,-0.265174,1.04747,1.0205,-24.4316,-0.660541
-1949.65,0.919903,0.0208653,8,255,0,2015.52,-0.177026,13.6226,-0.479637,-0.664728,0.0493535,-0.328214,0.510004,0.16997,-0.934932,0.449123,14.0881,-0.579129,1.1427,-0.250677,1.61859,-0.791947,1.13578,0.292631,-0.576006,0.393755,-0.220108,-0.146117,0.366812,-0.025852,-1.89045,0.140726,-0.217191,-0.621029,0.147537,1.5715,-0.0120559,-1.38428,0.189159,0.847745,-0.394398,0.810549,-0.598018,0.196389,0.634495,0.571806,2.14693,0.557365,-1.02381,-0.491015,-1.78261,1.08658,0.369628,0.301832,0.261285,1.28772,0.0192883,0.175716,0.185666,-3.44211,0.856325,0.867214,0.0548115,0.383101,1.57138,0.258591,0.342233,0.296739,-2.50564,1.70949,0.839839,0.10297,-0.195888,1.09963,-0.380005,0.214366,-0.901604,-2.05752,1.0431,1.09237,-0.106954,-0.321799,1.90726,-0.553483,-0.0999954,-0.262673,-1.64376,0.605106,1.26297,-0.051276,-0.362254,1.78762,-0.704217,0.0963226,-1.26171,-2.06683,0.900432,1.05861,0.211949,0.399214,1.9215,0.74039,-0.869701,0.824644,0.77075,-1.18004,0.691054,0.631382,-1.05046,0.550608,0.75324,-6.75719,-9.36477,0.695299,-4.62392,7.185,2.39456,-13.1714,6.3273,-0.228035,0.449945,-0.0987052,0.637327,-0.311833,0.447221,0.115225,-0.226805,-0.032474,-0.0215576,0.0541181,-0.00381411,-0.27891,0.0207623,-0.0320436,-0.0916244,0.308624,-0.00236765,-0.271858,0.0371487,0.166488,-0.0774554,0.159183,-0.117444,0.234527,0.211355,0.793565,0.206017,-0.37843,-0.181493,-0.658902,0.401631,0.261753,0.22659,1.11673,0.016727,0.152384,0.161012,-2.98505,0.742618,0.0460328,0.321743,1.31971,0.217175,0.287421,0.249213,-2.10433,1.43569,0.112481,-0.213983,1.20121,-0.415106,0.234167,-0.984885,-2.24757,1.13945,-0.13508,-0.406424,2.40882,-0.699034,-0.126291,-0.331749,-2.07602,0.764232,-0.0542814,-0.383487,1.89239,-0.745494,0.101968,-1.33567,-2.18798,0.95321,-0.643918,0.610559,0.570656,-0.873688,0.51165,0.467469,-0.77775,0.407665,0.557692,-26.3152,-0.177026
-1958.36,0.890998,0.0208653,8,255,0,2005.66,-0.391613,9.23904,-1.75368,-1.48297,0.0155218,-0.541837,1.65125,0.756532,-0.9052,1.19387,5.08505,-0.166266,0.720575,-1.55184,1.13719,1.22231,0.377459,-0.185221,-0.848059,0.647582,-0.391189,-0.441426,-0.0534122,-1.57514,0.651837,0.449479,0.618533,0.677074,0.02816,-1.75635,-0.246354,1.22122,-0.687458,-1.00247,0.330259,-1.31256,0.25222,0.143331,0.699568,0.57392,0.871079,0.822134,-0.184212,1.16267,-0.497073,0.609982,0.5135,0.0536209,0.206477,0.985467,0.193522,-0.614918,-0.0541424,-1.36789,-0.484052,0.945143,0.101761,0.195225,0.47476,0.0874955,0.0877585,0.27795,-0.870434,-0.0507315,1.81949,0.264209,-0.426419,0.621341,-0.868963,0.0995937,-0.752163,-1.45706,0.56461,0.444532,0.104415,-0.340381,1.92776,-0.0697824,0.420786,-0.257528,-1.41139,0.0113047,0.827675,-0.000818242,-0.37402,1.44186,-0.576225,0.000610976,0.171425,-1.07186,-0.242091,1.14764,0.337353,0.386819,1.82343,0.742828,-0.652461,1.06347,1.26532,-0.912858,1.06243,1.00427,-0.748613,0.886748,1.07847,-8.91753,-7.54099,0.0789291,-2.75527,8.39668,3.847,-4.60299,6.0709,-0.107671,0.466631,-1.00494,0.736426,0.791543,0.244435,-0.119946,-0.549188,-0.0110159,-0.0124306,-0.00150409,-0.044356,0.0183557,0.0126573,0.0174179,0.0190664,-0.25174,-0.0353103,0.175038,-0.0985341,-0.143685,0.0473364,-0.188131,0.036151,0.359228,0.294708,0.447299,0.422165,-0.0945927,0.597029,-0.255247,0.313225,0.0506795,0.19515,0.931407,0.182906,-0.581186,-0.0511723,-1.29285,-0.457498,0.185154,0.355211,0.863823,0.159198,0.159676,0.505729,-1.58375,-0.0923056,0.117449,-0.189557,0.276206,-0.386282,0.0442726,-0.33436,-0.647708,0.250987,0.0864214,-0.281725,1.59556,-0.0577572,0.348274,-0.21315,-1.16817,0.00935665,-0.000939044,-0.429239,1.65474,-0.661297,0.000701179,0.196734,-1.2301,-0.277832,-0.484667,0.789972,0.939914,-0.678096,0.7892,0.745999,-0.556091,0.658701,0.801114,-23.3325,-0.391613
