# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=236
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=model-alt/model_diss_noar_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.00772847
# Diagonal elements of inverse mass matrix:
# 0.0842709, 1.7976, 0.166392, 0.0358483, 0.00176369, 0.00178157, 0.0058865, 0.0594941, 0.0342773, 0.287311, 0.0495188, 0.084109, 0.012641, 0.0979167, 0.159251, 0.0805003, 0.133503, 0.0910911, 0.123898, 0.0777815, 0.0553057, 0.0100882, 0.121591, 0.203547, 0.0446343, 0.0890023, 0.0615725, 0.0591559, 0.0891351, 0.0708859, 0.0117052, 0.0897433, 0.169818, 0.0594089, 0.0966085, 0.0541593, 0.0664002, 0.0768886, 0.322952, 0.260478, 0.582457, 0.502366, 0.694941, 0.749509, 0.777365, 0.828382, 0.913455, 0.393607, 0.441752, 0.666921, 0.591933, 0.658256, 0.67072, 0.759769, 0.812039, 0.929901, 0.588632, 0.670684, 0.854518, 0.707441, 0.84318, 0.743118, 0.981239, 0.794518, 1.16154, 0.0598521, 0.0236933, 0.162865, 0.125425, 0.319221, 0.145414, 0.372782, 0.308514, 0.142625, 0.508593, 0.719913, 0.676988, 0.648994, 0.814808, 0.862248, 0.771175, 0.742767, 0.934839, 0.355837, 0.292218, 0.482579, 0.462305, 0.691431, 0.506403, 0.684772, 0.659384, 0.635528, 0.161512, 0.0606575, 0.0917323, 0.00711213, 0.0944936, 0.0791348, 0.107913, 0.128316, 0.0802054, 0.00218691, 0.0296692, 0.0825714, 0.142047, 0.160097, 0.175231, 0.299075, 0.104266, 0.105275, 0.249158, 0.105107, 0.105917
-460.05,0.950561,0.00772847,9,511,0,517.126,-0.57207,-6.70849,-0.23364,0.950569,-0.147857,0.187152,-0.259285,-1.19242,0.523428,-2.67215,14.1886,-0.80732,-0.163149,0.970581,-0.961025,0.244481,-0.889467,-0.133867,0.751803,1.1587,-1.19053,-0.392743,1.68194,-2.21039,0.74834,-1.23451,0.635804,0.847797,0.650519,-0.918879,-0.294843,0.925744,-1.22848,0.741385,-0.898924,0.243392,0.558997,1.04205,-0.91213,-0.103819,-1.50129,0.433341,-1.05252,1.79051,-0.757032,0.669516,0.152356,-0.906563,0.525859,-0.986429,-0.794643,-0.743409,0.97261,-1.05059,0.489455,0.0236717,-1.27963,0.0515308,-0.793697,0.105574,0.141202,1.95093,-0.196854,-0.75253,0.105806,-0.434557,-0.254943,-1.02579,1.149,0.466358,0.55035,1.27135,-1.60199,0.562887,-0.603336,-1.58735,0.85252,-0.953013,0.580971,-2.04769,-0.510476,-0.286481,0.0415046,-0.803137,-1.14786,0.640924,-1.65975,1.75643,0.406645,0.433706,0.446363,0.134806,-1.56513,0.586587,0.941182,-0.013119,-1.00609,0.909203,-0.319634,-0.190417,0.11386,0.164036,2.21707,1.335,0.0396515,1.07073,1.14809,-0.474093,0.600121,0.632695,-0.375138,0.624255,0.565827,-3.31503,13.4872,-2.09788,2.65542,-3.67889,-16.9187,7.42671,-37.914,-0.935441,-0.189041,1.12461,-1.11354,0.283281,-1.03063,-0.155112,0.871114,-0.774465,-0.255487,1.09414,-1.4379,0.486809,-0.80307,0.413602,0.551508,-0.957522,-0.307242,0.964676,-1.28015,0.772564,-0.936728,0.253628,0.582505,-0.138968,-0.0158174,-0.22873,0.0660219,-0.160358,0.272794,-0.115338,0.102004,-0.0214599,0.012448,-0.0233505,-0.0188106,-0.0175978,0.0230234,-0.0248692,0.0115862,-0.135392,0.00545226,-0.0839777,0.0111704,0.01494,0.20642,-0.0208283,-0.079622,-0.244606,-0.143504,-0.577401,0.646755,0.262507,0.309785,0.715628,-0.901737,-0.0250412,-0.0658824,0.0353835,-0.0395544,0.0241129,-0.0849883,-0.0211871,-0.0118903,-0.108268,-0.154738,0.0864005,-0.223744,0.236777,0.0548183,0.0584663,0.0601725,-0.178205,0.0667889,0.107163,-0.00149373,-0.114554,0.103522,-0.0363935,-0.0216809,0.0529349,1.42944,1.5327,-0.632916,0.801163,0.84465,-0.500811,0.833383,0.755382,-27.6256,-0.57207
-472.323,0.895794,0.00772847,9,511,0,523.143,-0.532539,-6.54424,-1.05982,0.611698,-0.136886,0.0696104,-0.24986,-0.763821,0.657001,-1.76844,18.8237,-0.914746,-0.210072,1.1037,-1.53992,-0.130878,-1.82169,0.0906198,0.704353,0.808503,-1.07095,-0.381166,1.75665,-2.01154,0.535748,-1.26493,0.731224,0.455952,0.662174,-1.32284,-0.420645,1.55394,-1.78982,0.292152,-1.42284,0.232103,0.718096,0.720543,-0.399505,-0.644279,1.04983,1.11251,0.267133,-1.04964,0.352011,-1.75114,0.192126,0.820894,0.404046,1.41136,-0.16935,-0.119271,-0.0774121,0.607816,0.552504,0.0647568,0.0191495,0.318845,-0.0073247,-0.778303,-0.85225,-1.18615,-0.0243867,0.627562,0.143846,-0.177888,-0.44268,-2.03041,0.897956,0.801415,-0.360037,1.58296,-2.30543,0.376778,-0.0596652,-0.505052,0.969104,-0.616494,-0.869682,0.421493,0.171875,1.36932,0.2052,-0.26454,-0.945156,1.46919,-0.999316,-1.17288,-0.495245,-0.947347,0.47402,0.146152,-0.770946,0.545417,0.63278,0.159526,-0.549457,0.244214,-0.507126,0.176324,0.21388,0.173198,2.16545,0.827296,0.0696661,1.66404,1.79572,-0.889193,0.91521,0.970659,-0.68452,0.952236,0.848019,-19.9497,11.5144,-2.57669,1.31032,-4.70328,-14.3779,12.3672,-33.2886,-0.739575,-0.169844,0.892347,-1.24503,-0.105815,-1.47284,0.0732664,0.569472,-0.709157,-0.252398,1.16321,-1.33199,0.354758,-0.837601,0.484197,0.30192,-0.953164,-0.303092,1.11968,-1.28964,0.210508,-1.02522,0.16724,0.517419,-0.0767554,-0.123783,0.201699,0.213743,0.0513234,-0.201664,0.0676306,-0.336441,0.0531585,0.0261647,0.091395,-0.0109666,-0.00772362,-0.00501296,0.0393602,0.0357784,0.00275458,0.0458646,-0.00105363,-0.111956,-0.122593,-0.170623,-0.00350792,0.0902721,-0.0670244,-0.166792,-0.765013,0.33833,0.301956,-0.135654,0.596425,-0.868633,-0.0122433,-0.103637,0.19886,-0.126504,-0.178458,0.0864903,0.0352687,0.280984,-0.0386632,-0.138137,0.214726,-0.146052,-0.171419,-0.0723813,-0.138457,0.0692791,-0.16489,0.116654,0.135339,0.0341194,-0.117518,0.0522325,-0.108464,0.0377122,0.0576346,1.37666,1.48559,-0.735626,0.75715,0.803023,-0.566301,0.787781,0.701563,-28.4231,-0.532539
-454.586,0.99857,0.00772847,9,1023,0,519.952,-0.627579,-6.57567,-0.988998,0.761505,-0.1338,0.131463,-0.287708,-0.885483,0.646903,-2.0434,18.1346,-1.03634,-0.280198,1.03209,-1.47702,0.291602,-0.702005,-0.251228,1.1808,0.859375,-0.52838,-0.276079,0.869708,-1.46269,0.502115,-1.04618,0.420928,0.530984,1.01035,-1.05828,-0.341966,1.1194,-1.58443,0.574264,-1.10653,0.388611,0.772446,0.842102,-0.406856,0.216056,-0.209059,0.787715,0.128241,0.119609,0.823586,-1.44673,0.158666,1.07611,0.442391,0.0235475,-0.938834,-0.43223,-0.682758,-0.484645,-0.416646,0.0625123,0.699002,0.636781,-0.788071,0.0723175,1.34942,-0.761032,0.365231,0.601079,0.0421635,0.0338407,-0.239563,-0.759969,1.09354,0.798291,0.157229,1.54458,-2.20802,0.511453,0.156634,-1.00431,0.873816,-0.807227,0.358218,-1.79799,-0.493875,0.96074,0.0875328,-0.816782,-0.870234,0.851527,-1.23802,0.609117,-0.263397,0.194508,0.0784953,0.19968,-0.837458,0.516424,0.612888,-0.0410711,-0.50936,0.524681,-0.045102,0.0713626,0.210258,0.179011,2.21801,0.9881,0.162245,1.50606,1.60046,-0.580719,0.86755,0.893343,-0.418777,0.833998,0.847914,-17.935,13.8096,-2.42641,2.38403,-5.21746,-16.0578,11.7313,-37.0561,-0.890608,-0.240795,0.88695,-1.26932,0.250595,-0.603286,-0.215899,1.01475,-0.533848,-0.278936,0.878709,-1.47783,0.507312,-1.057,0.425284,0.536479,-0.891179,-0.28797,0.942647,-1.33425,0.483589,-0.931809,0.32725,0.650478,-0.0645543,0.0342808,-0.0331707,0.124984,0.0203475,0.018978,0.130675,-0.229547,0.06727,0.0276549,0.00147201,-0.0586887,-0.0270197,-0.0426808,-0.0302963,-0.0260455,0.0294724,0.026849,-0.0332279,0.00304916,0.0568961,-0.0320878,0.0153994,0.0253436,0.0173079,-0.122525,-0.388688,0.559295,0.408288,0.0804151,0.789982,-1.1293,0.0137106,-0.0879102,0.0764876,-0.0706589,0.0313559,-0.157384,-0.0432303,0.0840963,-0.163095,-0.173768,0.170033,-0.247208,0.121628,-0.052595,0.0388393,0.0156739,-0.176082,0.108582,0.128865,-0.00863552,-0.107097,0.110318,-0.00948305,0.0150045,0.160314,1.48813,1.58141,-0.573809,0.857226,0.882713,-0.413794,0.824073,0.837824,-28.4335,-0.627579
-461.322,0.785689,0.00772847,9,511,0,507.223,-0.464125,-9.44299,-0.0531641,0.748698,-0.188373,0.124374,-0.219227,-0.98727,0.475026,-2.16176,14.9388,-1.30441,-0.273656,0.913625,-1.77844,0.272636,-1.04796,0.185267,0.3282,0.681953,-0.870731,-0.268317,1.29428,-1.73667,0.518181,-1.3759,0.690074,0.477692,0.77268,-0.443066,-0.150844,0.443699,-0.625995,0.167013,-0.490552,0.304624,0.321551,2.03849,0.0876736,0.17614,-2.05396,0.447672,-1.4543,0.21177,-1.60303,0.133636,0.0653429,0.692737,0.90351,0.688993,1.18925,0.459027,0.820601,1.19323,0.502721,0.0601382,-0.485772,1.10888,-0.535708,-0.648639,-1.09538,0.385843,0.145507,0.885485,0.0479329,-0.0875546,-0.160682,-1.52649,0.738549,-0.0969345,0.339874,1.32534,-0.434274,0.389061,0.343578,-0.608559,-0.863663,0.0353116,-0.0475898,-0.543757,0.976593,-0.424612,0.0982884,-0.0815458,-0.745493,0.21117,-1.24752,0.798249,-0.38572,-0.154304,0.347062,0.252265,-1.06667,0.432226,0.879528,0.0329667,-0.773,0.837119,-0.813539,0.604406,0.148644,0.18039,2.31129,0.952366,-0.013496,1.37919,1.45058,-0.813097,0.738262,0.774201,-0.619149,0.721032,0.726925,-0.794205,11.1846,-2.81406,1.85799,-3.27498,-14.7486,7.0963,-32.294,-0.889546,-0.18662,0.623049,-1.21281,0.185925,-0.714661,0.126343,0.223817,-0.672796,-0.207323,1.00006,-1.34189,0.400388,-1.06313,0.533206,0.369103,-0.903189,-0.307496,0.904479,-1.27609,0.340455,-0.999987,0.620975,0.655479,0.00572884,0.0115095,-0.134212,0.0292522,-0.0950281,0.0138377,-0.104747,0.00873214,0.04166,0.0543355,0.0414348,0.0715196,0.0276051,0.0493495,0.0717588,0.0302327,-0.0232844,0.0531519,-0.025678,-0.0310911,-0.0525046,0.0184945,0.00697459,0.0424438,-0.0340641,-0.0625153,-0.593896,0.28734,-0.0377134,0.132232,0.515639,-0.168959,0.0337697,-0.0598143,-0.084888,0.00347072,-0.00467753,-0.0534451,0.0959878,-0.0417344,-0.0205712,-0.188062,0.0532709,-0.314707,0.201371,-0.0973037,-0.0389255,0.0875518,-0.158554,0.0642477,0.130736,0.00490029,-0.114902,0.124433,-0.120928,0.0898412,-0.0128531,1.31349,1.38148,-0.774366,0.703095,0.737323,-0.589656,0.686687,0.692299,-28.993,-0.464125
-461.119,0.711349,0.00772847,9,511,0,516.799,-0.0701472,-8.98196,-0.529923,0.761479,-0.137869,0.134203,-0.271338,-0.888921,0.615154,-2.02467,18.5459,-0.815249,-0.193343,0.641998,-1.6486,0.402829,-1.48005,0.498706,1.22816,0.750287,-0.667827,-0.231522,1.18725,-1.56562,0.768405,-0.922401,1.00522,0.416868,0.910088,-0.643625,-0.185278,0.824678,-1.05326,0.410204,-0.728696,0.316413,0.290454,1.21343,-0.103575,-0.165976,-1.38844,0.985231,-3.49459,0.138407,-2.29245,-2.22395,0.236313,2.1463,1.60751,-0.107742,1.10124,0.682643,0.787106,0.33701,-0.228128,0.0633773,-0.64144,0.0238028,-1.34538,-0.581732,-0.0841111,-0.922901,0.750983,-0.464069,0.0322163,0.23586,-0.0846913,-0.612301,0.800801,0.421892,0.289453,1.43106,-1.57095,0.624462,0.456444,-0.90707,0.2875,-0.373407,0.356099,-1.15277,1.07524,-0.351791,0.0906355,0.0581187,-0.672617,0.411855,-1.09128,0.562797,0.574005,1.13194,-0.0495705,0.203175,-0.995452,0.488633,0.691732,0.104996,-0.775825,0.449417,-0.363149,-0.146206,0.171057,0.168089,2.14262,0.717456,-0.576791,1.28778,1.41966,-1.65375,0.450328,0.453118,-1.34348,0.426997,0.38422,-9.82787,14.1223,-2.55691,2.48892,-5.03219,-16.4858,11.4086,-37.5493,-0.611671,-0.145063,0.481683,-1.23693,0.302238,-1.11047,0.374173,0.921474,-0.607781,-0.210706,1.0805,-1.42485,0.699316,-0.839466,0.914838,0.379387,-0.780992,-0.224821,1.00069,-1.27806,0.497753,-0.884219,0.383944,0.352445,-0.024476,-0.0392222,-0.328106,0.232823,-0.825817,0.0327073,-0.541736,-0.525548,0.136027,0.10188,-0.00682842,0.0697938,0.0432641,0.0498847,0.0213588,-0.0144582,-0.0206648,0.000766836,-0.043343,-0.0187412,-0.00270974,-0.0297324,0.0241939,-0.0149506,0.147286,-0.0528865,-0.382359,0.50007,0.263456,0.180752,0.893642,-0.981,0.04137,-0.0822127,0.0260577,-0.0338439,0.0322752,-0.104482,0.0974553,-0.0318847,0.0118083,-0.136659,0.0836786,-0.221721,0.114346,0.116623,0.229981,-0.0100715,-0.170279,0.083584,0.118325,0.0179602,-0.13271,0.0768757,-0.0621191,-0.0250096,-0.413823,0.923929,1.01854,-1.18649,0.32309,0.325092,-0.963889,0.306352,0.275661,-29.3861,-0.0701472
-466.927,0.766453,0.00772847,9,511,0,522.823,0.018789,-5.15591,-0.350545,0.497824,-0.0987659,0.0664056,-0.132037,-0.690085,0.31639,-1.5818,21.8476,-1.40127,-0.289687,1.2904,-1.75705,0.182539,-1.46339,0.149353,0.857186,0.745164,-0.974224,-0.337187,1.46843,-1.98973,0.416327,-0.974066,0.474436,0.777453,0.733739,-0.767003,-0.233036,0.852934,-1.16474,0.386501,-0.679648,0.212391,0.416768,1.21568,-1.24763,0.748862,0.0554271,-0.210659,2.55374,-0.0492491,1.46806,1.86366,0.0480634,-0.81862,1.60598,0.40752,-0.343739,-0.00311828,0.0161922,1.87052,1.51633,0.0475448,0.249221,2.00918,0.00708678,0.230215,-1.08924,0.483965,-0.735323,-0.47993,0.015623,-0.284812,-0.164588,-1.02257,1.01055,-0.316214,-0.112048,1.54719,-0.389809,0.544367,-0.157071,-0.854668,0.422,-2.14788,0.779971,-1.37353,0.826391,1.61612,0.0959644,-0.28599,-0.492547,0.376374,-0.876733,0.491853,-0.0553008,0.246764,1.44476,0.258037,-0.761521,0.373019,0.575633,0.0751042,-0.474294,0.587094,-0.180843,-0.2462,0.218991,0.163829,1.82891,0.851239,-0.608921,0.952885,1.0895,-1.45844,0.238845,0.282996,-1.22584,0.28628,0.214898,-7.65856,10.8762,-2.15779,1.4508,-2.88469,-15.0767,6.91235,-34.5585,-1.04418,-0.215865,0.96156,-1.30929,0.136021,-1.09047,0.111293,0.638744,-0.714827,-0.247407,1.07744,-1.45995,0.305475,-0.71471,0.348112,0.570448,-0.932433,-0.283298,1.0369,-1.41595,0.469863,-0.826237,0.2582,0.506659,-0.0599651,0.0359929,0.00266402,-0.010125,0.122742,-0.00236708,0.0705599,0.0895737,-0.0389211,0.0763557,0.0193755,-0.016343,-0.000148258,0.000769856,0.0889336,0.0720935,0.00389359,0.0313895,0.000110717,0.00359666,-0.0170171,0.00756099,-0.011488,-0.00749796,-0.155042,-0.0895964,-0.556652,0.550111,-0.172136,-0.0609952,0.842237,-0.212199,-0.0150732,-0.0820177,0.040497,-0.20612,0.0748495,-0.13181,0.0793042,0.15509,-0.073796,-0.127095,0.0971184,-0.22623,0.126916,-0.0142696,0.0636743,0.372801,-0.166766,0.0816876,0.126058,0.0164471,-0.103866,0.128568,-0.039603,-0.0539154,-0.518337,0.811133,0.927426,-1.24148,0.203314,0.240898,-1.04348,0.243693,0.18293,-28.4566,0.018789
