ortho_dose,pipe_material,date,location,lead,lead_dissolved,lead_part,cens_lead_part,cens_lead_dissolved,date_yday,date_numeric,scaled_lead_dissolved,scaled_lead_part,scaled_lead,d_x
0-0.5,Pb #1,2021-05-06,LP12,0.0106,0.0099,6.999999999999992e-4,none,none,0.3452054794520548,4.345205479452055,0.2795867134922184,-0.5224137254413548,1.2311838859311075,2.142857142857143
0-0.5,Pb #1,2021-05-19,LP12,0.0115,0.0104,0.0011000000000000003,none,none,0.38082191780821917,4.380821917808219,0.3061267761088098,-0.23075168636226034,1.2837706267149795,1.8571428571428572
0-0.5,Pb #1,2021-06-01,LP12,0.0129,0.0116,0.0013000000000000008,none,none,0.41643835616438357,4.416438356164384,0.3649474447338957,-0.12295314961871746,1.357901861987042,1.8571428571428572
0-0.5,Pb #1,2021-06-15,LP12,0.0143,0.0133,0.0010000000000000009,none,none,0.4547945205479452,4.454794520547945,0.43861323483958753,-0.2922545100758277,1.4243876543677223,2
0-0.5,Pb #1,2021-06-29,LP12,0.02,0.0181,0.001899999999999999,none,none,0.4931506849315068,4.493150684931507,0.6045984291234596,0.12192817735771305,1.6408652709559652,2
0-0.5,Pb #1,2021-07-13,LP12,0.0217,0.0196,0.002100000000000001,none,none,0.5315068493150685,4.531506849315068,0.6474848071114033,0.18651115601656784,1.6935081215816912,2
0-0.5,Pb #1,2021-07-27,LP12,0.0156,0.0092,0.0063999999999999994,none,none,0.5698630136986301,4.5698630136986305,0.24008650761722428,0.9055983142048271,1.4805353333570468,2
0-0.5,Pb #1,2021-08-10,LP12,0.0184,0.0087,0.0097,none,none,0.6082191780821918,4.608219178082192,0.20998625818619326,1.1739284105566883,1.5870598494777923,2
0-0.5,Pb #1,2021-08-24,LP12,0.0152,0.0108,0.004399999999999999,none,none,0.6465753424657534,4.646575342465754,0.3264557662161156,0.6638119151555818,1.4637735796344773,2
0-0.5,Pb #1,2021-09-07,LP12,0.0171,0.0129,0.004200000000000001,none,none,0.684931506849315,4.684931506849315,0.42216449709827086,0.6337929567754892,1.5397779402735572,2
0-0.5,Pb #1,2021-09-21,LP12,0.0145,0.0099,0.0046,none,none,0.7232876712328767,4.723287671232876,0.2795867134922184,0.6924962479599499,1.4333501767185273,2
0-0.5,Pb #2,2017-09-27,LP13,0.2467,0.2357,0.01100000000000001,none,none,0.7397260273972602,0.7397260273972602,1.9871343523893428,1.2550862939106127,3.2621212674730757,0
0-0.5,Pb #2,2017-10-04,LP13,0.2694,0.2604,0.008999999999999952,none,none,0.7589041095890411,0.7589041095890411,2.0408161557615716,1.125595252840012,3.3189225383706358,1
0-0.5,Pb #2,2017-10-12,LP13,0.2611,0.2511,0.010000000000000009,none,none,0.7808219178082192,0.7808219178082192,2.021226567697797,1.1935834701970442,3.2987289310631738,1.1428571428571428
0-0.5,Pb #2,2017-10-17,LP13,0.2295,0.2188,0.010700000000000015,none,none,0.7945205479452054,0.7945205479452054,1.947057535229734,1.2372430030856238,3.215486073708645,0.7142857142857143
0-0.5,Pb #2,2017-10-24,LP13,0.1563,0.1395,0.01679999999999998,none,none,0.8136986301369863,0.8136986301369863,1.7046127507370061,1.528356558293331,2.9676130666257357,1
0-0.5,Pb #2,2017-11-07,LP13,0.1402,0.1325,0.007699999999999985,none,none,0.852054794520548,0.852054794520548,1.676881773641284,1.0249270785450844,2.897465222651922,2
0-0.5,Pb #2,2017-11-14,LP13,0.1175,0.109,0.008499999999999994,none,none,0.8712328767123287,0.8712328767123287,1.5717177281289993,1.0887114293348785,2.783486372733004,1
0-0.5,Pb #2,2017-11-21,LP13,0.106,0.1,0.0059999999999999915,none,none,0.8904109589041096,0.8904109589041096,1.5252977411285953,0.863952172141014,2.71702186620398,1
0-0.5,Pb #2,2017-11-28,LP13,0.1047,0.0992,0.005500000000000005,none,none,0.9095890410958904,0.9095890410958904,1.5209711772723384,0.8078044931516913,2.709058987688753,1
0-0.5,Pb #2,2017-12-05,LP13,0.1182,0.1133,0.004900000000000002,none,none,0.9287671232876712,0.9287671232876712,1.5925589557601567,0.7332650394659923,2.7873192551524033,1
0-0.5,Pb #2,2017-12-19,LP13,0.1201,0.1126,0.007499999999999993,none,none,0.9671232876712329,0.9671232876712329,1.5892206713888284,1.0079447501371224,2.79760947193428,2
0-0.5,Pb #2,2018-01-03,LP13,0.1148,0.1095,0.005299999999999999,none,none,0.00821917808219178,1.0082191780821919,1.5741829695218925,0.783902085172186,2.7684853843616333,2.142857142857143
0-0.5,Pb #2,2018-01-09,LP13,0.1189,0.1152,0.003700000000000009,none,none,0.024657534246575342,1.0246575342465754,1.6015170893800863,0.5520011919994406,2.7911295054897214,0.8571428571428571
0-0.5,Pb #2,2018-01-16,LP13,0.1139,0.1093,0.004600000000000007,none,none,0.043835616438356165,1.0438356164383562,1.5731982264612827,0.692496247959951,2.7634065464931075,1
0-0.5,Pb #2,2018-01-23,LP13,0.128,0.1194,0.008599999999999997,none,none,0.06301369863013699,1.063013698630137,1.620806005203773,1.0962587812880413,2.838718095236621,1
0-0.5,Pb #2,2018-01-30,LP13,0.1329,0.1152,0.017699999999999994,none,none,0.0821917808219178,1.0821917808219177,1.6015170893800863,1.5620315674497374,2.86295955866711,1
0-0.5,Pb #2,2018-02-07,LP13,0.1024,0.0987,0.003700000000000009,none,none,0.10410958904109589,1.104109589041096,1.5182493205251166,0.5520011919994406,2.6947255172405127,1.1428571428571428
0-0.5,Pb #2,2018-02-13,LP13,0.0979,0.0909,0.007000000000000006,none,none,0.12054794520547946,1.1205479452054794,1.4739046344255575,0.9634242548315188,2.6657260238751377,0.8571428571428571
0-0.5,Pb #2,2018-02-20,LP13,0.0947,0.0897,0.0050000000000000044,none,none,0.13972602739726028,1.1397260273972603,1.4667463323462226,0.7463016694381234,2.644281351038729,1
0-0.5,Pb #2,2018-02-28,LP13,0.06,0.0558,0.004199999999999995,none,none,0.16164383561643836,1.1616438356164385,1.2110488041769334,0.6337929567754881,2.349790152413887,1.1428571428571428
0-0.5,Pb #2,2018-03-06,LP13,0.0879,0.0926,2e-4,left,none,0.1780821917808219,1.178082191780822,1.4838854356908855,-1.33081068958978,2.5961979937367183,0.8571428571428571
0-0.5,Pb #2,2018-03-13,LP13,0.0885,0.0816,0.0068999999999999895,none,none,0.19726027397260273,1.1972602739726028,1.41576727720015,0.9541393286589495,2.6005877469636887,1
0-0.5,Pb #2,2018-03-21,LP13,0.0915,0.0843,0.007199999999999998,none,none,0.2191780821917808,1.2191780821917808,1.4333018769371266,0.9816026748439071,2.6220994467964704,1.1428571428571428
0-0.5,Pb #2,2018-03-27,LP13,0.0964,0.0888,0.007599999999999996,none,none,0.2356164383561644,1.2356164383561643,1.4613144782076073,1.0164917788755552,2.6557625026841447,0.8571428571428571
0-0.5,Pb #2,2018-04-03,LP13,0.0784,0.0752,0.0031999999999999945,none,none,0.2547945205479452,1.2547945205479452,1.3717710542413062,0.45831651344590507,2.5223922425016774,1
0-0.5,Pb #2,2018-04-10,LP13,0.08,0.0783,0.001700000000000007,none,none,0.273972602739726,1.273972602739726,1.3935307339124794,0.050155249820930975,2.535428872473808,1
0-0.5,Pb #2,2018-04-17,LP13,0.0843,0.0845,2e-4,left,none,0.29315068493150687,1.2931506849315069,1.434578309534738,-1.33081068958978,2.569213243758403,1
0-0.5,Pb #2,2018-04-24,LP13,0.0574,0.0489,0.0085,none,none,0.31232876712328766,1.3123287671232877,1.1399483359156661,1.0887114293348792,2.321203583602712,1
0-0.5,Pb #2,2018-05-04,LP13,0.0509,0.0398,0.011099999999999999,none,none,0.33972602739726027,1.3397260273972602,1.0290337673406298,1.260926073457361,2.243651592527217,1.4285714285714286
0-0.5,Pb #2,2018-05-08,LP13,0.1319,0.1297,0.0021999999999999797,none,none,0.3506849315068493,1.3506849315068492,1.6653768965431983,0.21653011439665473,2.858085734622852,0.5714285714285714
0-0.5,Pb #2,2018-05-15,LP13,0.2657,0.2661,2e-4,left,none,0.3698630136986301,1.36986301369863,2.0524797815793465,-1.33081068958978,3.309998540519748,1
0-0.5,Pb #2,2018-05-22,LP13,0.2407,0.2497,2e-4,left,none,0.38904109589041097,1.389041095890411,2.0182149143820665,-1.33081068958978,3.2462331139665586,1
0-0.5,Pb #2,2018-05-30,LP13,0.2815,0.2857,2e-4,left,none,0.410958904109589,1.410958904109589,2.0907620136740306,-1.33081068958978,3.347273527294754,1.1428571428571428
0-0.5,Pb #2,2018-06-06,LP13,0.2294,0.225,0.004399999999999987,none,none,0.4301369863013699,1.43013698630137,1.9621087924440361,0.6638119151555801,3.2152048397814066,1
0-0.5,Pb #2,2018-06-13,LP13,0.2414,0.2361,0.005299999999999999,none,none,0.44931506849315067,1.4493150684931506,1.9880477130221401,0.783902085172186,3.248107016403893,1
0-0.5,Pb #2,2018-06-19,LP13,0.2956,0.2873,0.008299999999999974,none,none,0.4657534246575342,1.4657534246575343,2.093770213068718,1.0733466264132796,3.3788119696347176,0.8571428571428571
0-0.5,Pb #2,2018-06-26,LP13,0.2988,0.2959,0.0029000000000000137,none,none,0.4849315068493151,1.484931506849315,2.109657602763513,0.3947939972045796,3.385759990846968,1
0-0.5,Pb #2,2018-07-03,LP13,0.2695,0.2702,2e-4,left,none,0.5041095890410959,1.504109589041096,2.0607159392293304,-1.33081068958978,3.319162022966383,1
0-0.5,Pb #2,2018-07-10,LP13,0.2849,0.2814,0.003500000000000003,none,none,0.5232876712328767,1.5232876712328767,2.0825932325128385,0.5161424540725974,3.355020760893226,1
0-0.5,Pb #2,2018-07-17,LP13,0.2923,0.2901,0.0021999999999999797,none,none,0.5424657534246575,1.5424657534246575,2.0989944731111088,0.21653011439665473,3.3715675966335144,1
0-0.5,Pb #2,2018-07-24,LP13,0.3089,0.3118,2e-4,left,none,0.5616438356164384,1.5616438356164384,2.1378509830046935,-1.33081068958978,3.407211502042027,1
0-0.5,Pb #2,2018-08-07,LP13,0.318,0.3127,0.005300000000000027,none,none,0.6,1.6,2.1394035505286064,0.7839020851721894,3.425946747661902,2
0-0.5,Pb #2,2018-08-14,LP13,0.2993,0.2976,0.0017000000000000348,none,none,0.6191780821917808,1.6191780821917807,2.1127434151354816,0.05015524982094129,3.3868388930140947,1
0-0.5,Pb #2,2018-08-21,LP13,0.2373,0.2369,4.0000000000001146e-4,none,none,0.6383561643835617,1.6383561643835618,1.9898698012006033,-0.8835288888308397,3.2370530838237443,1
0-0.5,Pb #2,2018-08-29,LP13,0.2276,0.2236,0.0040000000000000036,none,none,0.6602739726027397,1.6602739726027398,1.9587466949226746,0.602309091442015,3.2101215564946104,1.1428571428571428
0-0.5,Pb #2,2018-09-04,LP13,0.2073,0.2031,0.004200000000000009,none,none,0.6767123287671233,1.6767123287671233,1.90694955014924,0.6337929567754904,3.149836718048859,0.8571428571428571
0-0.5,Pb #2,2018-09-11,LP13,0.2394,0.2398,2e-4,left,none,0.6958904109589041,1.6958904109589041,1.9964236789135956,-1.33081068958978,3.2427385059398244,1
0-0.5,Pb #2,2018-09-18,LP13,0.1477,0.1467,0.0010000000000000009,none,none,0.7150684931506849,1.7150684931506848,1.7317205737788093,-0.2922545100758277,2.9310934235218418,1
0-0.5,Pb #2,2018-09-25,LP13,0.1657,0.1626,0.0030999999999999917,none,none,0.7342465753424657,1.7342465753424658,1.787149993408911,0.43782935667434303,3.0052991634080835,1
0-0.5,Pb #2,2018-10-03,LP13,0.162,0.164,2e-4,left,none,0.7561643835616438,1.7561643835616438,1.7917680010314305,-1.33081068958978,2.9907268165147802,1.1428571428571428
0-0.5,Pb #2,2018-10-10,LP13,0.185,0.185,2e-4,left,none,0.7753424657534247,1.7753424657534247,1.8566701334646094,-1.33081068958978,3.0763953517862626,1
0-0.5,Pb #2,2018-10-16,LP13,0.10149999999999999,0.10005,0.001449999999999993,none,none,0.7917808219178082,1.7917808219178082,1.5255670009713087,-0.05248780355434812,2.6890289416258737,0.8571428571428571
0-0.5,Pb #2,2018-10-24,LP13,0.15,0.151,2e-4,left,none,0.8136986301369863,1.8136986301369862,1.747282378320714,-1.33081068958978,2.9410645311689168,1.1428571428571428
0-0.5,Pb #2,2018-10-31,LP13,0.167,0.164,0.0030000000000000027,none,none,0.8328767123287671,1.8328767123287673,1.7917680010314305,0.4166703713820938,3.010342042133343,1
0-0.5,Pb #2,2018-11-06,LP13,0.139,0.137,0.0020000000000000018,none,none,0.8493150684931506,1.8493150684931505,1.6948719011303397,0.15502729068309368,2.891918272428589,0.8571428571428571
0-0.5,Pb #2,2018-11-13,LP13,0.127,0.126,0.0010000000000000009,none,none,0.8684931506849315,1.8684931506849316,1.6497870643608266,-0.2922545100758277,2.833656961559924,1
0-0.5,Pb #2,2018-11-20,LP13,0.11,0.109,0.0010000000000000009,none,none,0.8876712328767123,1.8876712328767122,1.5717177281289993,-0.2922545100758277,2.7409242741834845,1
0-0.5,Pb #2,2018-11-27,LP13,0.0767,0.0514,0.025300000000000003,none,none,0.9068493150684932,1.9068493150684933,1.1668060575048016,1.792555251187469,2.5082460267217987,1
0-0.5,Pb #2,2018-12-04,LP13,0.0729,0.0558,0.017100000000000004,none,none,0.9260273972602739,1.926027397260274,1.2110488041769334,1.5397779402735572,2.4754567983988305,1
0-0.5,Pb #2,2018-12-18,LP13,0.103,0.102,0.0010000000000000009,none,none,0.9643835616438357,1.9643835616438357,1.5359645115548,-0.2922545100758277,2.698495486498158,2
0-0.5,Pb #2,2019-01-02,LP13,0.0998,0.0973,0.0025000000000000022,none,none,0.005479452054794521,2.0054794520547947,1.5105541281651207,0.299019868679202,2.6781295756924126,2.142857142857143
0-0.5,Pb #2,2019-01-09,LP13,0.0804,0.0791,0.0012999999999999956,none,none,0.024657534246575342,2.0246575342465754,1.3990063013077496,-0.12295314961871975,2.5386472892992438,1
0-0.5,Pb #2,2019-01-16,LP13,0.0662,0.065,0.0011999999999999927,none,none,0.043835616438356165,2.043835616438356,1.2932546692289553,-0.1746040073729399,2.4132454473169784,1
0-0.5,Pb #2,2019-01-23,LP13,0.0676,0.0672,3.999999999999976e-4,none,none,0.06301369863013699,2.063013698630137,1.3111843043484563,-0.883528888830862,2.4267497926291077,1
0-0.5,Pb #2,2019-01-29,LP13,0.0607,0.0624,2e-4,left,none,0.07945205479452055,2.0794520547945208,1.2712657261773757,-1.33081068958978,2.3572749731168594,0.8571428571428571
0-0.5,Pb #2,2019-02-05,LP13,0.0327,0.028,0.004699999999999999,none,none,0.09863013698630137,2.0986301369863014,0.839609300839963,0.7063740137051018,1.958118063763749,1
0-0.5,Pb #2,2019-02-13,LP13,0.0227,0.0183,0.004400000000000001,none,none,0.12054794520547946,2.1205479452054794,0.6105177667587814,0.6638119151555825,1.7225802107737915,1.1428571428571428
0-0.5,Pb #2,2019-02-19,LP13,0.021,0.0151,0.005900000000000001,none,none,0.136986301369863,2.136986301369863,0.5069850073497956,0.8531066859918159,1.67234913628944,0.8571428571428571
0-0.5,Pb #2,2019-02-27,LP13,0.0222,0.0176,0.0046,none,none,0.1589041095890411,2.158904109589041,0.5895090865876237,0.6924962479599499,1.7082078742162825,1.1428571428571428
0-0.5,Pb #2,2019-03-06,LP13,0.0206,0.0146,0.006,none,none,0.1780821917808219,2.1780821917808217,0.48884678509867674,0.8639521721410146,1.6599393069842074,1
0-0.5,Pb #2,2019-03-13,LP13,0.0181,0.0131,0.005000000000000001,none,none,0.19726027397260273,2.197260273972603,0.43045164984987444,0.7463016694381228,1.5764520834402653,1
0-0.5,Pb #2,2019-03-19,LP13,0.0178,0.0157,0.002100000000000001,none,none,0.2136986301369863,2.213698630136986,0.5279741940149661,0.18651115601656784,1.5656670206476189,0.8571428571428571
0-0.5,Pb #2,2019-03-26,LP13,0.0196,0.0168,0.0028000000000000004,none,none,0.2328767123287671,2.232876712328767,0.5644508799376106,0.37214987607648853,1.6278286409838347,1
0-0.5,Pb #2,2019-04-02,LP13,0.0214,0.0155,0.005899999999999999,none,none,0.25205479452054796,2.252054794520548,0.52106827501072,0.8531066859918154,1.6845248038445444,1
0-0.5,Pb #2,2019-04-09,LP13,0.0199,0.0162,0.003700000000000002,none,none,0.27123287671232876,2.271232876712329,0.5448612918738356,0.5520011919994395,1.6376307216479766,1
0-0.5,Pb #2,2019-04-17,LP13,0.0207,0.0181,0.002599999999999998,none,none,0.29315068493150687,2.293150684931507,0.6045984291234596,0.32432865114020337,1.6630642101168724,1.1428571428571428
0-0.5,Pb #2,2019-04-23,LP13,0.0184,0.0176,7.999999999999986e-4,none,none,0.3095890410958904,2.3095890410958906,0.5895090865876237,-0.43624708807193774,1.5870598494777923,0.8571428571428571
0-0.5,Pb #2,2019-04-30,LP13,0.0191,0.0183,7.999999999999986e-4,none,none,0.3287671232876712,2.328767123287671,0.6105177667587814,-0.43624708807193774,1.6111535209776917,1
0-0.5,Pb #2,2019-05-07,LP13,0.0309,0.0229,0.008,none,none,0.34794520547945207,2.3479452054794523,0.7313033728858923,1.0495908922009354,1.9215823876832079,1
0-0.5,Pb #2,2019-05-15,LP13,0.0321,0.0313,7.999999999999952e-4,none,none,0.3698630136986301,2.3698630136986303,0.8996227092160625,-0.43624708807194057,1.9461678845435446,1.1428571428571428
0-0.5,Pb #2,2019-05-21,LP13,0.0353,0.0342,0.0010999999999999968,none,none,0.3863013698630137,2.3863013698630136,0.9473515455289381,-0.23075168636226207,2.007487932095054,0.8571428571428571
0-0.5,Pb #2,2019-05-29,LP13,0.0369,0.0371,2e-4,left,none,0.40821917808219177,2.4082191780821915,0.9911933333526516,-1.33081068958978,2.036092780852288,1.1428571428571428
0-0.5,Pb #2,2019-06-05,LP13,0.04,0.0384,0.0016000000000000042,none,none,0.4273972602739726,2.4273972602739726,1.0097448515169432,0.011034712686986524,2.0881470717148867,1
0-0.5,Pb #2,2019-06-12,LP13,0.0403,0.0384,0.0019000000000000059,none,none,0.4465753424657534,2.4465753424657533,1.0097448515169432,0.12192817735771534,2.0929686974043276,1
0-0.5,Pb #2,2019-06-18,LP13,0.0526,0.0495,0.0030999999999999986,none,none,0.46301369863013697,2.463013698630137,1.146517372257714,0.4378293566743442,2.264851472095969,0.8571428571428571
0-0.5,Pb #2,2019-06-26,LP13,0.048,0.0436,0.004400000000000001,none,none,0.4849315068493151,2.484931506849315,1.0781537815689266,0.6638119151555825,2.2057975744177787,1.1428571428571428
0-0.5,Pb #2,2019-07-02,LP13,0.0523,0.0461,0.006199999999999997,none,none,0.5013698630136987,2.5013698630136987,1.1081868830294233,0.8851111574332656,2.2611605684062424,0.8571428571428571
0-0.5,Pb #2,2019-07-09,LP13,0.0489,0.0453,0.003599999999999999,none,none,0.5205479452054794,2.5205479452054793,1.0987572452129386,0.5343208740849856,2.2177847532214816,1
0-0.5,Pb #2,2019-07-16,LP13,0.0581,0.0558,0.0022999999999999965,none,none,0.5397260273972603,2.5397260273972604,1.2110488041769334,0.2452144472010274,2.329025391320628,1
0-0.5,Pb #2,2019-07-23,LP13,0.0547,0.0489,0.0058,none,none,0.5589041095890411,2.558904109589041,1.1399483359156661,0.8420757979634975,2.2901130686232856,1
0-0.5,Pb #2,2019-07-30,LP13,0.113,0.11,0.0030000000000000027,none,none,0.5780821917808219,2.5780821917808217,1.5766369797077688,0.4166703713820938,2.758287417731348,1
0-0.5,Pb #2,2019-08-07,LP13,0.148,0.144,0.0040000000000000036,none,none,0.6,2.6,1.721714323734736,0.602309091442015,2.9324027737901543,1.1428571428571428
0-0.5,Pb #2,2019-08-13,LP13,0.0883,0.0832,0.005100000000000007,none,none,0.6164383561643836,2.616438356164384,1.4262269127250784,0.7590801312788508,2.5991278114182434,0.8571428571428571
0-0.5,Pb #2,2019-08-20,LP13,0.0898,0.0837,0.006100000000000008,none,none,0.6356164383561644,2.6356164383561644,1.4294543298346538,0.8746183858245984,2.609997656912714,1
0-0.5,Pb #2,2019-08-27,LP13,0.0819,0.0756,0.0063,none,none,0.6547945205479452,2.654794520547945,1.374628643458474,0.8954360374744894,2.5505753782044724,1
0-0.5,Pb #2,2019-09-03,LP13,0.0605,0.0564,0.0040999999999999995,none,none,0.673972602739726,2.673972602739726,1.2168098676936034,0.6182430179364446,2.355145297138131,1
0-0.5,Pb #2,2019-09-11,LP13,0.0507,0.0461,0.0046,none,none,0.6958904109589041,2.695890410958904,1.1081868830294233,0.6924962479599499,2.241111072569187,1.1428571428571428
0-0.5,Pb #2,2019-09-17,LP13,0.0615,0.057,0.004499999999999997,none,none,0.7123287671232876,2.712328767123288,1.2225099664312904,0.6783134520810934,2.3657240789083174,0.8571428571428571
0-0.5,Pb #2,2019-09-24,LP13,0.0538,0.0502,0.003599999999999999,none,none,0.7315068493150685,2.7315068493150685,1.1540813483621946,0.5343208740849856,2.279407530692405,1
0-0.5,Pb #2,2019-10-01,LP13,0.0468,0.0437,0.0030999999999999986,none,none,0.7506849315068493,2.750684931506849,1.0793878125877672,0.4378293566743442,2.1894602148149684,1
0-0.5,Pb #2,2019-10-02,LP13,0.05,0.049,0.0010000000000000009,none,none,0.7534246575342466,2.7534246575342465,1.141048753671476,-0.2922545100758277,2.232139649710995,0.14285714285714285
0-0.5,Pb #2,2019-10-03,LP13,0.0561,0.053900000000000003,0.0021999999999999936,none,none,0.7561643835616438,2.756164383561644,1.1923879922506495,0.21653011439665873,2.3064209352652902,0.14285714285714285
0-0.5,Pb #2,2019-10-04,LP13,0.0558,0.0538,0.0020000000000000018,none,none,0.7589041095890411,2.758904109589041,1.1913877054188444,0.15502729068309368,2.30296092034911,0.14285714285714285
0-0.5,Pb #2,2019-10-05,LP13,0.0646,0.0621,0.0025000000000000022,none,none,0.7616438356164383,2.7616438356164386,1.268669796795808,0.299019868679202,2.397457718286263,0.14285714285714285
0-0.5,Pb #2,2019-10-07,LP13,0.06545000000000001,0.06375,0.001700000000000007,none,none,0.7671232876712328,2.767123287671233,1.282795033704027,0.050155249820930975,2.4058930179557936,0.2857142857142857
0-0.5,Pb #2,2019-10-08,LP13,0.0636,0.0621,0.0015000000000000013,none,none,0.7698630136986301,2.76986301369863,1.268669796795808,-0.03061142937682759,2.387390568147951,0.14285714285714285
0-0.5,Pb #2,2019-10-16,LP13,0.0371,0.0333,0.003799999999999998,none,none,0.7917808219178082,2.791780821917808,0.932986579454482,0.5692099781166339,2.0395808500795325,1.1428571428571428
0-0.5,Pb #2,2019-10-22,LP13,0.0393,0.0315,0.007800000000000001,none,none,0.8082191780821918,2.808219178082192,0.9030536399499809,1.0332535325981254,2.0767544967361093,0.8571428571428571
0-0.5,Pb #2,2019-10-30,LP13,0.0338,0.0273,0.006499999999999995,none,none,0.8301369863013699,2.83013698630137,0.8259717545980433,0.915603029895233,1.9794679918701867,1.1428571428571428
0-0.5,Pb #2,2019-11-06,LP13,0.0265,0.0239,0.002599999999999998,none,none,0.8493150684931506,2.8493150684931505,0.754326291884566,0.32432865114020337,1.8224582646861371,1
0-0.5,Pb #2,2019-11-12,LP13,0.0248,0.0191,0.0057,none,none,0.8657534246575342,2.8657534246575342,0.633565316710138,0.8308530588156351,1.7796747589511086,0.8571428571428571
0-0.5,Pb #2,2019-11-20,LP13,0.0229,0.0192,0.003700000000000002,none,none,0.8876712328767123,2.8876712328767122,0.6363781393115204,0.5520011919994395,1.7282406965074577,1.1428571428571428
0-0.5,Pb #2,2019-11-26,LP13,0.0261,0.0219,0.004200000000000002,none,none,0.9041095890410958,2.904109589041096,0.7072523107563972,0.6337929567754892,1.81264376012042,0.8571428571428571
0-0.5,Pb #2,2019-12-04,LP13,0.0279,0.0234,0.0045000000000000005,none,none,0.9260273972602739,2.926027397260274,0.7429378274242505,0.678313452081094,1.8556791195901887,1.1428571428571428
0-0.5,Pb #2,2019-12-17,LP13,0.044,0.0371,0.006899999999999996,none,none,0.9616438356164384,2.9616438356164383,0.9911933333526516,0.95413932865895,2.1496498954284546,1.8571428571428572
0-0.5,Pb #2,2020-01-01,LP13,0.0919,0.0884,0.0034999999999999892,none,none,0.00273224043715847,3.0027322404371586,1.4588826262028625,0.5161424540725945,2.6249142440005127,2.142857142857143
0-0.5,Pb #2,2020-01-07,LP13,0.0935,0.0896,0.0039000000000000007,none,none,0.01912568306010929,3.019125683060109,1.4661454908961586,0.585971731839204,2.6360522333213194,0.8571428571428571
0-0.5,Pb #2,2020-01-15,LP13,0.0391,0.0343,0.004800000000000006,none,none,0.040983606557377046,3.040983606557377,0.9489242599429164,0.7199595941449075,2.0734621873706574,1.1428571428571428
0-0.5,Pb #2,2020-01-21,LP13,0.0266,0.0233,0.0032999999999999974,none,none,0.05737704918032787,3.057377049180328,0.7406309532168486,0.47817319509566114,1.8248887430239809,0.8571428571428571
0-0.5,Pb #2,2020-01-29,LP13,0.0213,0.0163,0.005000000000000001,none,none,0.07923497267759563,3.079234972677596,0.5481760980525231,0.7463016694381228,1.6815023569332646,1.1428571428571428
0-0.5,Pb #2,2020-02-04,LP13,0.0224,0.0189,0.0034999999999999996,none,none,0.09562841530054644,3.0956284153005464,0.6278952190476287,0.5161424540725968,1.7139952783532524,0.8571428571428571
0-0.5,Pb #2,2020-02-11,LP13,0.0235,0.0173,0.006200000000000001,none,none,0.11475409836065574,3.1147540983606556,0.5802483260381942,0.8851111574332662,1.7449301932190528,1
0-0.5,Pb #2,2020-02-18,LP13,0.0174,0.0143,0.0030999999999999986,none,none,0.13387978142076504,3.133879781420765,0.477663249042633,0.4378293566743442,1.5510006794214195,1
0-0.5,Pb #2,2020-02-25,LP13,0.0071,0.0055,0.0016000000000000007,none,none,0.15300546448087432,3.1530054644808745,-0.037027103468572235,0.011034712686984804,0.9725774754753429,1
0-0.5,Pb #2,2020-03-10,LP13,0.023,0.0183,0.004699999999999999,none,none,0.1912568306010929,3.191256830601093,0.6105177667587814,0.7063740137051018,1.7310524274739008,2
0-0.5,Pb #2,2020-03-17,LP13,0.0183,0.0162,0.002100000000000001,none,none,0.2103825136612022,3.210382513661202,0.5448612918738356,0.18651115601656784,1.5835432672825198,1
0-0.5,Pb #2,2020-03-25,LP13,0.0162,0.0101,0.0060999999999999995,none,none,0.23224043715846995,3.23224043715847,0.29036015869927134,0.8746183858245978,1.504888836241908,1.1428571428571428
0-0.5,Pb #2,2020-04-01,LP13,0.0139,0.0084,0.0055,none,none,0.25136612021857924,3.251366120218579,0.1910841677321877,0.8078044931516907,1.4060802921557167,1
0-0.5,Pb #2,2020-04-08,LP13,0.0138,0.0113,0.0025000000000000005,none,none,0.27049180327868855,3.2704918032786887,0.35083342406539103,0.2990198686792014,1.401421129417872,1
0-0.5,Pb #2,2020-04-15,LP13,0.0108,0.0094,0.0014000000000000002,none,none,0.2896174863387978,3.289617486338798,0.25167091762503757,-0.07513192468243286,1.2432457555429077,1
0-0.5,Pb #2,2020-04-22,LP13,0.0096,0.0041,0.005499999999999999,none,none,0.3087431693989071,3.308743169398907,-0.19526279435033342,0.8078044931516901,1.1672413949038276,1
0-0.5,Pb #2,2020-04-28,LP13,0.012,0.0065,0.0055000000000000005,none,none,0.3251366120218579,3.3251366120218577,0.05295729825803675,0.8078044931516907,1.311233972899936,0.8571428571428571
0-0.5,Pb #2,2020-05-05,LP13,0.017,0.0147,0.0023000000000000017,none,none,0.3442622950819672,3.3442622950819674,0.4925236205637007,0.24521444720102908,1.5359932300938006,1
0-0.5,Pb #2,2020-05-12,LP13,0.0173,0.0151,0.002199999999999999,none,none,0.3633879781420765,3.3633879781420766,0.5069850073497956,0.21653011439666045,1.5472814112817614,1
0-0.5,Pb #2,2020-05-20,LP13,0.025,0.0236,0.001400000000000002,none,none,0.38524590163934425,3.3852459016393444,0.7475221470449994,-0.0751319246824323,1.7848578489520737,1.1428571428571428
0-0.5,Pb #2,2020-05-26,LP13,0.02,0.0123,0.0077,none,none,0.4016393442622951,3.401639344262295,0.3965094435128094,1.0249270785450861,1.6408652709559652,0.8571428571428571
