pipe_material,type,date,difference,.epred,.lower,.upper
Pb #2,<0.45 µm,2018-09-18,0-0.5 mg P L<sup>-1</sup> /<br> 1.0 mg P L<sup>-1</sup>,31.259199373825766,27.291350645890624,35.53340467525346
