type,ortho_dose,pipe_material,date,location,value,bdl
lead_dissolved,1.0,Pb #2,2020-06-30,LP23,0.014,FALSE
lead,2.0-0.75,Pb-Cu,2020-06-30,LP31,0.0016,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-06-30,LP35,2e-4,TRUE
lead_dissolved,0-0.5,Pb-Cu,2020-06-30,LP11,0.0045,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-06-30,LP31,0.0015,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-06-30,LP35,2e-4,TRUE
lead,0-0.5,Pb #1,2020-06-30,LP12,0.0244,FALSE
lead,2.0-0.75,Pb #1,2020-06-30,LP32,0.0111,FALSE
lead_dissolved,0-0.5,Pb #1,2020-06-30,LP12,0.0235,FALSE
lead,0-0.5,Pb #2,2020-06-30,LP13,0.0278,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-06-30,LP32,0.0096,FALSE
lead,1.0,Cu/Pb-Sn,2020-06-30,LP25,3e-4,FALSE
lead,1.0,Pb-Cu,2020-06-30,LP21,0.0024,FALSE
lead_dissolved,0-0.5,Pb #2,2020-06-30,LP13,0.0266,FALSE
lead,2.0-0.75,Pb #2,2020-06-30,LP33,0.0088,FALSE
lead_dissolved,1.0,Pb-Cu,2020-06-30,LP21,0.0023,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-06-30,LP33,0.008,FALSE
lead,1.0,Pb #1,2020-06-30,LP22,0.0152,FALSE
lead,0-0.5,Pb #1,2020-07-07,LP12,0.0253,FALSE
lead_dissolved,0-0.5,Pb #1,2020-07-07,LP12,0.0213,FALSE
lead,0-0.5,Pb #2,2020-07-07,LP13,0.0277,FALSE
lead,1.0,Cu/Pb-Sn,2020-07-07,LP25,3e-4,FALSE
lead,1.0,Pb-Cu,2020-07-07,LP21,0.002,FALSE
lead_dissolved,1.0,Pb-Cu,2020-07-07,LP21,0.0012,FALSE
lead,1.0,Pb #1,2020-07-07,LP22,0.0148,FALSE
lead,0-0.5,Pb-Cu,2020-07-07,LP11,0.0039,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-07-07,LP15,3e-4,FALSE
lead,1.0,Pb #2,2020-07-07,LP23,0.0155,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-07-07,LP11,0.0019,FALSE
lead,2.0-0.75,Pb #2,2020-07-07,LP33,0.0086,FALSE
lead,2.0-0.75,Pb-Cu,2020-07-07,LP31,0.0018,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-07-07,LP31,0.001,FALSE
lead,2.0-0.75,Pb #1,2020-07-07,LP32,0.0105,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-07-07,LP35,2e-4,TRUE
lead_dissolved,1.0,Pb #1,2020-07-07,LP22,0.0122,FALSE
lead_dissolved,1.0,Pb #2,2020-07-07,LP23,0.0122,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-07-07,LP32,0.0081,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-07-07,LP33,0.0067,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-07-07,LP35,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2020-07-07,LP25,2e-4,TRUE
lead_dissolved,0-0.5,Pb #2,2020-07-07,LP13,0.0233,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-07-07,LP15,2e-4,TRUE
lead_dissolved,1.0,Pb #2,2020-07-14,LP23,0.0133,FALSE
lead_dissolved,0-0.5,Pb #2,2020-07-14,LP13,0.0254,FALSE
lead,2.0-0.75,Pb-Cu,2020-07-14,LP31,0.0017,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-07-14,LP31,0.0014,FALSE
lead,2.0-0.75,Pb #1,2020-07-14,LP32,0.01,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-07-14,LP15,2e-4,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-07-14,LP32,0.0092,FALSE
lead,0-0.5,Pb-Cu,2020-07-14,LP11,0.0019,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-07-14,LP15,2e-4,TRUE
lead,1.0,Pb-Cu,2020-07-14,LP21,0.0012,FALSE
lead,1.0,Cu/Pb-Sn,2020-07-14,LP25,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2020-07-14,LP21,0.001,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-07-14,LP25,2e-4,TRUE
lead_dissolved,0-0.5,Pb-Cu,2020-07-14,LP11,0.0013,FALSE
lead,1.0,Pb #1,2020-07-14,LP22,0.0134,FALSE
lead,0-0.5,Pb #1,2020-07-14,LP12,0.0246,FALSE
lead_dissolved,1.0,Pb #1,2020-07-14,LP22,0.0124,FALSE
lead,1.0,Pb #2,2020-07-14,LP23,0.0144,FALSE
lead,0-0.5,Pb #2,2020-07-14,LP13,0.028,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-07-14,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-07-14,LP35,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-07-14,LP33,0.0082,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-07-14,LP33,0.0073,FALSE
lead_dissolved,0-0.5,Pb #1,2020-07-14,LP12,0.0223,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-07-21,LP11,0.0012,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-07-21,LP15,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2020-07-21,LP21,0.0012,FALSE
lead,2.0-0.75,Pb-Cu,2020-07-21,LP31,0.0023,FALSE
lead,2.0-0.75,Pb #2,2020-07-21,LP33,0.0094,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-07-21,LP35,2e-4,TRUE
lead_dissolved,0-0.5,Pb #2,2020-07-21,LP13,0.0294,FALSE
lead_dissolved,1.0,Pb #2,2020-07-21,LP23,0.0171,FALSE
lead,1.0,Pb #1,2020-07-21,LP22,0.017,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-07-21,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-07-21,LP31,0.0023,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-07-21,LP33,0.0089,FALSE
lead,1.0,Pb-Cu,2020-07-21,LP21,0.0014,FALSE
lead,2.0-0.75,Pb #1,2020-07-21,LP32,0.0118,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-07-21,LP15,2e-4,FALSE
lead_dissolved,1.0,Pb #1,2020-07-21,LP22,0.0166,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-07-21,LP32,0.0112,FALSE
lead,0-0.5,Pb #2,2020-07-21,LP13,0.0341,FALSE
lead,1.0,Pb #2,2020-07-21,LP23,0.0189,FALSE
lead,0-0.5,Pb-Cu,2020-07-21,LP11,0.0017,FALSE
lead_dissolved,0-0.5,Pb #1,2020-07-21,LP12,0.0244,FALSE
lead,0-0.5,Pb #1,2020-07-21,LP12,0.0317,FALSE
lead,1.0,Cu/Pb-Sn,2020-07-21,LP25,3e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-07-21,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2020-07-28,LP31,0.004,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-07-28,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2020-07-28,LP11,0.0038,FALSE
lead,1.0,Cu/Pb-Sn,2020-07-28,LP25,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-07-28,LP31,0.0026,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-07-28,LP11,0.0025,FALSE
lead_dissolved,0-0.5,Pb #2,2020-07-28,LP13,0.0357,FALSE
lead,1.0,Pb-Cu,2020-07-28,LP21,0.0028,FALSE
lead,2.0-0.75,Pb #1,2020-07-28,LP32,0.0145,FALSE
lead_dissolved,1.0,Pb-Cu,2020-07-28,LP21,0.0018,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-07-28,LP32,0.0106,FALSE
lead,1.0,Pb #1,2020-07-28,LP22,0.0192,FALSE
lead,2.0-0.75,Pb #2,2020-07-28,LP33,0.0107,FALSE
lead,0-0.5,Pb #2,2020-07-28,LP13,0.0412,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-07-28,LP25,2e-4,TRUE
lead,0-0.5,Cu/Pb-Sn,2020-07-28,LP15,4e-4,FALSE
lead_dissolved,1.0,Pb #1,2020-07-28,LP22,0.0178,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-07-28,LP33,0.0097,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-07-28,LP15,2e-4,TRUE
lead,1.0,Pb #2,2020-07-28,LP23,0.0196,FALSE
lead_dissolved,1.0,Pb #2,2020-07-28,LP23,0.0166,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-07-28,LP35,3e-4,FALSE
lead,0-0.5,Pb #1,2020-07-28,LP12,0.0382,FALSE
lead_dissolved,0-0.5,Pb #1,2020-07-28,LP12,0.0328,FALSE
lead,0-0.5,Pb-Cu,2020-08-04,LP11,0.0068,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-08-04,LP15,2e-4,TRUE
lead,2.0-0.75,Pb #1,2020-08-04,LP32,0.0142,FALSE
lead,1.0,Pb #2,2020-08-04,LP23,0.0246,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-08-04,LP32,0.0141,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-08-04,LP11,0.0062,FALSE
lead_dissolved,1.0,Pb #2,2020-08-04,LP23,0.024,FALSE
lead,2.0-0.75,Pb #2,2020-08-04,LP33,0.0117,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-08-04,LP33,0.0115,FALSE
lead,1.0,Cu/Pb-Sn,2020-08-04,LP25,2e-4,TRUE
lead_dissolved,0-0.5,Pb #2,2020-08-04,LP13,0.0377,FALSE
lead,1.0,Pb-Cu,2020-08-04,LP21,0.0037,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-08-04,LP25,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2020-08-04,LP21,0.0035,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-08-04,LP35,2e-4,TRUE
lead,1.0,Pb #1,2020-08-04,LP22,0.0235,FALSE
lead,2.0-0.75,Pb-Cu,2020-08-04,LP31,0.0022,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-08-04,LP35,2e-4,TRUE
lead,0-0.5,Cu/Pb-Sn,2020-08-04,LP15,3e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-08-04,LP31,0.0022,FALSE
lead_dissolved,1.0,Pb #1,2020-08-04,LP22,0.023,FALSE
lead,0-0.5,Pb #1,2020-08-04,LP12,0.0408,FALSE
lead_dissolved,0-0.5,Pb #1,2020-08-04,LP12,0.0381,FALSE
lead,0-0.5,Pb #2,2020-08-04,LP13,0.0413,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-08-11,LP35,2e-4,TRUE
lead,1.0,Pb-Cu,2020-08-11,LP21,0.0021,FALSE
lead,2.0-0.75,Pb-Cu,2020-08-11,LP31,0.0028,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-08-11,LP35,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2020-08-11,LP21,0.0018,FALSE
lead,1.0,Cu/Pb-Sn,2020-08-11,LP25,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-08-11,LP31,0.0027,FALSE
lead,1.0,Pb #1,2020-08-11,LP22,0.0202,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-08-11,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #1,2020-08-11,LP32,0.013,FALSE
lead_dissolved,1.0,Pb #1,2020-08-11,LP22,0.0191,FALSE
lead,0-0.5,Pb-Cu,2020-08-11,LP11,0.0063,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-08-11,LP15,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb #1,2020-08-11,LP32,0.0124,FALSE
lead,1.0,Pb #2,2020-08-11,LP23,0.0206,FALSE
lead,2.0-0.75,Pb #2,2020-08-11,LP33,0.0118,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-08-11,LP11,0.005,FALSE
lead,0-0.5,Pb #1,2020-08-11,LP12,0.0357,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-08-11,LP33,0.0098,FALSE
lead_dissolved,0-0.5,Pb #1,2020-08-11,LP12,0.0327,FALSE
lead,0-0.5,Pb #2,2020-08-11,LP13,0.0349,FALSE
lead_dissolved,1.0,Pb #2,2020-08-11,LP23,0.0192,FALSE
lead_dissolved,0-0.5,Pb #2,2020-08-11,LP13,0.031,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-08-11,LP15,3e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-08-18,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-08-18,LP33,0.0107,FALSE
lead,1.0,Cu/Pb-Sn,2020-08-18,LP25,4e-4,FALSE
lead,1.0,Pb-Cu,2020-08-18,LP21,0.0026,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-08-18,LP35,6e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2020-08-18,LP21,0.0019,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-08-18,LP35,2e-4,TRUE
lead,1.0,Pb #1,2020-08-18,LP22,0.0182,FALSE
lead_dissolved,1.0,Pb #1,2020-08-18,LP22,0.0153,FALSE
lead,1.0,Pb #2,2020-08-18,LP23,0.0201,FALSE
lead,2.0-0.75,Pb-Cu,2020-08-18,LP31,0.0015,FALSE
lead_dissolved,1.0,Pb #2,2020-08-18,LP23,0.0147,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-08-18,LP31,0.0012,FALSE
lead,2.0-0.75,Pb #1,2020-08-18,LP32,0.0114,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-08-18,LP33,0.0086,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-08-18,LP32,0.01,FALSE
lead,0-0.5,Pb #2,2020-08-18,LP13,0.0304,FALSE
lead,0-0.5,Pb-Cu,2020-08-18,LP11,0.0071,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-08-18,LP15,2e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-08-18,LP15,2e-4,TRUE
lead_dissolved,0-0.5,Pb #2,2020-08-18,LP13,0.0264,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-08-18,LP11,0.006,FALSE
lead,0-0.5,Pb #1,2020-08-18,LP12,0.0329,FALSE
lead_dissolved,0-0.5,Pb #1,2020-08-18,LP12,0.0272,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-08-26,LP35,2e-4,TRUE
lead,1.0,Pb-Cu,2020-08-26,LP21,0.0014,FALSE
lead_dissolved,0-0.5,Pb #2,2020-08-26,LP13,0.025,FALSE
lead,1.0,Cu/Pb-Sn,2020-08-26,LP25,4e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2020-08-26,LP21,0.001,FALSE
lead,1.0,Pb #1,2020-08-26,LP22,0.0155,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-08-26,LP25,2e-4,TRUE
lead,0-0.5,Cu/Pb-Sn,2020-08-26,LP15,3e-4,FALSE
lead_dissolved,1.0,Pb #1,2020-08-26,LP22,0.0123,FALSE
lead,0-0.5,Pb-Cu,2020-08-26,LP11,0.0069,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-08-26,LP15,2e-4,TRUE
lead_dissolved,0-0.5,Pb-Cu,2020-08-26,LP11,0.0058,FALSE
lead,0-0.5,Pb #1,2020-08-26,LP12,0.158,FALSE
lead_dissolved,0-0.5,Pb #1,2020-08-26,LP12,0.0253,FALSE
lead,0-0.5,Pb #2,2020-08-26,LP13,0.0283,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-08-26,LP32,0.0092,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-08-26,LP35,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-08-26,LP33,0.0093,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-08-26,LP33,0.0077,FALSE
lead,2.0-0.75,Pb-Cu,2020-08-26,LP31,0.0016,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-08-26,LP31,0.001,FALSE
lead,2.0-0.75,Pb #1,2020-08-26,LP32,0.0103,FALSE
lead,1.0,Pb #2,2020-08-26,LP23,0.017,FALSE
lead_dissolved,1.0,Pb #2,2020-08-26,LP23,0.0133,FALSE
lead,0-0.5,Pb #2,2020-09-01,LP13,0.0324,FALSE
lead_dissolved,1.0,Pb #2,2020-09-01,LP23,0.0091,FALSE
lead,2.0-0.75,Pb #1,2020-09-01,LP32,0.0122,FALSE
lead_dissolved,0-0.5,Pb #2,2020-09-01,LP13,0.0209,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-09-01,LP32,0.0098,FALSE
lead,0-0.5,Pb-Cu,2020-09-01,LP11,0.0019,FALSE
lead,2.0-0.75,Pb #2,2020-09-01,LP33,0.0119,FALSE
lead,1.0,Pb-Cu,2020-09-01,LP21,0.0017,FALSE
lead,2.0-0.75,Pb-Cu,2020-09-01,LP31,0.001,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-09-01,LP11,0.001,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-09-01,LP33,0.0079,FALSE
lead_dissolved,1.0,Pb-Cu,2020-09-01,LP21,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-09-01,LP31,7e-4,FALSE
lead,0-0.5,Pb #1,2020-09-01,LP12,0.0313,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-09-01,LP15,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2020-09-01,LP25,2e-4,TRUE
lead,1.0,Pb #1,2020-09-01,LP22,0.0226,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-09-01,LP35,2e-4,TRUE
lead_dissolved,1.0,Pb #1,2020-09-01,LP22,0.0089,FALSE
lead_dissolved,0-0.5,Pb #1,2020-09-01,LP12,0.0217,FALSE
lead,1.0,Pb #2,2020-09-01,LP23,0.019,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-09-01,LP15,3e-4,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-09-01,LP35,2e-4,TRUE
lead,1.0,Cu/Pb-Sn,2020-09-01,LP25,4e-4,FALSE
lead,1.0,Pb #1,2020-09-09,LP22,0.0141,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-09-09,LP35,2e-4,TRUE
lead,0-0.5,Cu/Pb-Sn,2020-09-09,LP15,2e-4,FALSE
lead_dissolved,1.0,Pb #1,2020-09-09,LP22,0.0067,FALSE
lead,2.0-0.75,Pb-Cu,2020-09-09,LP31,0.001,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-09-09,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2020-09-09,LP11,0.0041,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-09-09,LP15,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-09-09,LP31,4e-4,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-09-09,LP11,0.0028,FALSE
lead,2.0-0.75,Pb #1,2020-09-09,LP32,0.0101,FALSE
lead,1.0,Cu/Pb-Sn,2020-09-09,LP25,2e-4,FALSE
lead,0-0.5,Pb #1,2020-09-09,LP12,0.0216,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-09-09,LP32,0.0055,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-09-09,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-09-09,LP33,0.0091,FALSE
lead,0-0.5,Pb #2,2020-09-09,LP13,0.0218,FALSE
lead,1.0,Pb-Cu,2020-09-09,LP21,0.0023,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-09-09,LP33,0.0048,FALSE
lead_dissolved,0-0.5,Pb #2,2020-09-09,LP13,0.0153,FALSE
lead_dissolved,1.0,Pb-Cu,2020-09-09,LP21,3e-4,FALSE
lead_dissolved,0-0.5,Pb #1,2020-09-09,LP12,0.017,FALSE
lead,1.0,Pb #2,2020-09-09,LP23,0.0139,FALSE
lead_dissolved,1.0,Pb #2,2020-09-09,LP23,0.0055,FALSE
lead,0-0.5,Pb #1,2020-09-15,LP12,0.0171,FALSE
lead,2.0-0.75,Pb-Cu,2020-09-15,LP31,3e-4,FALSE
lead,1.0,Cu/Pb-Sn,2020-09-15,LP25,2e-4,TRUE
lead,0-0.5,Pb #2,2020-09-15,LP13,0.019,FALSE
lead,1.0,Pb-Cu,2020-09-15,LP21,3e-4,FALSE
lead,2.0-0.75,Pb #1,2020-09-15,LP32,0.0082,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-09-15,LP35,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-09-15,LP33,0.0084,FALSE
lead,1.0,Pb #1,2020-09-15,LP22,0.0117,FALSE
lead,0-0.5,Pb-Cu,2020-09-15,LP11,0.006,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-09-15,LP15,2e-4,FALSE
lead,1.0,Pb #2,2020-09-15,LP23,0.0107,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-09-15,LP11,2e-4,FALSE
lead_dissolved,0-0.5,Pb #1,2020-09-15,LP12,0.0155,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-09-15,LP32,0.0064,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-09-15,LP33,0.0056,FALSE
lead_dissolved,0-0.5,Pb #2,2020-09-15,LP13,0.0136,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-09-15,LP35,2e-4,TRUE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-09-15,LP15,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2020-09-15,LP21,2e-4,TRUE
lead_dissolved,1.0,Pb #1,2020-09-15,LP22,0.0082,FALSE
lead_dissolved,1.0,Pb #2,2020-09-15,LP23,0.0079,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-09-15,LP25,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb-Cu,2020-09-15,LP31,2e-4,TRUE
lead_dissolved,1.0,Pb #1,2020-09-22,LP22,0.0065,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-09-22,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2020-09-22,LP11,8e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-09-22,LP15,2e-4,TRUE
lead,1.0,Pb #2,2020-09-22,LP23,0.0094,FALSE
lead,2.0-0.75,Pb-Cu,2020-09-22,LP31,3e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-09-22,LP35,2e-4,TRUE
lead_dissolved,0-0.5,Pb-Cu,2020-09-22,LP11,3e-4,FALSE
lead_dissolved,1.0,Pb #2,2020-09-22,LP23,0.0058,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-09-22,LP31,2e-4,TRUE
lead,0-0.5,Pb #1,2020-09-22,LP12,0.0152,FALSE
lead,2.0-0.75,Pb #1,2020-09-22,LP32,0.0071,FALSE
lead_dissolved,0-0.5,Pb #1,2020-09-22,LP12,0.0121,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-09-22,LP32,0.0048,FALSE
lead,0-0.5,Pb #2,2020-09-22,LP13,0.0148,FALSE
lead,1.0,Cu/Pb-Sn,2020-09-22,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-09-22,LP33,0.0062,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-09-22,LP25,2e-4,TRUE
lead_dissolved,0-0.5,Pb #2,2020-09-22,LP13,0.0113,FALSE
lead,1.0,Pb-Cu,2020-09-22,LP21,3e-4,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-09-22,LP33,0.0043,FALSE
lead_dissolved,1.0,Pb-Cu,2020-09-22,LP21,2e-4,TRUE
lead,1.0,Pb #1,2020-09-22,LP22,0.0101,FALSE
lead,0-0.5,Cu/Pb-Sn,2020-09-22,LP15,2e-4,TRUE
lead,0-0.5,Cu/Pb-Sn,2020-09-29,LP15,4e-4,FALSE
lead,0-0.5,Pb #2,2020-09-29,LP13,0.0156,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-09-29,LP35,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2020-09-29,LP31,7e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-09-29,LP31,2e-4,TRUE
lead,1.0,Cu/Pb-Sn,2020-09-29,LP25,2e-4,FALSE
lead,0-0.5,Pb-Cu,2020-09-29,LP11,0.0019,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-09-29,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #1,2020-09-29,LP32,0.0083,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-09-29,LP33,0.004,FALSE
lead_dissolved,0-0.5,Pb #2,2020-09-29,LP13,0.0077,FALSE
lead,1.0,Pb-Cu,2020-09-29,LP21,0.0013,FALSE
lead_dissolved,2.0-0.75,Pb #1,2020-09-29,LP32,0.0025,FALSE
lead_dissolved,0-0.5,Pb-Cu,2020-09-29,LP11,5e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2020-09-29,LP21,2e-4,TRUE
lead,0-0.5,Pb #1,2020-09-29,LP12,0.0158,FALSE
lead,1.0,Pb #1,2020-09-29,LP22,0.0122,FALSE
lead_dissolved,0-0.5,Pb #1,2020-09-29,LP12,0.0085,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-09-29,LP35,0.0022,FALSE
lead_dissolved,1.0,Pb #1,2020-09-29,LP22,0.0029,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2020-09-29,LP15,2e-4,TRUE
lead,1.0,Pb #2,2020-09-29,LP23,0.0116,FALSE
lead_dissolved,1.0,Pb #2,2020-09-29,LP23,0.0026,FALSE
lead,2.0-0.75,Pb #2,2020-09-29,LP33,45.8,FALSE
lead,1.0,Pb #1,2020-10-06,LP22,0.0205,FALSE
lead_dissolved,0-0.5,Pb #1,2020-10-06,LP12,0.0067,FALSE
lead,1.0,Pb #2,2020-10-06,LP23,0.0085,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2020-10-06,LP25,2e-4,TRUE
lead,2.0-0.75,Pb #2,2020-10-06,LP33,0.018,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2020-10-06,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2020-10-06,LP35,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2020-10-06,LP31,3e-4,FALSE
lead,2.0-0.75,Pb #1,2020-10-06,LP32,0.0064,FALSE
lead_dissolved,2.0-0.75,Pb #2,2020-10-06,LP33,0.002,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2020-10-06,LP31,2e-4,TRUE
lead_dissolved,2.0-0.75,Pb #1,2020-10-06,LP32,0.002,FALSE
lead,0-0.5,Pb #2,2020-10-06,LP13,0.0113,FALSE
lead_dissolved,1.0,Pb #2,2020-10-06,LP23,0.0017,FALSE
lead,0-0.5,Pb-Cu,2020-10-06,LP11,5e-4,FALSE
