type,ortho_dose,pipe_material,date,location,value,bdl
lead,0-0.5,Cu/Pb-Sn,2018-07-03,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-07-03,LP15,5e-4,FALSE
lead,1.0,Pb-Cu,2018-07-03,LP21,3e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-07-03,LP21,2e-4,TRUE
lead,1.0,Pb #1,2018-07-03,LP22,0.0133,FALSE
lead_dissolved,1.0,Pb #1,2018-07-03,LP22,0.0096,FALSE
lead,1.0,Pb #2,2018-07-03,LP23,0.0148,FALSE
lead_dissolved,1.0,Pb #2,2018-07-03,LP23,0.0102,FALSE
lead,1.0,Cu/Pb-Sn,2018-07-03,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-07-03,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-07-03,LP31,4e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-07-03,LP31,2e-4,TRUE
lead,2.0-0.75,Pb #1,2018-07-03,LP32,0.0815,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-07-03,LP32,0.0194,FALSE
lead,2.0-0.75,Pb #2,2018-07-03,LP33,0.066,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-07-03,LP33,0.0223,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-07-03,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-07-03,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-07-10,LP11,0.0124,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-07-10,LP11,0.0123,FALSE
lead,0-0.5,Pb #1,2018-07-10,LP12,0.2431,FALSE
lead_dissolved,0-0.5,Pb #1,2018-07-10,LP12,0.2446,FALSE
lead,0-0.5,Pb #2,2018-07-10,LP13,0.2849,FALSE
lead_dissolved,0-0.5,Pb #2,2018-07-10,LP13,0.2814,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-07-10,LP15,0.0074,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-07-10,LP15,0.0068,FALSE
lead,1.0,Pb-Cu,2018-07-10,LP21,5e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-07-10,LP21,4e-4,FALSE
lead,1.0,Pb #1,2018-07-10,LP22,0.0165,FALSE
lead_dissolved,1.0,Pb #1,2018-07-10,LP22,0.0154,FALSE
lead,1.0,Pb #2,2018-07-10,LP23,0.0157,FALSE
lead_dissolved,1.0,Pb #2,2018-07-10,LP23,0.0149,FALSE
lead,1.0,Cu/Pb-Sn,2018-07-10,LP25,0.0042,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2018-07-10,LP25,0.0016,FALSE
lead,2.0-0.75,Pb-Cu,2018-07-10,LP31,0.0043,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-07-10,LP31,0.0038,FALSE
lead,2.0-0.75,Pb #1,2018-07-10,LP32,0.0443,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-07-10,LP32,0.0378,FALSE
lead,2.0-0.75,Pb #2,2018-07-10,LP33,0.0484,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-07-10,LP33,0.0454,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-07-10,LP35,3e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-07-10,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-07-17,LP11,0.0036,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-07-17,LP11,0.0035,FALSE
lead,0-0.5,Pb #1,2018-07-17,LP12,0.245,FALSE
lead_dissolved,0-0.5,Pb #1,2018-07-17,LP12,0.239,FALSE
lead,0-0.5,Pb #2,2018-07-17,LP13,0.2923,FALSE
lead_dissolved,0-0.5,Pb #2,2018-07-17,LP13,0.2901,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-07-17,LP15,0.0025,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-07-17,LP15,0.0025,FALSE
lead,1.0,Pb-Cu,2018-07-17,LP21,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2018-07-17,LP21,2e-4,TRUE
lead,1.0,Pb #1,2018-07-17,LP22,0.0152,FALSE
lead_dissolved,1.0,Pb #1,2018-07-17,LP22,0.0145,FALSE
lead,1.0,Cu/Pb-Sn,2018-07-17,LP25,5e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2018-07-17,LP25,3e-4,FALSE
lead,2.0-0.75,Pb-Cu,2018-07-17,LP31,4e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-07-17,LP31,2e-4,TRUE
lead,2.0-0.75,Pb #1,2018-07-17,LP32,0.0755,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-07-17,LP32,0.0297,FALSE
lead,2.0-0.75,Pb #2,2018-07-17,LP33,0.0481,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-07-17,LP33,0.0342,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-07-17,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-07-17,LP35,2e-4,TRUE
lead,1.0,Pb #2,2018-07-19,LP23,0.018,FALSE
lead_dissolved,1.0,Pb #2,2018-07-19,LP23,0.0165,FALSE
lead,0-0.5,Pb-Cu,2018-07-24,LP11,0.0166,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-07-24,LP11,0.0164,FALSE
lead,0-0.5,Pb #1,2018-07-24,LP12,0.2539,FALSE
lead_dissolved,0-0.5,Pb #1,2018-07-24,LP12,0.2535,FALSE
lead,0-0.5,Pb #2,2018-07-24,LP13,0.3089,FALSE
lead_dissolved,0-0.5,Pb #2,2018-07-24,LP13,0.3118,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-07-24,LP15,0.0028,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-07-24,LP15,0.0027,FALSE
lead,1.0,Pb-Cu,2018-07-24,LP21,8e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-07-24,LP21,5e-4,FALSE
lead,1.0,Pb #1,2018-07-24,LP22,0.0168,FALSE
lead_dissolved,1.0,Pb #1,2018-07-24,LP22,0.0159,FALSE
lead,1.0,Pb #2,2018-07-24,LP23,0.0168,FALSE
lead_dissolved,1.0,Pb #2,2018-07-24,LP23,0.0149,FALSE
lead,1.0,Cu/Pb-Sn,2018-07-24,LP25,3e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2018-07-24,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2018-07-24,LP31,0.0026,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-07-24,LP31,0.0013,FALSE
lead,2.0-0.75,Pb #1,2018-07-24,LP32,0.035,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-07-24,LP32,0.0226,FALSE
lead,2.0-0.75,Pb #2,2018-07-24,LP33,0.0382,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-07-24,LP33,0.0245,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-07-24,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-07-24,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-08-07,LP11,0.0088,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-08-07,LP11,0.0085,FALSE
lead,0-0.5,Pb #1,2018-08-07,LP12,0.2554,FALSE
lead_dissolved,0-0.5,Pb #1,2018-08-07,LP12,0.2522,FALSE
lead,0-0.5,Pb #2,2018-08-07,LP13,0.318,FALSE
lead_dissolved,0-0.5,Pb #2,2018-08-07,LP13,0.3127,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-08-07,LP15,0.0018,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-08-07,LP15,0.0018,FALSE
lead,1.0,Pb-Cu,2018-08-07,LP21,0.0011,FALSE
lead_dissolved,1.0,Pb-Cu,2018-08-07,LP21,7e-4,FALSE
lead,1.0,Pb #1,2018-08-07,LP22,0.0191,FALSE
lead_dissolved,1.0,Pb #1,2018-08-07,LP22,0.0146,FALSE
lead,1.0,Pb #2,2018-08-07,LP23,0.0201,FALSE
lead_dissolved,1.0,Pb #2,2018-08-07,LP23,0.0156,FALSE
lead,1.0,Cu/Pb-Sn,2018-08-07,LP25,4e-4,FALSE
lead_dissolved,1.0,Cu/Pb-Sn,2018-08-07,LP25,2e-4,FALSE
lead,2.0-0.75,Pb-Cu,2018-08-07,LP31,0.0028,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-08-07,LP31,9e-4,FALSE
lead,2.0-0.75,Pb #1,2018-08-07,LP32,0.0403,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-08-07,LP32,0.0183,FALSE
lead,2.0-0.75,Pb #2,2018-08-07,LP33,0.0466,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-08-07,LP33,0.0193,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-08-07,LP35,2e-4,FALSE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-08-07,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-08-14,LP11,0.0054,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-08-14,LP11,0.0051,FALSE
lead,0-0.5,Pb #1,2018-08-14,LP12,0.2463,FALSE
lead_dissolved,0-0.5,Pb #1,2018-08-14,LP12,0.245,FALSE
lead,0-0.5,Pb #2,2018-08-14,LP13,0.2993,FALSE
lead_dissolved,0-0.5,Pb #2,2018-08-14,LP13,0.2976,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-08-14,LP15,0.0011,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-08-14,LP15,0.0011,FALSE
lead,1.0,Pb-Cu,2018-08-14,LP21,2e-4,TRUE
lead_dissolved,1.0,Pb-Cu,2018-08-14,LP21,2e-4,TRUE
lead,1.0,Pb #1,2018-08-14,LP22,0.0148,FALSE
lead_dissolved,1.0,Pb #1,2018-08-14,LP22,0.0117,FALSE
lead,1.0,Pb #2,2018-08-14,LP23,0.0186,FALSE
lead_dissolved,1.0,Pb #2,2018-08-14,LP23,0.0152,FALSE
lead,1.0,Cu/Pb-Sn,2018-08-14,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-08-14,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-08-14,LP31,7e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-08-14,LP31,2e-4,TRUE
lead,2.0-0.75,Pb #1,2018-08-14,LP32,0.038,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-08-14,LP32,0.0169,FALSE
lead,2.0-0.75,Pb #2,2018-08-14,LP33,0.041,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-08-14,LP33,0.0183,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-08-14,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-08-14,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-08-21,LP11,0.0262,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-08-21,LP11,0.026,FALSE
lead,0-0.5,Pb #1,2018-08-21,LP12,0.2213,FALSE
lead_dissolved,0-0.5,Pb #1,2018-08-21,LP12,0.2204,FALSE
lead,0-0.5,Pb #2,2018-08-21,LP13,0.2373,FALSE
lead_dissolved,0-0.5,Pb #2,2018-08-21,LP13,0.2369,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-08-21,LP15,0.0011,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-08-21,LP15,0.001,FALSE
lead,1.0,Pb-Cu,2018-08-21,LP21,0.002,FALSE
lead_dissolved,1.0,Pb-Cu,2018-08-21,LP21,0.0013,FALSE
lead,1.0,Pb #1,2018-08-21,LP22,0.0149,FALSE
lead_dissolved,1.0,Pb #1,2018-08-21,LP22,0.011,FALSE
lead,1.0,Pb #2,2018-08-21,LP23,0.0151,FALSE
lead_dissolved,1.0,Pb #2,2018-08-21,LP23,0.0114,FALSE
lead,1.0,Cu/Pb-Sn,2018-08-21,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-08-21,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-08-21,LP31,0.0027,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-08-21,LP31,9e-4,FALSE
lead,2.0-0.75,Pb #1,2018-08-21,LP32,0.0296,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-08-21,LP32,0.0142,FALSE
lead,2.0-0.75,Pb #2,2018-08-21,LP33,0.0366,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-08-21,LP33,0.0158,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-08-21,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-08-21,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-08-29,LP11,0.0146,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-08-29,LP11,0.0142,FALSE
lead,0-0.5,Pb #1,2018-08-29,LP12,0.1796,FALSE
lead_dissolved,0-0.5,Pb #1,2018-08-29,LP12,0.1757,FALSE
lead,0-0.5,Pb #2,2018-08-29,LP13,0.2276,FALSE
lead_dissolved,0-0.5,Pb #2,2018-08-29,LP13,0.2236,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-08-29,LP15,9e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-08-29,LP15,8e-4,FALSE
lead,1.0,Pb-Cu,2018-08-29,LP21,8e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-08-29,LP21,6e-4,FALSE
lead,1.0,Pb #1,2018-08-29,LP22,0.0119,FALSE
lead_dissolved,1.0,Pb #1,2018-08-29,LP22,0.01,FALSE
lead,1.0,Pb #2,2018-08-29,LP23,0.0128,FALSE
lead_dissolved,1.0,Pb #2,2018-08-29,LP23,0.0104,FALSE
lead,1.0,Cu/Pb-Sn,2018-08-29,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-08-29,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-08-29,LP31,0.0014,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-08-29,LP31,5e-4,FALSE
lead,2.0-0.75,Pb #1,2018-08-29,LP32,0.025,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-08-29,LP32,0.0139,FALSE
lead,2.0-0.75,Pb #2,2018-08-29,LP33,0.0263,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-08-29,LP33,0.0155,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-08-29,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-08-29,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-09-04,LP11,0.0153,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-09-04,LP11,0.0151,FALSE
lead,0-0.5,Pb #1,2018-09-04,LP12,0.1643,FALSE
lead_dissolved,0-0.5,Pb #1,2018-09-04,LP12,0.1599,FALSE
lead,0-0.5,Pb #2,2018-09-04,LP13,0.2073,FALSE
lead_dissolved,0-0.5,Pb #2,2018-09-04,LP13,0.2031,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-09-04,LP15,6e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-09-04,LP15,6e-4,FALSE
lead,1.0,Pb-Cu,2018-09-04,LP21,7e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-09-04,LP21,4e-4,FALSE
lead,1.0,Pb #1,2018-09-04,LP22,0.0108,FALSE
lead_dissolved,1.0,Pb #1,2018-09-04,LP22,0.008,FALSE
lead,1.0,Pb #2,2018-09-04,LP23,0.0122,FALSE
lead_dissolved,1.0,Pb #2,2018-09-04,LP23,0.0087,FALSE
lead,1.0,Cu/Pb-Sn,2018-09-04,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-09-04,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-09-04,LP31,0.0024,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-09-04,LP31,8e-4,FALSE
lead,2.0-0.75,Pb #1,2018-09-04,LP32,0.0227,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-09-04,LP32,0.011,FALSE
lead,2.0-0.75,Pb #2,2018-09-04,LP33,0.0251,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-09-04,LP33,0.0119,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-09-04,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-09-04,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-09-11,LP11,0.0145,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-09-11,LP11,0.0142,FALSE
lead,0-0.5,Pb #1,2018-09-11,LP12,0.1992,FALSE
lead_dissolved,0-0.5,Pb #1,2018-09-11,LP12,0.1957,FALSE
lead,0-0.5,Pb #2,2018-09-11,LP13,0.2394,FALSE
lead_dissolved,0-0.5,Pb #2,2018-09-11,LP13,0.2398,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-09-11,LP15,7e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-09-11,LP15,7e-4,FALSE
lead,1.0,Pb-Cu,2018-09-11,LP21,6e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-09-11,LP21,3e-4,FALSE
lead,1.0,Pb #1,2018-09-11,LP22,0.0122,FALSE
lead_dissolved,1.0,Pb #1,2018-09-11,LP22,0.0078,FALSE
lead,1.0,Pb #2,2018-09-11,LP23,0.0322,FALSE
lead_dissolved,1.0,Pb #2,2018-09-11,LP23,0.0076,FALSE
lead,1.0,Cu/Pb-Sn,2018-09-11,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-09-11,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-09-11,LP31,0.0018,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-09-11,LP31,5e-4,FALSE
lead,2.0-0.75,Pb #1,2018-09-11,LP32,0.0241,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-09-11,LP32,0.0118,FALSE
lead,2.0-0.75,Pb #2,2018-09-11,LP33,0.0843,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-09-11,LP33,0.0143,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-09-11,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-09-11,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-09-18,LP11,0.0023,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-09-18,LP11,0.0022,FALSE
lead,0-0.5,Pb #1,2018-09-18,LP12,0.1224,FALSE
lead_dissolved,0-0.5,Pb #1,2018-09-18,LP12,0.1207,FALSE
lead,0-0.5,Pb #2,2018-09-18,LP13,0.1477,FALSE
lead_dissolved,0-0.5,Pb #2,2018-09-18,LP13,0.1467,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-09-18,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-09-18,LP15,4e-4,FALSE
lead,1.0,Pb-Cu,2018-09-18,LP21,0.0028,FALSE
lead_dissolved,1.0,Pb-Cu,2018-09-18,LP21,2e-4,TRUE
lead,1.0,Pb #1,2018-09-18,LP22,0.0093,FALSE
lead_dissolved,1.0,Pb #1,2018-09-18,LP22,0.0077,FALSE
lead,1.0,Pb #2,2018-09-18,LP23,0.0104,FALSE
lead_dissolved,1.0,Pb #2,2018-09-18,LP23,0.0073,FALSE
lead,1.0,Cu/Pb-Sn,2018-09-18,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-09-18,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-09-18,LP31,4e-4,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-09-18,LP31,2e-4,TRUE
lead,2.0-0.75,Pb #1,2018-09-18,LP32,0.0178,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-09-18,LP32,0.0111,FALSE
lead,2.0-0.75,Pb #2,2018-09-18,LP33,0.0197,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-09-18,LP33,0.0123,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-09-18,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-09-18,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-09-25,LP11,0.0078,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-09-25,LP11,0.0078,FALSE
lead,0-0.5,Pb #1,2018-09-25,LP12,0.1335,FALSE
lead_dissolved,0-0.5,Pb #1,2018-09-25,LP12,0.1317,FALSE
lead,0-0.5,Pb #2,2018-09-25,LP13,0.1657,FALSE
lead_dissolved,0-0.5,Pb #2,2018-09-25,LP13,0.1626,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-09-25,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-09-25,LP15,5e-4,FALSE
lead,1.0,Pb-Cu,2018-09-25,LP21,7e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-09-25,LP21,6e-4,FALSE
lead,1.0,Pb #1,2018-09-25,LP22,0.0081,FALSE
lead_dissolved,1.0,Pb #1,2018-09-25,LP22,0.0075,FALSE
lead,1.0,Pb #2,2018-09-25,LP23,0.0081,FALSE
lead_dissolved,1.0,Pb #2,2018-09-25,LP23,0.0074,FALSE
lead,1.0,Cu/Pb-Sn,2018-09-25,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-09-25,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-09-25,LP31,0.0022,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-09-25,LP31,0.0014,FALSE
lead,2.0-0.75,Pb #1,2018-09-25,LP32,0.014,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-09-25,LP32,0.0104,FALSE
lead,2.0-0.75,Pb #2,2018-09-25,LP33,0.0178,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-09-25,LP33,0.0117,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-09-25,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-09-25,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-10-03,LP11,0.0329,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-10-03,LP11,0.0302,FALSE
lead,0-0.5,Pb #1,2018-10-03,LP12,0.131,FALSE
lead_dissolved,0-0.5,Pb #1,2018-10-03,LP12,0.129,FALSE
lead,0-0.5,Pb #2,2018-10-03,LP13,0.162,FALSE
lead_dissolved,0-0.5,Pb #2,2018-10-03,LP13,0.164,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-10-03,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-10-03,LP15,5e-4,FALSE
lead,1.0,Pb-Cu,2018-10-03,LP21,0.0018,FALSE
lead_dissolved,1.0,Pb-Cu,2018-10-03,LP21,0.0017,FALSE
lead,1.0,Pb #1,2018-10-03,LP22,0.0081,FALSE
lead_dissolved,1.0,Pb #1,2018-10-03,LP22,0.0077,FALSE
lead,1.0,Pb #2,2018-10-03,LP23,0.0077,FALSE
lead_dissolved,1.0,Pb #2,2018-10-03,LP23,0.0074,FALSE
lead,1.0,Cu/Pb-Sn,2018-10-03,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-10-03,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-10-03,LP31,0.0032,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-10-03,LP31,0.0025,FALSE
lead,2.0-0.75,Pb #1,2018-10-03,LP32,0.0131,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-10-03,LP32,0.0115,FALSE
lead,2.0-0.75,Pb #2,2018-10-03,LP33,0.0199,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-10-03,LP33,0.0114,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-10-03,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-10-03,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-10-10,LP11,0.0157,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-10-10,LP11,0.0159,FALSE
lead,0-0.5,Pb #1,2018-10-10,LP12,0.148,FALSE
lead_dissolved,0-0.5,Pb #1,2018-10-10,LP12,0.147,FALSE
lead,0-0.5,Pb #2,2018-10-10,LP13,0.185,FALSE
lead_dissolved,0-0.5,Pb #2,2018-10-10,LP13,0.185,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-10-10,LP15,5e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-10-10,LP15,5e-4,FALSE
lead,1.0,Pb-Cu,2018-10-10,LP21,6e-4,FALSE
lead_dissolved,1.0,Pb-Cu,2018-10-10,LP21,5e-4,FALSE
lead,1.0,Pb #1,2018-10-10,LP22,0.0083,FALSE
lead_dissolved,1.0,Pb #1,2018-10-10,LP22,0.0075,FALSE
lead,1.0,Pb #2,2018-10-10,LP23,0.0095,FALSE
lead_dissolved,1.0,Pb #2,2018-10-10,LP23,0.0087,FALSE
lead,1.0,Cu/Pb-Sn,2018-10-10,LP25,2e-4,TRUE
lead_dissolved,1.0,Cu/Pb-Sn,2018-10-10,LP25,2e-4,TRUE
lead,2.0-0.75,Pb-Cu,2018-10-10,LP31,0.0012,FALSE
lead_dissolved,2.0-0.75,Pb-Cu,2018-10-10,LP31,8e-4,FALSE
lead,2.0-0.75,Pb #1,2018-10-10,LP32,0.0125,FALSE
lead_dissolved,2.0-0.75,Pb #1,2018-10-10,LP32,0.0102,FALSE
lead,2.0-0.75,Pb #2,2018-10-10,LP33,0.0141,FALSE
lead_dissolved,2.0-0.75,Pb #2,2018-10-10,LP33,0.0114,FALSE
lead,2.0-0.75,Cu/Pb-Sn,2018-10-10,LP35,2e-4,TRUE
lead_dissolved,2.0-0.75,Cu/Pb-Sn,2018-10-10,LP35,2e-4,TRUE
lead,0-0.5,Pb-Cu,2018-10-16,LP11,0.0119,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-10-16,LP11,0.0119,FALSE
lead,0-0.5,Pb #1,2018-10-16,LP12,0.116,FALSE
lead_dissolved,0-0.5,Pb #1,2018-10-16,LP12,0.114,FALSE
lead,0-0.5,Pb #2,2018-10-16,LP13,0.144,FALSE
lead_dissolved,0-0.5,Pb #2,2018-10-16,LP13,0.143,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-10-16,LP15,4e-4,FALSE
lead_dissolved,0-0.5,Cu/Pb-Sn,2018-10-16,LP15,4e-4,FALSE
lead,0-0.5,Pb-Cu,2018-10-16,LP11,0.004,FALSE
lead_dissolved,0-0.5,Pb-Cu,2018-10-16,LP11,0.0036,FALSE
lead,0-0.5,Pb #1,2018-10-16,LP12,0.0461,FALSE
lead_dissolved,0-0.5,Pb #1,2018-10-16,LP12,0.0438,FALSE
lead,0-0.5,Pb #2,2018-10-16,LP13,0.059,FALSE
lead_dissolved,0-0.5,Pb #2,2018-10-16,LP13,0.0571,FALSE
lead,0-0.5,Cu/Pb-Sn,2018-10-16,LP15,2e-4,FALSE
