date,location,param,value,units,bdl,ortho_dose,pipe_material,detection_limit
2018-08-14,LP3A,Iron,0.256,mg/L,FALSE,2.0-0.75,NA,0.005
2018-08-14,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-14,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-21,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2018-08-21,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-21,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-21,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2018-08-21,LP11,Lead,0.0262,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-08-21,LP11,Lead Dissolved,0.026,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-08-21,LP12,Iron,0.011,mg/L,FALSE,0-0.5,Pb #1,0.005
2018-08-21,LP12,Lead,0.2213,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-08-21,LP12,Lead Dissolved,0.2204,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-08-21,LP13,Iron,0.008,mg/L,FALSE,0-0.5,Pb #2,0.005
2018-08-21,LP13,Lead,0.2373,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-08-21,LP13,Lead Dissolved,0.2369,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-08-21,LP14,Iron,0.034,mg/L,FALSE,0-0.5,Cu,0.005
2018-08-21,LP14,Lead,3e-4,mg/L,FALSE,0-0.5,Cu,2e-4
2018-08-21,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-08-21,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2018-08-21,LP15,Lead,0.0011,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-08-21,LP15,Lead Dissolved,0.001,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-08-21,LP1A,Iron,0.394,mg/L,FALSE,0-0.5,NA,0.005
2018-08-21,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-21,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-21,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2018-08-21,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-21,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-21,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2018-08-21,LP21,Lead,0.002,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-08-21,LP21,Lead Dissolved,0.0013,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-08-21,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2018-08-21,LP22,Lead,0.0149,mg/L,FALSE,1.0,Pb #1,2e-4
2018-08-21,LP22,Lead Dissolved,0.011,mg/L,FALSE,1.0,Pb #1,2e-4
2018-08-21,LP23,Iron,0.005,mg/L,TRUE,1.0,Pb #2,0.005
2018-08-21,LP23,Lead,0.0151,mg/L,FALSE,1.0,Pb #2,2e-4
2018-08-21,LP23,Lead Dissolved,0.0114,mg/L,FALSE,1.0,Pb #2,2e-4
2018-08-21,LP24,Iron,0.005,mg/L,TRUE,1.0,Cu,0.005
2018-08-21,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-08-21,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-08-21,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2018-08-21,LP25,Lead,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-08-21,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-08-21,LP2A,Iron,0.251,mg/L,FALSE,1.0,NA,0.005
2018-08-21,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-21,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-21,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2018-08-21,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-21,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-21,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2018-08-21,LP31,Lead,0.0027,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-08-21,LP31,Lead Dissolved,9e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-08-21,LP32,Iron,0.005,mg/L,FALSE,2.0-0.75,Pb #1,0.005
2018-08-21,LP32,Lead,0.0296,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-08-21,LP32,Lead Dissolved,0.0142,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-08-21,LP33,Iron,0.006,mg/L,FALSE,2.0-0.75,Pb #2,0.005
2018-08-21,LP33,Lead,0.0366,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-08-21,LP33,Lead Dissolved,0.0158,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-08-21,LP34,Iron,0.006,mg/L,FALSE,2.0-0.75,Cu,0.005
2018-08-21,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-08-21,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-08-21,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2018-08-21,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-08-21,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-08-21,LP3A,Iron,0.296,mg/L,FALSE,2.0-0.75,NA,0.005
2018-08-21,LP3A,Lead,3e-4,mg/L,FALSE,2.0-0.75,NA,2e-4
2018-08-21,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-29,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2018-08-29,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-29,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-29,LP11,Iron,0.009,mg/L,FALSE,0-0.5,Pb-Cu,0.005
2018-08-29,LP11,Lead,0.0146,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-08-29,LP11,Lead Dissolved,0.0142,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-08-29,LP12,Iron,0.005,mg/L,TRUE,0-0.5,Pb #1,0.005
2018-08-29,LP12,Lead,0.1796,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-08-29,LP12,Lead Dissolved,0.1757,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-08-29,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2018-08-29,LP13,Lead,0.2276,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-08-29,LP13,Lead Dissolved,0.2236,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-08-29,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2018-08-29,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-08-29,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-08-29,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2018-08-29,LP15,Lead,9e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-08-29,LP15,Lead Dissolved,8e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-08-29,LP1A,Iron,0.384,mg/L,FALSE,0-0.5,NA,0.005
2018-08-29,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-29,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-08-29,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2018-08-29,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-29,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-29,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2018-08-29,LP21,Lead,8e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-08-29,LP21,Lead Dissolved,6e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-08-29,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2018-08-29,LP22,Lead,0.0119,mg/L,FALSE,1.0,Pb #1,2e-4
2018-08-29,LP22,Lead Dissolved,0.01,mg/L,FALSE,1.0,Pb #1,2e-4
2018-08-29,LP23,Iron,0.005,mg/L,TRUE,1.0,Pb #2,0.005
2018-08-29,LP23,Lead,0.0128,mg/L,FALSE,1.0,Pb #2,2e-4
2018-08-29,LP23,Lead Dissolved,0.0104,mg/L,FALSE,1.0,Pb #2,2e-4
2018-08-29,LP24,Iron,0.005,mg/L,TRUE,1.0,Cu,0.005
2018-08-29,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-08-29,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-08-29,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2018-08-29,LP25,Lead,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-08-29,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-08-29,LP2A,Iron,0.247,mg/L,FALSE,1.0,NA,0.005
2018-08-29,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-29,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-08-29,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2018-08-29,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-29,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-29,LP31,Iron,0.127,mg/L,FALSE,2.0-0.75,Pb-Cu,0.005
2018-08-29,LP31,Lead,0.0014,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-08-29,LP31,Lead Dissolved,5e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-08-29,LP32,Iron,0.007,mg/L,FALSE,2.0-0.75,Pb #1,0.005
2018-08-29,LP32,Lead,0.025,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-08-29,LP32,Lead Dissolved,0.0139,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-08-29,LP33,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #2,0.005
2018-08-29,LP33,Lead,0.0263,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-08-29,LP33,Lead Dissolved,0.0155,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-08-29,LP34,Iron,0.006,mg/L,FALSE,2.0-0.75,Cu,0.005
2018-08-29,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-08-29,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-08-29,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2018-08-29,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-08-29,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-08-29,LP3A,Iron,0.22,mg/L,FALSE,2.0-0.75,NA,0.005
2018-08-29,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-08-29,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-04,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2018-09-04,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-04,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-04,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2018-09-04,LP11,Lead,0.0153,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-04,LP11,Lead Dissolved,0.0151,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-04,LP12,Iron,0.011,mg/L,FALSE,0-0.5,Pb #1,0.005
2018-09-04,LP12,Lead,0.1643,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-04,LP12,Lead Dissolved,0.1599,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-04,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2018-09-04,LP13,Lead,0.2073,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-04,LP13,Lead Dissolved,0.2031,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-04,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2018-09-04,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-04,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-04,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2018-09-04,LP15,Lead,6e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-04,LP15,Lead Dissolved,6e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-04,LP1A,Iron,0.377,mg/L,FALSE,0-0.5,NA,0.005
2018-09-04,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-04,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-04,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2018-09-04,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-04,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-04,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2018-09-04,LP21,Lead,7e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-09-04,LP21,Lead Dissolved,4e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-09-04,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2018-09-04,LP22,Lead,0.0108,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-04,LP22,Lead Dissolved,0.008,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-04,LP23,Iron,0.005,mg/L,TRUE,1.0,Pb #2,0.005
2018-09-04,LP23,Lead,0.0122,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-04,LP23,Lead Dissolved,0.0087,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-04,LP24,Iron,0.011,mg/L,FALSE,1.0,Cu,0.005
2018-09-04,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-09-04,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-09-04,LP25,Iron,0.006,mg/L,FALSE,1.0,Cu/Pb-Sn,0.005
2018-09-04,LP25,Lead,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-09-04,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-09-04,LP2A,Iron,0.233,mg/L,FALSE,1.0,NA,0.005
2018-09-04,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-04,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-04,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2018-09-04,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-04,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-04,LP31,Iron,0.005,mg/L,FALSE,2.0-0.75,Pb-Cu,0.005
2018-09-04,LP31,Lead,0.0024,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-09-04,LP31,Lead Dissolved,8e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-09-04,LP32,Iron,0.006,mg/L,FALSE,2.0-0.75,Pb #1,0.005
2018-09-04,LP32,Lead,0.0227,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-09-04,LP32,Lead Dissolved,0.011,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-09-04,LP33,Iron,0.005,mg/L,FALSE,2.0-0.75,Pb #2,0.005
2018-09-04,LP33,Lead,0.0251,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-09-04,LP33,Lead Dissolved,0.0119,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-09-04,LP34,Iron,0.007,mg/L,FALSE,2.0-0.75,Cu,0.005
2018-09-04,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-09-04,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-09-04,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2018-09-04,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-09-04,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-09-04,LP3A,Iron,0.258,mg/L,FALSE,2.0-0.75,NA,0.005
2018-09-04,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-04,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-11,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2018-09-11,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-11,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-11,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2018-09-11,LP11,Lead,0.0145,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-11,LP11,Lead Dissolved,0.0142,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-11,LP12,Iron,0.007,mg/L,FALSE,0-0.5,Pb #1,0.005
2018-09-11,LP12,Lead,0.1992,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-11,LP12,Lead Dissolved,0.1957,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-11,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2018-09-11,LP13,Lead,0.2394,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-11,LP13,Lead Dissolved,0.2398,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-11,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2018-09-11,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-11,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-11,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2018-09-11,LP15,Lead,7e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-11,LP15,Lead Dissolved,7e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-11,LP1A,Iron,0.39,mg/L,FALSE,0-0.5,NA,0.005
2018-09-11,LP1A,Lead,6e-4,mg/L,FALSE,0-0.5,NA,2e-4
2018-09-11,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-11,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2018-09-11,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-11,LP2,Lead Dissolved,5e-4,mg/L,FALSE,1.0,NA,2e-4
2018-09-11,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2018-09-11,LP21,Lead,6e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-09-11,LP21,Lead Dissolved,3e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-09-11,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2018-09-11,LP22,Lead,0.0122,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-11,LP22,Lead Dissolved,0.0078,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-11,LP23,Iron,0.012,mg/L,FALSE,1.0,Pb #2,0.005
2018-09-11,LP23,Lead,0.0322,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-11,LP23,Lead Dissolved,0.0076,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-11,LP24,Iron,0.005,mg/L,TRUE,1.0,Cu,0.005
2018-09-11,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-09-11,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-09-11,LP25,Iron,0.006,mg/L,FALSE,1.0,Cu/Pb-Sn,0.005
2018-09-11,LP25,Lead,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-09-11,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2018-09-11,LP2A,Iron,0.243,mg/L,FALSE,1.0,NA,0.005
2018-09-11,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-11,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-11,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2018-09-11,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-11,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-11,LP31,Iron,0.005,mg/L,FALSE,2.0-0.75,Pb-Cu,0.005
2018-09-11,LP31,Lead,0.0018,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-09-11,LP31,Lead Dissolved,5e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2018-09-11,LP32,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #1,0.005
2018-09-11,LP32,Lead,0.0241,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-09-11,LP32,Lead Dissolved,0.0118,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2018-09-11,LP33,Iron,0.018,mg/L,FALSE,2.0-0.75,Pb #2,0.005
2018-09-11,LP33,Lead,0.0843,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-09-11,LP33,Lead Dissolved,0.0143,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2018-09-11,LP34,Iron,0.005,mg/L,FALSE,2.0-0.75,Cu,0.005
2018-09-11,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-09-11,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2018-09-11,LP35,Iron,0.005,mg/L,FALSE,2.0-0.75,Cu/Pb-Sn,0.005
2018-09-11,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-09-11,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2018-09-11,LP3A,Iron,0.312,mg/L,FALSE,2.0-0.75,NA,0.005
2018-09-11,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-11,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2018-09-18,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2018-09-18,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-18,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-18,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2018-09-18,LP11,Lead,0.0023,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-18,LP11,Lead Dissolved,0.0022,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2018-09-18,LP12,Iron,0.005,mg/L,TRUE,0-0.5,Pb #1,0.005
2018-09-18,LP12,Lead,0.1224,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-18,LP12,Lead Dissolved,0.1207,mg/L,FALSE,0-0.5,Pb #1,2e-4
2018-09-18,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2018-09-18,LP13,Lead,0.1477,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-18,LP13,Lead Dissolved,0.1467,mg/L,FALSE,0-0.5,Pb #2,2e-4
2018-09-18,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2018-09-18,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-18,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2018-09-18,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2018-09-18,LP15,Lead,4e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-18,LP15,Lead Dissolved,4e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2018-09-18,LP1A,Iron,0.254,mg/L,FALSE,0-0.5,NA,0.005
2018-09-18,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-18,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2018-09-18,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2018-09-18,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-18,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2018-09-18,LP21,Iron,0.063,mg/L,FALSE,1.0,Pb-Cu,0.005
2018-09-18,LP21,Lead,0.0028,mg/L,FALSE,1.0,Pb-Cu,2e-4
2018-09-18,LP21,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Pb-Cu,2e-4
2018-09-18,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2018-09-18,LP22,Lead,0.0093,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-18,LP22,Lead Dissolved,0.0077,mg/L,FALSE,1.0,Pb #1,2e-4
2018-09-18,LP23,Iron,0.136,mg/L,FALSE,1.0,Pb #2,0.005
2018-09-18,LP23,Lead,0.0104,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-18,LP23,Lead Dissolved,0.0073,mg/L,FALSE,1.0,Pb #2,2e-4
2018-09-18,LP24,Iron,0.005,mg/L,TRUE,1.0,Cu,0.005
2018-09-18,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2018-09-18,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
